logFC	AveExpr	t	P.Value	adj.P.Val	B
Deptor	0.135606253096528	8.27821546938326	31.9601159453554	3.95627615696722e-222	1.25564669458031e-219	495.936667633362
Itga6	-0.0903860486075754	7.90453719146368	-31.795334596138	6.91932757928158e-220	2.16174929605836e-217	490.777530465649
Thsd7a	0.214233016369256	8.27954010585141	31.7390313591751	4.0163667479302e-219	1.23549620192099e-216	489.020617500096
Cftr	-0.0639616454968079	7.84260596146043	-31.7058499597204	1.13066628126239e-218	3.42540489300629e-216	487.986624751813
Cux2	0.251565280454098	8.51140224171	31.5453489895112	1.66423467189838e-216	4.9666227260609e-214	482.999854214498
Cdk14	0.212610535352631	9.16100775575466	31.4635595221507	2.09824348983206e-215	6.16976155576353e-213	480.468070403286
Rora	0.323073535431943	10.5733285461889	31.358611932945	5.37177416506661e-214	1.55664673087691e-211	477.228692465029
Pou3f1	-0.0372541323084157	7.82971212072332	-31.2017812137831	6.70108518945103e-212	1.91411711947248e-209	472.407311183016
Inpp4b	-0.0837936964571853	7.87733982996268	-31.1936188714626	8.60905229893774e-212	2.42447888334169e-209	472.157022138067
Sgpp2	-0.118766494755902	8.13421328140101	-31.1390884997514	4.58331544126052e-211	1.27282489233339e-208	470.486538777624
Necab1-1	0.163748815065828	8.50518759986526	31.0418519060301	8.97705260737519e-210	2.45885160115708e-207	467.514762003025
AABR07025986.2	-0.302258128447027	10.7612878016403	-31.017747266356	1.87414211759073e-209	5.06398265421982e-207	466.779456932974
Boc	0.199688118454638	8.63824975778087	30.9585346312939	1.14037289064471e-208	3.0402341264588e-206	464.975535675828
Kcnc2	0.215764101957433	8.6144548358344	30.7291729333715	1.20559091092757e-205	3.17181450842063e-203	458.019437236679
Palldl1	-0.161552124510166	8.05617605927773	-30.5645674473007	1.73048625919291e-203	4.49364581202107e-201	453.058087613305
Trim7	0.0679778368858335	7.92273853543326	30.5322187992128	4.57863244489432e-203	1.17371481712387e-200	452.08612540246
Lsamp	0.272176171226223	11.6363860258623	30.5097308952858	9.00005787965092e-203	2.27792604181798e-200	451.411015482442
Palmd	0.0726538618349712	7.90892698755214	30.50571756924	1.01532439695447e-202	2.53767641463807e-200	451.290581916674
St6galnac5	0.16420539774607	8.16147941121802	30.3379213224803	1.54810639139678e-200	3.82152929579983e-198	446.268983409512
Ppfibp1	0.0985846953380225	8.03130139450619	30.2619916682965	1.49241847129484e-199	3.63913504067564e-197	444.00548469008
Plcxd3	-0.112435398294512	7.97330258214692	-30.2484852960591	2.2320156113373e-199	5.37700628297462e-197	443.603414446861
Ccn2	-0.0767485875444542	7.85222136933477	-30.227460979116	4.17495122595382e-199	9.93787497177937e-197	442.977897194329
Zmat4	0.252972469500069	9.11688953539143	30.1764773891728	1.90266006860873e-198	4.47572800845077e-196	441.462813627406
Nfib	-0.214762615123595	9.21153855330147	-30.1461337900654	4.68698040897797e-198	1.08972294508738e-195	440.562262503081
Glt8d2	0.0879245896527152	7.97719984413542	29.9704335027517	8.52190657026694e-196	1.95856921692514e-193	435.364961564589
Rasgrp2	-0.036391686487776	7.82908134993786	-29.9138687345981	4.52165149074928e-195	1.01862760357455e-192	433.697988475399
Rnf144a	0.100930128711976	8.13237620228918	29.9137753499867	4.53402634249239e-195	1.01862760357455e-192	433.69525838287
Cdh18	-0.252822846897301	9.83987399385546	-29.8695941261686	1.66588998529042e-194	3.70105225065356e-192	432.395370967425
Epha7	-0.151368042373237	8.48011896723499	-29.8309467270174	5.19228454276867e-194	1.14087614761164e-191	431.259824108892
Stx1a	0.132782576577403	8.52152933901213	29.7454084126787	6.39580245208454e-193	1.39004423945033e-190	428.751582106072
Syn2	0.163078068626572	9.41413898486499	29.7035846949243	2.17774978876877e-192	4.68216204585286e-190	427.527724361563
Cux1	0.252752025556255	8.80663293506423	29.6796469429588	4.3877676846076e-192	9.33334200571585e-190	426.827985331445
Tox2	-0.0645085634437343	7.87099415221739	-29.6413134321202	1.34564097891116e-191	2.83222014456092e-189	425.708615731445
Grip1	-0.244170622549076	9.26904020895939	-29.5691238159839	1.10615635285987e-190	2.30391627869095e-188	423.604397490478
Cacna1c	0.195865228229653	9.76884756423024	29.5458045086225	2.18217905051764e-190	4.49821341392785e-188	422.925737375143
Fgf13	0.107687481183401	8.08058879217266	29.473562824585	1.78476421688076e-189	3.64146535882967e-187	420.826587267762
Pkp4	-0.146423936380257	8.62331961763463	-29.471495950571	1.89522871337212e-189	3.82778768928037e-187	420.766602737506
Arhgap26	-0.168133215994441	8.76061322666594	-29.3610103956351	4.66922600391163e-188	9.33611739482131e-186	417.566042360264
Kcnq5	0.294545078638869	11.3197533697068	29.3489184642514	6.62579157684326e-188	1.31170992652456e-185	417.216469288359
Hcn1	-0.205379925214146	9.37972860603958	-29.3175073343886	1.64356026373419e-187	3.22186151699659e-185	416.309038119096
Slc8a1	-0.209965944515426	9.81306389199696	-29.2382639929483	1.61929651057234e-186	3.14347900280523e-184	414.023977199245
AC125757.1	0.310332340829863	9.73587236947507	29.1983132604858	5.11966394797823e-186	9.84304621536776e-184	412.874219676802
Lhx2	0.0630840129971615	7.92224172388553	28.9877716360416	2.15201545234262e-183	4.09805228281816e-181	406.84023845428
Crispld1	-0.0419817379844032	7.84163857222464	-28.9631700957393	4.34728533172491e-183	8.20037454790939e-181	406.137923693532
Prex2	-0.0632492019453714	7.86706290851269	-28.9319094754697	1.06138574191582e-182	1.98340260837448e-180	405.246372948898
Postn	-0.0611954474958223	7.8592493937475	-28.7653392143896	1.21524106349619e-180	2.24988380227837e-178	400.511494013399
Fgfr1	-0.0640344353772466	7.88575554307379	-28.5463153500202	5.94628557906767e-178	1.09078880874732e-175	394.325991277927
Cntn4	-0.193499633539677	9.60921642845962	-28.5098923910262	1.65799719490191e-177	3.01378671927851e-175	393.301814165291
Scube1	0.143910282138483	8.21255718565508	28.494974271765	2.52247691197554e-177	4.54386719413972e-175	392.882696322129
Arhgap17	0.0871279676851344	8.06398838905317	28.4358467967047	1.3280965658493e-176	2.37100811019257e-174	391.223642165633
Gxylt2	0.0350191216978963	7.828684539548	28.3788751345033	6.56090098397764e-176	1.16093110774011e-173	389.628227337732
Rap1gds1	-0.138547339102178	8.68171288730639	-28.3608673419889	1.08630475630119e-175	1.90532136861775e-173	389.124610649293
Nkain3	0.0864352944770594	7.95651574663579	28.3372216876507	2.10525603026714e-175	3.66039950653839e-173	388.46377317682
Pde4b	0.256165732458021	9.95136512338984	28.05593928762	5.29370638640153e-172	9.12479820656022e-170	380.643719019539
Zfhx4	0.146515761124704	8.34028177026567	28.0506764883716	6.12447654253589e-172	1.04665733733338e-169	380.498128363702
Erc2	0.191388589401749	11.1213205339731	28.0499900021928	6.24203570822874e-172	1.05770766089859e-169	380.479139292567
Cntnap2	-0.225125220634649	10.5435286005542	-28.0137961186544	1.69980929350126e-171	2.85610813643342e-169	379.478610875464
Map7	0.119133114438077	8.3584834329134	28.0012126040456	2.40732417928978e-171	4.0112039137416e-169	379.131051782875
Trim54	0.0547729504492471	7.86973282707521	27.9904459682138	3.24186589209586e-171	5.35711640598815e-169	378.833795766951
Myrip	0.162921507724445	8.87734579488144	27.9236426234384	2.04991101902075e-170	3.35966973978032e-168	376.991907137989
Zfhx3	-0.0541577347649689	7.88236624586784	-27.8120356378798	4.42290288336526e-169	7.1899140774706e-167	373.924250805963
Pde9a	-0.109067170856733	8.08946683979967	-27.7488298832794	2.50535746024007e-168	4.03988890463711e-166	372.19226259331
Col23a1	-0.0741856198024573	7.90630833791086	-27.7437495268257	2.87962156662803e-168	4.6062426579782e-166	372.053214769009
Tle4	-0.19415434137558	8.57086470661509	-27.6569470341576	3.09590028426584e-167	4.91289890348377e-165	369.681284316281
Kcnh1	0.181397855797357	9.31178097473503	27.545656371171	6.43619893256396e-166	1.01332124139068e-163	366.650796145082
Cobl	0.179040910326874	9.39014059487529	27.5195946252809	1.30765646875771e-165	2.04270242912581e-163	365.942841469119
Mef2c	0.184469126198614	10.0426614739033	27.5137448810453	1.53305277920967e-165	2.37623180777499e-163	365.784025634214
Epha10	-0.0637583068341865	7.92087846065857	-27.2598669733276	1.47626587005206e-162	2.27061046705314e-160	358.923113458651
Camkk2	0.135695583540608	8.61218923799646	27.2289769973593	3.39121305677565e-162	5.17613015803276e-160	358.09255450196
Cdh7	-0.101605408312055	8.03270121710677	-27.2035016576374	6.7287443777494e-162	1.01925184722045e-159	357.408272431706
Map2	-0.14813134032909	9.76700964578203	-27.1544286571692	2.51417892536089e-161	3.77977500846549e-159	356.09190197262
Grin3a	-0.0732870148532108	7.90119788435043	-27.1397257060568	3.73009311685394e-161	5.56591133369362e-159	355.697946733793
Synpr	-0.162618831704851	8.33753382283829	-27.1198147187454	6.36186552196008e-161	9.42262971196976e-159	355.164778747827
Clcn2	-0.0832097255897022	8.03849045238236	-27.1005486078403	1.06605295680537e-160	1.56733300524437e-158	354.649249917122
Dync1i1	-0.167801556003234	9.57971215197841	-27.0865768178185	1.54977812131296e-160	2.26188419968267e-158	354.275607393815
Pkhd1	-0.0433781375233906	7.83084257732785	-27.0659142532825	2.69420053294898e-160	3.90366229393585e-158	353.723366895388
Echdc2	-0.0450680341961682	7.87179050517999	-27.0606190630106	3.10413029369685e-160	4.46525792967399e-158	353.58192684193
Lingo2	0.186647174948673	8.7124181442872	27.0593977092385	3.2072084102821e-160	4.5805808688279e-158	353.549303826107
Cacna2d2	-0.0374627579257361	7.84404532649719	-26.9715615434621	3.3480739696569e-159	4.74785383143899e-157	351.206926451876
Negr1	0.201424412055784	10.7899481555809	26.9710321147586	3.39566190552091e-159	4.78142674654159e-157	351.192832253004
Prkg1	0.227067110783166	9.39850052519507	26.7333524769176	1.86719280769437e-156	2.61080560768174e-154	344.891830958655
Snca	0.141914536803323	8.62235409523721	26.7266437489421	2.22942872337816e-156	3.09565467527405e-154	344.714768185306
Vat1l	-0.0522426798744142	7.85795885663493	-26.5014521577337	8.3579021787744e-154	1.15252589010065e-151	338.796446169772
Sorbs2	0.175967096385962	10.229164393458	26.4928592641669	1.04687120738293e-153	1.43371162956314e-151	338.571581158506
Hs6st2	-0.0925224934078201	8.05400978554495	-26.3190617668997	9.80092274413967e-152	1.33312551203451e-149	334.038790846116
Trpc4	-0.0966761575275141	8.06362739000878	-26.2975468700592	1.71565998763836e-151	2.31787982789385e-149	333.479687862955
Spock1	0.15819790538943	9.80710409665081	26.150710008057	7.74168612354985e-150	1.0388927116804e-147	329.675782315087
Galnt14	-0.135315343254344	8.13856662445142	-26.1241766392298	1.53754472575942e-149	2.04954711943731e-147	328.990627405041
Nefh	-0.0470377161839437	7.87467573211736	-25.9766943461818	6.88321786248269e-148	9.1145656397577e-146	325.194705914461
Xkr4	0.169699801571731	9.91817493843847	25.8921327652124	6.02975387798624e-147	7.93190320989045e-145	323.027705169793
Dlc1	-0.193217300600383	8.64601835377632	-25.8598282670646	1.37902723364353e-146	1.80219931612434e-144	322.201674899659
Rasa3	0.110811033665621	8.22421257059992	25.7851229533932	9.30515404478479e-146	1.2081594488667e-143	320.295328114278
Focad	-0.146214251194548	9.17982876347524	-25.6843098320545	1.21323558974399e-144	1.56507391076975e-142	317.731285956739
Kctd8	-0.184101790611816	8.54908897332741	-25.6069579154077	8.64473155548813e-144	1.10802184264093e-141	315.770591598441
Matn2	0.0627328564144722	7.90595237841043	25.5804871857133	1.6904896384236e-143	2.15295161275669e-141	315.100955018806
Cdk15	-0.029491196502085	7.82472756333659	-25.5413314120124	4.55323245741482e-143	5.76214449278541e-141	314.111641775809
Rnf144b	0.0940640061010747	8.15161305134673	25.5379216078593	4.96314524212047e-143	6.24138925259111e-141	314.025570710698
Robo3	-0.137516853885819	8.32535213958288	-25.464517014604	3.16667015305462e-142	3.95734810689544e-140	312.175174483713
Tafa2	0.2821628009401	9.00983306774936	25.4525493471143	4.28166854334246e-142	5.31751320025668e-140	311.873974532599
Col11a1	-0.0682737765835641	7.93714277465344	-25.4426393094514	5.49597550151229e-142	6.7834586514036e-140	311.624684015131
Bcl6	-0.0255942661083877	7.81987037787132	-25.3943778846488	1.8515720559983e-141	2.2712995864838e-139	310.411946750597
Ak5	0.170053276782051	9.30915270389114	25.3229130688372	1.11389879455558e-140	1.35807356080115e-138	308.620301199814
Sdk1	-0.188583812820397	8.55280320875921	-25.2319340276724	1.08607953775652e-139	1.31613093075404e-137	306.346547031013
Myof	-0.0656332685515153	7.9287771025316	-25.18124936579	3.84888591834975e-139	4.63605264683152e-137	305.08331496689
Tox3	0.0548045321732094	7.8770741123011	25.1439292268505	9.75523570719703e-139	1.16799962853536e-136	304.154753062679
Hapln4	-0.0585862124572358	7.92234901510669	-25.0547090847239	8.96333782999425e-138	1.06679726137342e-135	301.940325183013
Adamts18	-0.0383880800237248	7.83172139936094	-25.0429481226425	1.20004590198163e-137	1.41981762190075e-135	301.648984784106
Coro6	-0.049362497647679	7.90535162565039	-24.9478012926444	1.26550690419992e-136	1.48845944408691e-134	299.297030475109
Rasgef1c	0.0872169841433452	8.10948457470243	24.8754702629821	7.54166778142806e-136	8.81845890582772e-134	297.514915689523
Sez6	-0.12585933790316	8.41182966664167	-24.8519392498541	1.346438050841e-135	1.56523423410266e-133	296.936242208803
Dock9	-0.134678220848048	8.82575725377717	-24.8443513928916	1.62295565436966e-135	1.87578024908216e-133	296.74975623628
Efr3a	-0.123882441017241	8.45559997953561	-24.8161362988776	3.24890313942658e-135	3.7334378317721e-133	296.056805482092
Shc3	-0.100092307466026	8.22938403181264	-24.7500117928302	1.64761495555867e-134	1.88251777350832e-132	294.435833641709
Hectd2	-0.114565458290599	8.56426577467089	-24.6924677919544	6.74502450666377e-134	7.66288437561034e-132	293.028647101736
Mitf	-0.0901319879979852	8.07746818635896	-24.5907517484157	8.08341984933651e-133	9.13152428742845e-131	290.549112977815
Sntb1	-0.0358812313039776	7.82154436658128	-24.5786737772858	1.08489361563282e-132	1.21867684520103e-130	290.255344377391
Cdh2	-0.160401843235247	8.92493215447019	-24.5744615036777	1.20208680319548e-132	1.34277796815048e-130	290.152935823814
Xkr6	-0.150985179216834	8.88529595409478	-24.5617263454695	1.63903538899038e-132	1.82069514460348e-130	289.843396965781
Mmd2	0.0554261020237048	7.92678991426948	24.5174486455404	4.81082300641157e-132	5.31449756979002e-130	288.768411900926
Ttll11	0.139306372094058	9.19469749463425	24.5133681995868	5.31218100888961e-132	5.83610215784329e-130	288.669441347376
Usp29	-0.134466017401403	8.68832575045287	-24.4611993911862	1.88407819291272e-131	2.05858707471529e-129	287.405516208004
Syt2	-0.0198549168220596	7.81472261609819	-24.4493554870749	2.51056106096557e-131	2.72818850076123e-129	287.118925210339
Cplx2	0.11086643975082	8.40789544880278	24.4330500470517	3.72649436076483e-131	4.02763539154015e-129	286.724619879722
Peg3	-0.120960359399945	8.88707493274709	-24.4189446432825	5.24323691524667e-131	5.63647968389017e-129	286.383716986727
Nfasc	-0.116538062237304	8.97360964131503	-24.2961433876199	1.01661471274017e-129	1.087016640708e-127	283.423968586247
Cntnap5b	0.200729896120398	9.5921191979244	24.2797877611502	1.50718050104222e-129	1.60298266586911e-127	283.030868760724
Dpf3	0.048378901998066	7.86654752490894	24.2776776153311	1.58569643977676e-129	1.67756615414477e-127	282.980171270919
Rfx3	0.142372843322439	8.4881879746728	24.2449277771873	3.48557499824964e-129	3.6681090573685e-127	282.193890328664
Gprc5b	-0.0248940975846716	7.82405044927446	-24.1621365784036	2.54084448746905e-128	2.65990500141067e-126	280.210808096934
Slc35f1	-0.267002938532924	9.27965653511341	-24.153082900285	3.15605408887992e-128	3.2867344534976e-126	279.994350890561
Pitpnm2	0.130547947782997	8.82638132550219	24.1239991718162	6.330012742153e-128	6.55795879685747e-126	279.299556907486
Rilpl1	0.0838420024683657	8.10748274154883	24.103627321182	1.03018483299612e-127	1.06178070802874e-125	278.813367282257
Kcnt1	-0.10241564453154	8.40284794134583	-24.0684522094681	2.38621679187613e-127	2.44678998736221e-125	277.974833656433
Plch2	0.0814431114189098	8.03519092353516	24.0028267698059	1.14001190124593e-126	1.16298663088838e-124	276.413606338129
Phactr1	0.13052559252162	12.2556934498829	23.9834475613879	1.80771911724505e-126	1.83478902280786e-124	275.953374135455
Vgll4	0.121712146349477	8.59227171809529	23.9784372384822	2.03643607360882e-126	2.05649188342467e-124	275.834444416454
Nxph3	-0.0321258022851714	7.83548447023131	-23.9403251693088	5.03615033660754e-126	5.06019226032501e-124	274.930569467984
Cadm3	0.0975114215272352	8.40227297670195	23.9090804381908	1.05684120673669e-125	1.056576996435e-123	274.190627298942
Sema5b	-0.0918021638763831	7.97157790183488	-23.8692723550319	2.71369153848496e-125	2.69951553791079e-123	273.249242177387
Trhde	-0.189227853161212	9.25288866014849	-23.8536432379857	3.92797904812261e-125	3.88811589441642e-123	272.880071729388
Cadps	-0.12758554791407	10.5359528818762	-23.8491543005226	4.36797699731075e-125	4.30234975671076e-123	272.774082075924
Pstpip1	0.0353521716693903	7.84618480464474	23.8442094370259	4.90981559419032e-125	4.81234131401155e-123	272.657349785872
Rcan2	-0.173569284091098	8.82716026556825	-23.8092541157373	1.12142457072384e-124	1.09379923373771e-122	271.832845418193
Olfm1	0.116354044151869	8.86271625455234	23.7124033315197	1.09887867430578e-123	1.06660578120117e-121	269.554582482311
Ina	-0.089952487373985	8.18690833477482	-23.6979984616695	1.54181927484659e-123	1.48930803867428e-121	269.216507919257
Psd3	-0.127367662487387	8.87719300389649	-23.6830393560537	2.19120969165693e-123	2.10640566272502e-121	268.865638863126
Atp8a1	0.135144628359805	9.15352431029215	23.6237890538388	8.79791748389608e-123	8.41695502825369e-121	267.478043710229
Tmem108	-0.165156567452428	9.14907574867375	-23.6143406057621	1.0977734469494e-122	1.04523714627397e-120	267.257083518489
Rhbdl3	-0.0559991025881912	7.88737818378904	-23.5889437923405	1.98941487687087e-122	1.8852298797646e-120	266.663586372807
Acyp2	-0.115065186666985	8.52809371487704	-23.5385335108275	6.4632229777138e-122	6.09585582261261e-120	265.487405135764
Gabra2	0.116206665753582	8.49232829125147	23.5270207732818	8.45603945306774e-122	7.93795816263331e-120	265.219134010622
Efcab3	-0.0658869730394347	7.89779575748727	-23.5225218286539	9.39214012882733e-122	8.77550662971507e-120	265.114330067864
Ptprd	0.137386045129547	13.3938178247714	23.5062213541856	1.37370418031314e-121	1.27754488769122e-119	264.73478979646
Grid2	-0.215942427483066	9.47527038042808	-23.4976770923129	1.67651032461467e-121	1.55193629354955e-119	264.535944198741
Ankrd27	0.0934426033191063	8.2321017020796	23.4725774417697	3.00861127750892e-121	2.77222039141893e-119	263.952232340082
Amotl1	-0.0292647033017692	7.82481099329268	-23.4506050316953	5.0173064746498e-121	4.60188270461573e-119	263.441739907193
Zfpm2	-0.232465493722536	8.72378192335345	-23.4162439864267	1.11529885944006e-120	1.01828313673535e-118	262.644369471431
Csmd3	-0.167431778261863	10.0662105126411	-23.3838027594458	2.36847852304671e-120	2.15262400310541e-118	261.892609184747
Nr3c2	-0.117840428137312	8.4325718853959	-23.360602834873	4.05607323766213e-120	3.66973685009296e-118	261.355619079377
LOC120093683	0.0752922680034036	8.08274171765356	23.3365063499735	7.08812058735101e-120	6.38409779928304e-118	260.798430435773
Nkain2	-0.253714700477117	11.5395764533973	-23.3361628943785	7.14471159820945e-120	6.40621113929139e-118	260.790492708203
Lamp5	-0.0627588786984639	7.96996183491777	-23.3016186434477	1.58887406785585e-119	1.41828290119543e-117	259.992713202727
Pam	0.145990801185867	8.83301029745226	23.2953945481578	1.83474838464789e-119	1.63047973115709e-117	259.849094554254
Tmem97	0.135193676940276	9.83088864230808	23.2166102256258	1.13012013460217e-118	9.99856287228782e-117	258.034429006166
6330411D24Rik	-0.088560611980256	8.11144191883692	-23.1937152806476	1.91460566560322e-118	1.68645551910733e-116	257.508212910676
Pde8b	0.15727611512893	8.86321123356542	23.1924153415387	1.97275161468719e-118	1.73005125156449e-116	257.478350464223
Dpp10	-0.248155835860972	13.5444640957066	-23.1812703174816	2.54940731847156e-118	2.22599997086633e-116	257.222392250058
Pbx3	-0.0424857674025576	7.85552671088127	-23.1788466276401	2.69557276727103e-118	2.34339032528627e-116	257.166745419617
Adra1a	-0.0908771909230737	8.09122385384036	-23.154274359769	4.74220050007272e-118	4.10477484843957e-116	256.602899457998
Olr59	0.0655678704574427	7.95975352877379	23.1115595508263	1.26426496781299e-117	1.089611122044e-115	255.624143271294
Tmeff2	-0.158658600014943	9.50872821782822	-23.0799143258697	2.61119392696102e-117	2.24080783560453e-115	254.900176075601
Atp10a	-0.0468409232175153	7.86026264985684	-23.0783749586478	2.70490144899035e-117	2.31130360993855e-115	254.864983848876
Slc30a3	0.0575245140060714	7.96729583768349	23.0769573709789	2.79416160933065e-117	2.37741537781133e-115	254.832577725849
Tcf4	0.142479143231895	10.1760753399927	23.0693479459327	3.32601661519088e-117	2.81795348392973e-115	254.658659265452
Ajap1	0.0805022812475258	8.15456698685885	23.0617216003203	3.96041869169976e-117	3.34128994685809e-115	254.484410538459
Atp2b1	-0.149993909537576	10.1777505007366	-23.0462997203777	5.63613749450816e-117	4.73506593288616e-115	254.132220150679
