logFC	AveExpr	t	P.Value	adj.P.Val	B
Nptxr	-0.358500201310795	8.42885474465144	-46.357560999736	0	0	1044.64268436619
Entrep2	-0.460203164402783	9.24462483447304	-45.9470170998592	0	0	1026.39069413314
Cacna1b	-0.407233842724867	9.31801600128876	-45.7142785894872	0	0	1016.1104550025
Adamts18	0.109881547629517	7.83172139936094	45.6946265406346	0	0	1015.24452366149
Erc2	-0.488587919849612	11.1213205339731	-45.5783747151189	0	0	1010.12988017903
Boc	-0.461840991181054	8.63824975778087	-45.5027959714228	0	0	1006.81112088546
Mapk4	-0.512435136484269	8.79429379309433	-45.4843877968629	0	0	1006.00356892676
Htr4	0.203285972654423	7.87915647292009	45.2862425111569	0	0	997.330211922833
Lrfn5	-0.566031349698052	10.1160793293351	-45.087493245435	0	0	988.665969521491
Tmem178b	-0.59040681054211	9.97863010998078	-45.0643236904999	0	0	987.658214210381
Nwd2	-0.440811695221729	8.67754298702173	-44.8673967225839	0	0	979.112365317204
LOC108353456	-0.848056972368418	9.05772896891488	-44.3159378437215	0	0	955.366587868583
Prlr	0.072258279109608	7.81275963146054	44.2211761745999	0	0	951.313726321052
Prkcq	0.120784728100662	7.83554535667325	43.8207633414843	0	0	934.277826883285
Gas7	0.450786979666038	9.10635865178224	43.7072479977247	0	0	929.474624247411
Ralyl	-0.505341016023381	11.4885280734751	-43.376818208927	0	0	915.559072364179
Unc5d	-0.808956528232256	9.48213591628798	-43.3486186987995	0	0	914.375980182882
Unc5c	-0.507672426192471	8.79253602668492	-43.3021417473567	0	0	912.427844681382
Bcl11b	0.430412073801554	8.28267959753049	43.1870440900291	0	0	907.611584711316
Mef2c	-0.455233366474276	10.0426614739033	-43.1484269932636	0	0	905.998429387359
Spock1	-0.407679104247405	9.80710409665081	-42.8438039829839	0	0	893.320173948538
Thrb	-0.455193757824464	9.03989548902332	-42.603643859647	0	0	883.384137003987
Slc35f1	0.739545910520391	9.27965653511341	42.5601542932538	0	0	881.59038146229
Npas2	-0.465363884116888	9.0298426042412	-42.4557384937394	0	0	877.29095926982
Crim1	-0.355953238148489	8.40405707311858	-42.3699169592774	0	0	873.76452414055
AABR07028615.1	-0.420608827350769	11.6303702136507	-42.2276154114181	0	0	867.932055645522
Mpped1	-0.23847543316338	8.14783596104232	-42.2218541560091	0	0	867.696308596635
Nell1	-0.591980168268833	9.13136799577824	-42.0914101101973	0	0	862.366656380676
Fhod3	-0.440128373841187	9.38002668167227	-41.83318859065	0	0	851.862082386468
Cdh2	0.427938375354699	8.92493215447019	41.6752261908416	0	0	845.46600633686
Grm8	0.745358166679042	9.42601424035805	41.460209647458	0	0	836.79622322059
Hs6st3	-0.9265817123706	10.1384173466735	-41.3185203217853	0	0	831.106200488977
Pde8b	-0.440015516254261	8.86321123356542	-41.256873824112	0	0	828.636362741709
Skint10	0.0828550785874729	7.82238836137579	41.245129592375	0	0	828.166147075793
Kalrn	-0.342955334220321	11.5888649091374	-41.0188414825289	0	0	819.132017997988
Dgkb	-0.610163913863977	9.40173566104257	-40.8162791246216	0	0	811.084702255197
Pcdh7	0.494067495823852	10.2635325280484	40.7828565174785	0	0	809.760546443973
Phactr3	-0.321566031661812	8.71526245306432	-40.6120939828739	0	0	803.010971962614
Brinp2	-0.394691356395874	9.06083954692243	-40.1183722769491	0	0	783.646359048892
Nedd4l	-0.350370654553629	9.55355241718893	-40.0960835460934	0	0	782.777430100111
Cdh9	0.340539999299537	8.18802139861726	39.9354829166744	0	0	776.529840470474
Mgat5	-0.355009469370319	8.85058834160149	-39.808987173683	0	0	771.625714592135
Atp8a1	-0.356476043547858	9.15352431029215	-39.5670181356815	0	0	762.285694371073
Pex5l	-0.550294781371413	10.1007765997959	-39.4861545207318	0	0	759.176356459052
Cdk14	-0.420847657595136	9.16100775575466	-39.3906880520287	0	0	755.513259303445
Rasa3	-0.266825719061238	8.22421257059992	-39.3822758250278	0	0	755.1908799769
Dcc	0.725075601986397	9.45058639352535	39.1974728490407	0	0	748.125110712042
Sema5b	0.236543157746414	7.97157790183488	39.0342496046614	0	0	741.910654000133
Ppfibp1	-0.200927235697844	8.03130139450619	-39.0253936032044	0	0	741.574215947883
Zfp462	-0.224620537368114	8.12169381903728	-39.014440353559	0	0	741.158156325321
Lmo4	-0.350927741130542	8.69350977157322	-38.9481210507084	0	0	738.64137735691
Tshz2	0.456126824513909	8.18229656059858	38.7308046161908	9.88131291682493e-324	2.03555046086594e-321	730.422717254042
Pbx1	0.414774530469472	9.95261506704982	38.6873095917985	3.95252516672997e-323	8.06315134012914e-321	728.783083384438
Rtn4rl1	-0.337136985192723	8.43261338891053	-38.5577372240133	5.07899483924801e-321	1.02580379717789e-318	723.908779702829
Gng12	0.259001846118778	8.16934056224921	38.3821343482799	3.6754531525422e-318	7.34906857850813e-316	717.327632679039
Kcp	0.032521055483083	7.80104600081046	38.2779447429838	1.80500747412778e-316	3.5733786580027e-314	713.43629220944
Magi1	-0.385168369117064	9.44480201353028	-38.265505648329	2.87124175004928e-316	5.62847831278987e-314	712.972437041794
LOC100362814	-0.38160203590895	9.19943733928973	-38.2246032253104	1.32001652962996e-315	2.56249810777806e-313	711.448021302637
Mpped2	0.328327683625282	8.77377329481704	38.072664216222	3.76446151240787e-313	7.23753922505708e-311	705.798871472935
Msra	-0.340066049643131	8.91090533477684	-38.0483094281961	9.29780356477893e-313	1.77056745026433e-310	704.895337683881
Tenm4	-0.418566215592021	9.57481193972919	-37.9049124892308	1.88611579056314e-310	3.55781936153869e-308	699.586615033353
Fstl4	-0.601195438178596	9.26641807377288	-37.8032810982816	8.04979886290355e-309	1.50425914265193e-306	695.835585935532
Arhgap21	-0.287162986094474	8.78879134625818	-37.7387462380367	8.68493894388959e-308	1.60791994613956e-305	693.458765094119
Ptk2	0.321906152464619	9.58626527601256	37.6136764517598	8.62929561603171e-306	1.58296115451885e-303	688.863340120398
Cacna1g	-0.256413485899802	8.34722878201288	-37.0137865070688	2.67868836424557e-296	4.86912489482639e-294	667.023391933289
Lingo2	-0.402883806188383	8.7124181442872	-36.9664056158395	1.48402494027413e-295	2.67325033160191e-293	665.312656171748
Scg3	0.234837269513728	8.18407772444925	36.9315601007341	5.22002301897352e-295	9.31913930931924e-293	664.055854724114
Ptk7	0.143748146497979	7.94255763512969	36.917912406938	8.54038393198914e-295	1.51119448424888e-292	663.563919921069
Ano4	0.397731409484839	8.72607428632555	36.9075338815713	1.24170155927633e-294	2.17787918225704e-292	663.189939093518
Lrrtm4	-0.838794350354704	10.7781952908789	-36.8706338268345	4.69442632156974e-294	8.16217863476408e-292	661.861045562249
Sorbs2	-0.386114043273468	10.229164393458	-36.7970204409391	6.63882426103884e-293	1.14433871637476e-290	659.213898466565
Man1c1	-0.252377285016811	8.19545708220271	-36.4809052261414	5.46874513270884e-288	9.34594520756523e-286	647.903480093133
Dlc1	0.429850169417014	8.64601835377632	36.4181892804784	5.10942739055229e-287	8.65788141305873e-285	645.670576180936
Sntg1	-0.449105426772007	9.67321354764736	-36.3644570507143	3.45586063461328e-286	5.80671709152039e-284	643.760482165865
Galnt17	-0.369684927454067	9.04067318299027	-36.203756766011	1.0339564020413e-283	1.72282985490131e-281	638.063831131025
Kctd16	-0.601753817639134	10.5009382734986	-35.7641098427175	5.4304400576128e-277	8.97368999603041e-275	622.601900405461
Csmd2	-0.341526074178532	9.68521744955147	-35.7034626367334	4.52610300944776e-276	7.41798603884491e-274	620.483169796304
Shank2	-0.288677337887949	9.04402719618499	-35.5976081437344	1.81756970332315e-274	2.95465904210946e-272	616.793327099322
Oprd1	-0.205096185098128	8.11900330031814	-35.5502815948125	9.44170257628199e-274	1.52247454042547e-271	615.147020173097
Plcl1	-0.395387757795779	9.02128296245655	-35.4984712056104	5.71955060886964e-273	9.14899315394788e-271	613.347138219819
Osbp2	-0.282663132087833	8.78784044637195	-35.4830048570298	9.78780221652547e-273	1.55323099459862e-270	612.810326885896
Grik3	0.377916259177521	8.49163831155562	35.3933737636173	2.19252734264451e-271	3.45193576505331e-269	609.703765555328
Enox1	-0.40342357835309	9.28565121192285	-35.3751647224374	4.1195480326744e-271	6.43518460260348e-269	609.073591060595
Ddah1	0.129548901519143	7.88986201224273	35.2764646509083	1.25089313871264e-269	1.9388843650046e-267	605.663097755205
Rasgef1c	-0.195040877038054	8.10948457470243	-35.2029288100043	1.58153851256916e-268	2.43252788914003e-266	603.128056991873
Kcnh1	-0.366321757339174	9.31178097473503	-35.157467979497	7.57121430887482e-268	1.15562160386223e-265	601.563392558356
Zbtb16	-0.375540853975362	8.8465447924334	-35.0523406304824	2.80954715371089e-266	4.25582540442797e-264	597.952544107725
Slc2a13	-0.311454899278171	8.68551428237362	-35.0224735959118	7.82905266762098e-266	1.17700682773745e-263	596.928577453589
Ntng1	-0.352946926189074	8.40245615301666	-35.0180609396865	9.1084111900154e-266	1.35912449062954e-263	596.777346604223
Sorcs3	-0.465672346509052	8.80558811622999	-34.8378970314269	4.32716069361168e-263	6.40900578287152e-261	590.61903075866
Rapgef3	0.0319138926376583	7.80313031902723	34.648768223988	2.70367245301675e-260	3.97499490426985e-258	584.187013745086
Rorb	-0.517646880305048	8.54194414991947	-34.5941094586322	1.72672261600018e-259	2.52013275233018e-257	582.334391493809
Cdh13	-0.466999342328574	8.5227532477166	-34.559993198329	5.48566384101277e-259	7.94824989138046e-257	581.179464115012
Rab3c	-0.247974939461265	8.1397050801965	-34.5489505626044	7.97261074162169e-259	1.14685145164551e-256	580.805909315499
Nptx1	0.207429699628795	8.18165614071062	34.5460828500377	8.78543539557778e-259	1.25474843381841e-256	580.708908958267
Ttll7	-0.262235083663832	9.01051902028398	-34.2212806068248	4.98331541448165e-254	7.06676536968515e-252	569.772418907792
Kirrel3	-0.629798185145619	9.18489379955132	-34.1896993120229	1.43700700060553e-253	2.02344753359912e-251	568.714289049069
Shb	0.11019607513286	7.89006712699587	34.1606749145298	3.7999291067128e-253	5.31325751669388e-251	567.742717272634
Igsf21	0.328478644000885	8.38820918594761	33.9657056520539	2.55772635647249e-250	3.55150961789357e-248	561.236542538038
Nedd9	-0.216886355070096	8.15180149219457	-33.8503125612609	1.18672134407172e-248	1.63644781204925e-246	557.402695605391
Sphkap	-0.314583919432916	8.55089656573367	-33.8098116053904	4.54959350341477e-248	6.23076178772454e-246	556.060047733226
Xylt1	-0.300700923158406	8.9212899324693	-33.8066925935446	5.04533702305233e-248	6.86268801196811e-246	555.956713307075
Grm5	-0.365340862714776	10.6595501857564	-33.7387514717123	4.79005059186856e-247	6.47142308002783e-245	553.708060865769
Lingo1	-0.262691253108891	8.90368424309589	-33.6925519469962	2.20761499058938e-246	2.96250078770703e-244	552.181472524192
Cacng5	0.103812947443348	7.87770265954592	33.6418745602836	1.17712244338148e-245	1.56910421702752e-243	550.509230632259
Ankrd27	-0.211547032622578	8.2321017020796	-33.6163995458813	2.72790974731866e-245	3.61222221176402e-243	549.669524379305
Dlgap1	-0.321929229655638	11.041836950965	-33.5821497115762	8.43620325858423e-245	1.10974923786442e-242	548.541545718848
Epha5	0.342234683130217	8.91767379171785	33.5465561490195	2.72391152539087e-244	3.5597784934765e-242	547.370483149783
Diaph3	0.106760084450242	7.8604306578042	33.4787036544437	2.53606527874272e-243	3.29276787327667e-241	545.141375215664
Fgf12	-0.317332766255573	10.9423186024045	-33.436459476896	1.01502814521383e-242	1.30938630732584e-240	543.755748508057
Arl15	-0.394235221467017	8.89235355203672	-33.4182007826599	1.84750341173771e-242	2.36800196908304e-240	543.157375127323
Grp	0.0516581117639641	7.81941534257214	33.2863326509365	1.38387709886273e-240	1.76246003769174e-238	538.84509971557
Il1rapl2	-0.540521701816132	8.43042897638171	-33.1297003277568	2.28233590467806e-238	2.88831053253404e-236	533.744329405487
Rspo3	-0.178415734030187	8.0486500865025	-32.9505681921414	7.61818440698118e-236	9.58022624009992e-234	527.939234567218
Hcrtr2	0.163131660810402	7.91977082347799	32.9391133959942	1.10351507716575e-235	1.37904899799557e-233	527.569034200279
Camkk2	-0.259140930038106	8.61218923799646	-32.824539358768	4.4604948514349e-234	5.53960214623856e-232	523.873169400994
Trpc4	-0.190992848696886	8.06362739000878	-32.8093254568589	7.28308309281147e-234	8.98921274325712e-232	523.383337772551
Lmtk2	-0.2479753293768	8.75695613897843	-32.6784782436613	4.89468823969427e-232	6.00425100323233e-230	519.179561563637
Thsd7a	-0.34896429945162	8.27954010585141	-32.5537531661035	2.66142347730417e-230	3.24482697735957e-228	515.187499344671
Kcna1	0.249167162308142	8.45844417552667	32.3799904277442	6.79420680518909e-228	8.23334333756096e-226	509.650463849511
Ajap1	-0.178716093941697	8.15456698685885	-32.3694825004468	9.49078335587544e-228	1.14318200723331e-225	509.31653708279
Nectin1	-0.13446866603242	7.93613795802278	-32.3659892041674	1.06059769890242e-227	1.26985934069185e-225	509.205548289646
Astn2	-0.462901725131061	9.68457915935618	-32.362868971284	1.1712305748381e-227	1.39397353237428e-225	509.106422199128
Pik3r3	0.204644830351178	8.139876553981	32.2758603207902	1.85634900237565e-226	2.19631350902373e-224	506.345968459746
Rora	-0.527649467445803	10.5733285461889	-32.2500452191046	4.20825717385786e-226	4.94965307007576e-224	505.528330444549
Apba2	-0.262037811769437	9.01759515098764	-32.2181644675105	1.15527118171081e-225	1.35085656598291e-223	504.519446345612
Neto2	0.325422784845644	8.44557427676815	32.1899009939717	2.82590920798025e-225	3.28511945427704e-223	503.625827609512
Rgs7	-0.346949874976904	10.626688277251	-32.1252186145299	2.18249842403986e-224	2.52248878547266e-222	501.583610639135
Cux1	-0.433897632003966	8.80663293506423	-32.1098088398301	3.54991275450922e-224	4.07933939806964e-222	501.09763702941
Vwc2l	0.273501909420897	8.13564332437862	31.9250895725901	1.18839273863699e-221	1.35782358908838e-219	495.289963238421
Usp29	0.277681661882502	8.68832575045287	31.9104417988748	1.88172501672322e-221	2.13778930166937e-219	494.830834173042
Anks1b	0.341444172599715	11.6205384930509	31.888848304182	3.70383027104956e-221	4.1840726706009e-219	494.154331432089
Tafa2	-0.55797988760882	9.00983306774936	-31.7796196902815	1.13077652717009e-219	1.27021778993067e-217	490.739049872615
Plch2	-0.17055120020065	8.03519092353516	-31.7563932480984	2.33584807142113e-219	2.60923364179137e-217	490.014309274156
Alcam	-0.428681220352365	8.90221032229667	-31.7507935424082	2.78215738220596e-219	3.09051315873378e-217	489.839633764519
Fhl2	-0.21669576739343	8.35266971866391	-31.698294817492	1.4308969596963e-218	1.58070633752086e-216	488.203625896342
Slc1a2	0.344923328860068	8.86209756553008	31.6784206305243	2.65803759893233e-218	2.92019020827758e-216	487.584965428225
Cux2	-0.40119577465209	8.51140224171	-31.6652559195462	4.00532051790175e-218	4.37630512324838e-216	487.175345000272
Rbm20	-0.159550700515263	7.96163036032761	-31.6370447566719	9.63762909413358e-218	1.04730648770218e-215	486.298183220058
Rai14	0.162667897491016	7.94346505352994	31.6017120744243	2.89148268170026e-217	3.12514574165387e-215	485.20061947146
Ypel2	-0.186369088695488	8.22317029829464	-31.5287372478288	2.78594949868745e-216	2.99489571108901e-214	482.937523028751
Stx1a	-0.221805161767071	8.52152933901213	-31.298659091878	3.40857934906629e-213	3.64462802591339e-211	475.83537266196
Luzp2	-0.229507231499441	8.11601121460315	-31.1867266022397	1.06367200272812e-211	1.13128306885898e-209	472.398347514373
Syndig1	-0.293887851398559	8.94828460598988	-31.133194499802	5.4903808547818e-211	5.80847434874931e-209	470.758791921545
Zfhx4	-0.257599392380724	8.34028177026567	-31.0887895033362	2.13783413549969e-210	2.24978913364822e-208	469.400836033211
Pde7b	-0.356856691582822	8.69958597727198	-31.0883472538642	2.16696890177452e-210	2.26851011471107e-208	469.387314120873
Mllt3	-0.286962451970059	9.31760434235131	-31.0807335114446	2.73522250301764e-210	2.84847780978321e-208	469.154675183943
Mctp1	0.381003773854291	8.78256696215145	30.8947647183582	7.94399276373627e-208	8.23005882439931e-206	463.48929254603
Ptn	-0.237279683307671	8.3224733850092	-30.8934194303407	8.2756058072305e-208	8.5294194904935e-206	463.448439856284
Dennd2a	0.186309002651178	8.12780248738299	30.8674959807628	1.81967367548952e-207	1.86586539186733e-205	462.661347676116
Ttll11	-0.277635173297165	9.19469749463425	-30.8433534369301	3.7881732902435e-207	3.86451657849075e-205	461.928901973215
Osbpl2	-0.221307489534391	8.3755455241984	-30.8209011817248	7.48782812405118e-207	7.59995549951287e-205	461.248234005248
Gpc6	-0.547373815820126	8.9812790283405	-30.8141390372392	9.19287417314157e-207	9.28341005514978e-205	461.04330327452
Klhl32	0.263041781710843	8.4039127115274	30.8115176135296	9.95341078618427e-207	1.00009270688319e-204	460.963901456407
Atp9a	-0.223028151407091	8.93484573173012	-30.8048734916767	1.217523812912e-206	1.21721943195877e-204	460.762627784576
Slit2	-0.308703910661075	8.67230533224668	-30.6822230787222	4.98377964604581e-205	4.95774497625304e-203	457.054655466843
Wls	-0.1355512583178	7.95879399616585	-30.6811256201118	5.15175857134962e-205	5.09947587297701e-203	457.02154161216
Ptpre	-0.184130974248625	8.01526410771732	-30.6762096791655	5.97638937169271e-205	5.88659632940866e-203	456.87322309515
Cacna2d1	-0.306800824995012	9.9169591248742	-30.6422493258149	1.66579507970894e-204	1.63272414797943e-202	455.849257693543
Limch1	-0.254012629332674	8.73493912112327	-30.5011673455848	1.16402117865548e-202	1.13534651059592e-200	451.607115740427
Fut9	0.309550878660435	9.87789086623626	30.3521169401546	1.01285118597165e-200	9.83104828325392e-199	447.145946260476
Mapt	-0.235972694154507	9.92806763122843	-30.336229476508	1.62834857465359e-200	1.57289032609655e-198	446.671671795692
Cntnap5a	-0.366390251497499	8.84441018428836	-30.3175669053677	2.84338754482102e-200	2.73334297878347e-198	446.114856246596
Pitpnm2	-0.259184658488087	8.82638132550219	-30.232489400473	3.59431706683106e-199	3.43867797853048e-197	443.580718050106
Phf21b	-0.13073909263049	7.94016071317361	-30.165079979902	2.66973545080746e-198	2.54196953994739e-196	441.577735469143
Trhde	0.377951691171766	9.25288866014849	30.074946305714	3.87219813155432e-197	3.66941240002032e-195	438.90629410071
Nrp1	0.26205765668487	8.30787158675945	30.0188900652981	2.03527187414904e-196	1.91958778884953e-194	437.248763921621
Hrh3	-0.132568385843256	7.98285091953076	-29.9193922174547	3.84216252458605e-195	3.60676242624873e-193	434.314086333372
Fgfr2	0.0570817690074126	7.82470877749466	29.9058711237889	5.72350317869045e-195	5.34773112420166e-193	433.915991848092
R3hdm1	-0.336163392646723	10.1759857457546	-29.8247638596737	6.22710159014948e-194	5.79120447883902e-192	431.531787100866
Tec	-0.108311627166556	7.92141330533013	-29.8239368198708	6.38031821295173e-194	5.90622512351712e-192	431.507507793246
Plekhg1	0.0578620257122227	7.82676653463034	29.6933513896024	2.93833849757955e-192	2.7074690441983e-190	427.682090708884
Heg1	-0.17377838502404	8.08735250727775	-29.6507117984868	1.02249465754821e-191	9.37833976040202e-190	426.436538543884
Ogt	-0.232237674283944	9.03955933345568	-29.6351027052595	1.61333569201655e-191	1.47299758730004e-189	425.981005533017
Lypd1	0.0629085283683457	7.83144743360505	29.6126384717249	3.10888326507446e-191	2.82555094932563e-189	425.325802698664
Mdga2	0.302788114715913	11.0642446608504	29.5984361053792	4.70533308060379e-191	4.25715542745125e-189	424.911848372518
Slit1	0.251984159102232	8.59800225833206	29.5779035304296	8.56372933073764e-191	7.71314270126573e-189	424.313701696598
Adam22	-0.26520700274064	9.38162753206497	-29.5338134198435	3.09409415497132e-190	2.77427859321307e-188	423.030645878547
Ptprr	-0.26007004771696	8.7279877793479	-29.5334334057624	3.12851565178401e-190	2.79261921684916e-188	423.019595242998
Serinc2	0.164645069078107	8.06865273122874	29.4932149047237	1.00812270019347e-189	8.95885039571928e-188	421.850838835482
Rapgef6	0.214369935053249	8.52192142380564	29.4537879068551	3.16984080302635e-189	2.80446756002265e-187	420.706582299373
Map3k14	-0.161913611703814	8.09394901947913	-29.4335864160127	5.69781031248709e-189	5.01884216732067e-187	420.120866402948
Syt14	-0.233271093388705	8.63739271484887	-29.3418675452269	8.12527906276065e-188	7.12565591490786e-186	417.466497663967
Magi3	-0.239275833569668	8.40248255659056	-29.291254162991	3.50939303050947e-187	3.06420583602781e-185	416.00517236454
Prmt8	-0.173724042790049	8.19549379396028	-29.2628957244891	7.9574918739725e-187	6.91782826174261e-185	415.187468182174
Wscd1	0.051256237212292	7.82315965760769	29.2604837756005	8.53116642847604e-187	7.38444470724582e-185	415.117938281117
Lpcat2	-0.21980459089508	8.39739624053103	-29.1605372881399	1.51818255544833e-185	1.3084508705254e-183	412.242394509696
Adra1b	-0.135867837916284	7.95857448038852	-29.1195107154204	4.9358844208677e-185	4.23575145902359e-183	411.064781474161
Pde9a	0.181633547111435	8.08946683979967	29.1041365108228	7.67478725251978e-185	6.55800731256979e-183	410.623899748417
Rgs8	0.14642213267971	8.01071553542485	29.0834054076723	1.39125865551124e-184	1.18375390710414e-182	410.029757416125
Spats2l	-0.189105559439777	8.19922757304348	-29.0587300804733	2.82272318601044e-184	2.39154025865588e-182	409.323111140819
Tmem178a	0.34131185402213	9.02410064723741	29.0432858889677	4.39392812037007e-184	3.70702923066665e-182	408.88112009088
Fgfr1	0.103397908628645	7.88575554307379	29.0178470391472	9.1031915185128e-184	7.64782833666653e-182	408.15359302368
Exph5	-0.180789021054553	8.11589672201166	-28.9594808464306	4.83039873296485e-183	4.04116412826913e-181	406.486713031249
Necab1-1	-0.242110256276508	8.50518759986526	-28.853254365981	9.98789613509947e-182	8.32116596755474e-180	403.461349803972
Samd5	0.472146244003072	9.2010900003718	28.7969303598497	4.95552238083928e-181	4.11143858941417e-179	401.861585868477
Plcb1	-0.303910253157587	10.8136900100366	-28.7753686624709	9.14162281275365e-181	7.5531714107855e-179	401.249997829275
Rgs9	0.104655918287469	7.88781180128123	28.6391663149549	4.32991259946373e-179	3.56282314511429e-177	397.396852176758
Cck	-0.16967914498629	8.15438268613347	-28.6344563183566	4.94629627130112e-179	4.05332762068303e-177	397.263924570057
Slc23a2	-0.220710009768879	8.82622289622611	-28.5546407545015	4.70299962506929e-178	3.83822357156165e-176	395.014563029253
Garnl3	0.35921027585842	9.15373246275279	28.4830879676714	3.52342911233644e-177	2.86386036996614e-175	393.003247043432
Klhl29	-0.299417890201754	9.54377781510502	-28.3729696866027	7.74084473650833e-176	6.2663235022868e-174	389.917450558022
Bmpr1b	0.160896855275587	7.98027494724341	28.3587609585442	1.15228711739975e-175	9.29031488403551e-174	389.52012729967
Zbtb46	-0.0960275940397004	7.91440979685659	-28.2529255955395	2.21728114506791e-174	1.7805034737202e-172	386.566739569802
Pde10a	-0.350584519919337	10.5035247040654	-28.248108343722	2.53609242646503e-174	2.02836672268673e-172	386.432566946894
Abhd6	-0.19566891540784	8.45386878769915	-28.2247993311654	4.85664950780318e-174	3.86887278520018e-172	385.783666203306
AABR07028902.1	-0.214967092090525	8.72966734469708	-28.2021488160948	9.12684239200568e-174	7.24171482651403e-172	385.153596171236
Sun1	-0.201044905680062	8.64056306739272	-28.1820378154678	1.59737651817168e-173	1.26243254864991e-171	384.594579945634
Gabbr2	-0.257029930243537	9.73742071023563	-28.1602416765341	2.92868655489132e-173	2.30547589232488e-171	383.98916039896
Ccdc85a	-0.270602221271773	8.45931164288762	-28.1215028794616	8.59199522585692e-173	6.73713508003957e-171	382.914256840333
Clcf1	0.0362342071340329	7.81030577044061	28.1097847673286	1.18950885725047e-172	9.2907146877825e-171	382.589378107983
Mical3	-0.201262544293314	8.65274161488861	-28.0917628042028	1.96115952942916e-172	1.52581263777962e-170	382.090022455234
Fam13c	-0.191626147482658	8.38437571689492	-28.0108622634003	1.84350010820216e-171	1.42871258385667e-169	379.852184456522
Nlgn1	-0.306959510835343	11.3700166656855	-27.9680776402694	6.01432979387687e-171	4.64310904357406e-169	378.671230492499
