logFC	AveExpr	t	P.Value	adj.P.Val	B
Btg2	1.06685490240703	7.98855989252985	73.307949696406	0	0	2556.25203637074
RGD1564664	0.294768555818291	7.82530389926637	54.7350571052423	0	0	1450.1367265665
Gadd45g	0.436711058907314	7.86102226356686	53.3140937437074	0	0	1377.1980966706
Egr4	0.680037585547346	7.93648342431891	52.8146392546588	0	0	1351.97221471065
Fos	0.590711194971092	7.94271902681141	47.2847537469899	0	0	1087.17283897253
Otof	0.589895237470932	7.95446910763305	44.0669895381604	0	0	945.528347918291
Syt4	0.545962570679668	8.02332862216141	42.7398900730687	0	0	889.820024856101
Glis3	0.675094045436104	7.93541921288797	42.052040633593	0	0	861.573572750154
Pdp1	0.654485352981071	8.11066480345999	41.7574128731166	0	0	849.606407122998
Fosb	0.350510644195849	7.84848662947731	41.5750479076362	0	0	842.23862782003
Npas4	0.373369589228482	7.87625898279438	41.1234849311988	0	0	824.125632345888
Gadd45b	0.204097083206253	7.82844481265637	39.4479508498755	0	0	758.54728222899
Plk2	0.636552335193922	8.2262681713749	37.85092956683	1.38671381816899e-309	2.13287252263761e-306	698.445718123612
Egr2	0.18356502937711	7.82319683664814	37.7751596950823	2.27053398391225e-308	3.24280907202324e-305	695.652744451072
Gucy1a1	0.693753690074368	8.07661525174077	37.709428064613	2.55567981001985e-307	3.40672118675646e-304	693.234191336568
Rasgrf2	1.08009943846711	8.40835635633062	37.5412858084246	1.22772245882614e-304	1.53426941026429e-301	687.065576445622
Ptgs2	0.33405926410089	7.87892007507948	37.5072631973175	4.2688102196557e-304	5.02087413776563e-301	685.820614194588
Rfx3	0.953512286917762	8.4881879746728	36.9369728913814	4.29392819312484e-295	4.76983856786284e-292	665.111881754048
Matn2	0.39104442340877	7.90595237841043	36.2352155333448	3.39337687852339e-284	3.57108266768817e-281	640.044143718595
Slc16a2	0.404494033933678	7.91839459009821	36.1226536187086	1.82016309274642e-282	1.81970805197323e-279	636.065957852063
Ncam2	-1.63129760125483	10.035743503957	-36.1148274533139	2.39977713769919e-282	2.28493066039501e-279	635.789792376386
Bhlhe40	0.461202979970327	8.01920084556604	35.0972358067949	6.01083826003915e-267	5.46303231861285e-264	600.370067426746
Rasl11a	0.234997120844169	7.85352741548906	34.789222555009	2.27561547733559e-262	1.97830136823153e-259	589.839841109005
Cux2	1.18339340538673	8.51140224171	33.5654750354146	1.46116710599146e-244	1.21733484517914e-241	548.8821175074
Man1c1	0.634996631036211	8.19545708220271	32.8777099645744	8.02542612771309e-235	6.41873581694493e-232	526.481624353366
Enpp2	0.636617026801101	8.11269326083961	32.8739430695433	9.0631691924461e-235	6.96992569242153e-232	526.360164364619
Nectin3	0.591665173559953	8.09619568406328	32.824966816379	4.39945661754938e-234	3.25804203955184e-231	524.782191557558
Rgs4	0.357742436005942	7.93853460625573	32.5055101252411	1.24344671712694e-229	8.87954182462615e-227	514.545126944142
Mest	0.504024771130748	8.0879278069952	32.3974913585	3.89286264440547e-228	2.68406167499612e-225	511.105448118534
Palmd	0.329858974182275	7.90892698755214	31.305260171123	2.7815822640143e-213	1.85392457896553e-210	476.945375624451
Gpc6	1.51112890710136	8.9812790283405	30.5327776174642	4.50244775952845e-203	2.90407880489585e-200	453.468589710605
Smarca2	0.834276645280179	8.80491019651963	30.2248187920859	4.51654614113934e-199	2.82213562787753e-196	444.267483740257
