logFC	AveExpr	t	P.Value	adj.P.Val	B
Hspg2	0.0916427443110415	7.797356514085	46.8990268842813	0	0	1069.59060017719
Tbc1d4	0.694047956009551	7.88763015211228	46.8687824164055	0	0	1068.22658547809
Hspb1	0.038644588176866	7.79578400017453	46.7436032118328	0	0	1062.5892304356
Dll4	0.0375177660206267	7.79577155339828	46.3203748649741	0	0	1043.63276792503
Foxf2	0.0329711564336597	7.79578809446236	45.9614356499898	0	0	1027.68098848424
Hhex	0.0242525770149582	7.79565177216059	45.8711327196291	0	0	1023.68590685787
Bcam	0.072409915184803	7.79654640146517	45.8348238207324	0	0	1022.08156552049
RGD1310587	0.0455049950372794	7.79595427758225	45.7868250768719	0	0	1019.96263999052
Trim25	0.123781262302797	7.79923881986342	45.7304211422809	0	0	1017.47512557935
Hba-a1	0.332346982866554	7.81617695891039	45.6599928117361	0	0	1014.37323365619
Acer2	0.349998247180946	7.82305833884052	45.3937698185043	0	0	1002.68801204491
Abtb3	0.234482972554243	7.80757150560787	44.9600505021207	0	0	983.786942366206
Zfp521	0.265084850172706	7.80903356647012	44.9339787910778	0	0	982.656138966662
Micb	0.0668581301226601	7.7965178016992	44.857117555113	0	0	979.326073102135
Mfsd2a	0.0928536889043876	7.79759629633906	44.8366698185193	0	0	978.440964992404
Zic3	0.042373351940987	7.79588249578229	44.2556744741179	0	0	953.450946000558
Igfbp7	0.571770421170953	7.8663335319061	44.0641057970199	0	0	945.277685820291
Lrrk1	0.0539018324395162	7.79624417123328	43.626758418962	0	0	926.742318394242
Plat	0.310886032297888	7.81739496733858	43.5306916049266	0	0	922.693924327631
Lmcd1	0.190492808554275	7.80453779419801	43.3716402241198	0	0	916.009747370506
Myo10	0.388823633020171	7.83460983135468	43.3250383827981	0	0	914.055625213059
Ifi44l	0.0421946329120928	7.79591959382789	42.8764958666769	0	0	895.347794530257
Bcl3	0.0350813501789267	7.79576266075018	42.8653105447191	0	0	894.883603420792
Fam83b	0.0526477521007855	7.79618612146168	42.8424146544489	0	0	893.933777126373
Dach1	0.476894122917484	7.82122158112141	42.80044696107	0	0	892.193919622829
Tmem176b	0.0797347287630599	7.79715363475052	42.6553555853024	0	0	886.191438498357
Lims2	0.142194306560243	7.80109299811586	42.5136569196643	0	0	880.347750150675
Ccdc68	0.0558234311492214	7.79626990643856	42.4961658840095	0	0	879.627756439477
F11r	0.0469576359039987	7.79617116104583	42.4831757125416	0	0	879.093156712235
Csrp2	0.185706755038201	7.80400946923774	42.4108443367171	0	0	876.119144402939
Megf6	0.0779332754861892	7.79702391846977	42.2448814802492	0	0	869.31347453586
Asap3	0.0995495518310143	7.79788255056025	42.2262027710483	0	0	868.549080344586
Foxf1	0.0261482398146606	7.79566402103785	42.2094855677066	0	0	867.865301608575
Apcdd1	0.16050026226377	7.80242993651328	42.0737336623534	0	0	862.321406293255
Map3k20	0.361088637845645	7.82871849941786	41.952651012969	0	0	857.390791870709
Ifitm3	0.0461869943233273	7.79594330001775	41.8724104363737	0	0	854.130734163779
Ctla2a	0.0412182769525469	7.79599864398228	41.8548235549214	0	0	853.416971867288
Ocln	0.23560873652455	7.8119075981175	41.5929081590479	0	0	842.820425136187
Pik3r6	0.134713237622789	7.80059878649853	40.7014723899841	0	0	807.224124326139
Ptprb	0.572252767144055	7.88471363584798	40.5584788872081	0	0	801.581866446962
Tnfsf10	0.0399451661747081	7.79598564368626	40.4448369745039	0	0	797.111069094143
Afap1l2	0.202112457812154	7.80637193335861	40.2779984318083	0	0	790.568833823701
Hmcn1	0.421091191016144	7.82161840159023	40.195053346289	0	0	787.325838776041
Prima1	0.0869930162512675	7.79765938177424	40.111513571216	0	0	784.065970631153
Serpinb6b	0.0312134567507005	7.79578373409772	40.0244932824318	0	0	780.677156773865
Notum	0.0612013664481923	7.7966379502586	40.0058442201159	0	0	779.951777895074
Apol3	0.0258231131967772	7.79572873652808	39.8944760484806	0	0	775.626780385109
Frmd4b	0.577056285087411	7.85445169948275	39.4810710978036	0	0	759.671711952429
Rhoj	0.17634771638313	7.80366746298989	39.276248545829	0	0	751.82491205394
Lsr	0.145108511484522	7.80335044611131	39.1074219285433	0	0	745.386208102586
Notch4	0.131490716117955	7.80139191546447	39.0450678135432	0	0	743.014788958788
ENSRNOG00000065876	0.0314798168024577	7.79577931362916	38.8613983015145	0	0	736.05044690616
Esam	0.180352701554988	7.8069873487781	38.7454030446282	0	0	731.668102964452
Gcnt1	0.0537323501360971	7.7963479905796	38.6308529261313	3.26083326255223e-322	3.52417025178561e-320	727.352648574606
Flt4	0.0576940235102521	7.79657416566992	38.5484172950959	7.19359580344855e-321	7.73311548870719e-319	724.254488029272
Thsd1	0.210913983044255	7.81127793177891	38.4030674795923	1.67893387769772e-318	1.79520229672698e-316	718.807114585557
Calcrl	0.198406802485081	7.80559981287383	38.3292971261425	2.65155743688855e-317	2.82010058027048e-315	716.049860527371
Tnfrsf1b	0.0418384247001367	7.79609357393977	38.3277138555518	2.81304180510047e-317	2.97601962506533e-315	715.99079056274
Mgp	0.0684366691441012	7.79632959564968	38.1395918895237	3.12902106597805e-314	3.29288295864504e-312	708.982507924756
Cav1	0.0593174379049657	7.79654585370213	37.9200610693268	1.07705001970068e-310	1.12751911748246e-308	700.84560172086
Map3k8	0.0571886505640524	7.79674182137848	37.9040406181027	1.94794540533072e-310	2.02860251977019e-308	700.253559828276
Piezo1	0.114732664343531	7.79986961803796	37.8882970101691	3.48650611671264e-310	3.61205646651136e-308	699.671933830034
Erg	0.375285304888085	7.82299281456227	37.5479001993435	9.63463490681283e-305	9.93013015266611e-303	687.153363396535
Apoe	0.462862028008288	7.84396442122925	37.2376198031768	8.00249509288347e-300	8.20563535293359e-298	675.835967927671
Procr	0.0220306598592623	7.79566473411134	37.1446580461818	2.34170440452335e-298	2.38889691675737e-296	672.462654461797
Prkd3	0.0863434534817396	7.7982470691256	37.1133146424901	7.29726151293184e-298	7.40653522594275e-296	671.32704122003
Xdh	0.102325408176753	7.79930003145642	37.0487989345427	7.54973064581383e-297	7.62408405368927e-295	668.992517372751
Gng11	0.0440551217488565	7.79598645220174	37.0382139860711	1.10724285262278e-296	1.11252868533631e-294	668.609911531428
Ifi44	0.0840571639741894	7.79830548214323	37.0146479781409	2.59665696665967e-296	2.596007802418e-294	667.75831816474
Slc19a3	0.0464408907489204	7.79634183555286	36.5910439560649	1.07087929156942e-289	1.06528514601645e-287	652.539654085366
Acvrl1	0.172057775515556	7.8059691240009	36.5619550445419	3.0295407683665e-289	2.99879542888556e-287	651.500667054033
Lhfpl2	0.173991925076485	7.80591587202342	36.5330937704521	8.49419753981891e-289	8.36657536003346e-287	650.470631737282
Ttc23	0.105428438117017	7.79960948761683	36.4918763903126	3.69805559861908e-288	3.62463831835238e-286	649.000961678275
Sipa1	0.0711438769958015	7.79750297705097	36.4123511217398	6.28983750392201e-287	6.13489272638637e-285	646.169834739656
Plscr2	0.0646587833291585	7.79670769796773	36.2984372197946	3.60595883382943e-285	3.50005567390386e-283	642.124723359079
Slc7a5	0.33586901982658	7.84031022508598	36.2829276366012	6.25189737882048e-285	6.03897043910703e-283	641.574931911377
Gimap1	0.03081345193534	7.79587009121075	36.2169435276755	6.48222275299757e-284	6.23134826664358e-282	639.238322296102
Tgm2	0.0523341855506825	7.7965734272243	36.0512140669215	2.26515715330043e-281	2.16707259714077e-279	633.387408352205
Pard3b	0.234063872185795	7.81425069596927	35.557944069782	7.23227193477665e-274	6.88615606361233e-272	616.124643629033
Tead4	0.103753020364439	7.79928376317929	35.275162890303	1.30846113214421e-269	1.23993745674045e-267	606.330800075461
Tmem176a	0.0484669334205803	7.79636385830108	35.2456519231484	3.62396966525357e-269	3.41798459701628e-267	605.313063627554
Rnf220	0.446838204214684	7.88229902410453	34.8781780724226	1.09362037806126e-263	1.02661687602512e-261	592.707905260589
Usp18	0.132785352706689	7.80255972361702	34.7015925708384	4.4932023139015e-261	4.19820468534862e-259	586.695594506554
Aplnr	0.0244856367749087	7.79573944023787	34.5776907415829	3.01204278810181e-259	2.80119979293468e-257	582.494545808025
Cav2	0.0204620927311554	7.79569526777207	34.5551293514226	6.46762672901609e-259	5.98704613179059e-257	581.731116363064
Wwtr1	0.205869083248445	7.80861658648844	34.4937086481816	5.16682871250542e-258	4.76086359937999e-256	579.655155765098
Acadm	0.0699413154545754	7.79753278281338	34.4283980893822	4.68983450776273e-257	4.30152481572091e-255	577.451640961191
St8sia4	0.237634692766117	7.81543937181086	34.4257592342265	5.12656001630527e-257	4.68061952173625e-255	577.362692680416
Pmaip1	0.0510893181101491	7.79671502542007	34.2710065900037	9.38697598701632e-255	8.53148113001779e-253	572.157879251399
Fam110d	0.0631525165703772	7.79728945767437	34.1347685089441	9.04608885289548e-253	8.18445912278938e-251	567.594331464968
Kdr	0.155534265679343	7.80280321604734	34.1008947177282	2.80907101420299e-252	2.53006193373824e-250	566.462378670565
Nos3	0.204853244920328	7.81511853887462	34.0515447689158	1.46102388475181e-251	1.3100077388167e-249	564.815192094132
Arap3	0.157164625665179	7.80692267219297	33.7761016871313	1.39071988147434e-247	1.24140375134284e-245	555.663588786742
Tinagl1	0.0426338883316131	7.79627664785834	33.6459890461882	1.02764678931774e-245	9.13235446773696e-244	551.365437979775
Atp10a	0.495584563725879	7.86026264985684	33.4910093286013	1.69265615485265e-243	1.49755131930437e-241	546.266580314803
Ttyh2	0.0915492217811336	7.79887506545293	33.4656428496178	3.89468464101008e-243	3.43058235229059e-241	545.434142423898
Prr5l	0.0665493183407539	7.79753156809047	33.3897496555745	4.69494695568701e-242	4.11734492890183e-240	542.947306158512
Parp14	0.0791135611143012	7.79841180711131	33.2159716681765	1.37520203550884e-239	1.20074955021831e-237	537.273459262281
Cdc42ep1	0.0608058680403234	7.79712784084837	33.1859299501885	3.66057494615856e-239	3.18231287167132e-237	536.295483097496
Serpinh1	0.0422477933603975	7.79622783100972	33.095735005875	6.88421844623179e-238	5.95887220053699e-236	533.36442328193
Card10	0.0295845526039082	7.79594963296945	33.0886047208686	8.67866278663506e-238	7.47973544908483e-236	533.133035672295
Olfml2a	0.0926096933213971	7.79981421804281	32.946573427519	8.66940589659005e-236	7.43968973829691e-234	528.533885735373
Fmo2	0.0328762544965278	7.79589019042342	32.8126352429625	6.54635790192136e-234	5.5937788995264e-232	524.214291890256
Nfe2l2	0.0666250231633105	7.79758405267796	32.7629764454627	3.23920822120197e-233	2.75608376097589e-231	522.617027401762
Trim34	0.0341717063485438	7.79601031429208	32.7592805213327	3.64812799651713e-233	3.09086098687966e-231	522.498271684887
Cxcl12	0.29653597336404	7.83123289400166	32.6542130975332	1.06623352317499e-231	8.99550181260925e-230	519.126872770407
Spata13	0.134996560391545	7.80321404408172	32.6501679158601	1.21393449417496e-231	1.01985799206002e-229	518.997280622604
Fcgrt	0.0914252027252624	7.79966772405516	32.2803844274381	1.60824154835364e-226	1.34547237486741e-224	507.216136293499
Abcc4	0.553771417327397	7.9302599996999	32.2451815955949	4.90950380145915e-226	4.09023035459065e-224	506.101353325788
C4b	0.0142520172151617	7.79563383069543	32.1969814515567	2.25874249505227e-225	1.87400648085354e-223	504.576844154638
Map3k1	0.19751994591864	7.81508931058183	32.1662262097434	5.97466328009419e-225	4.93650381344972e-223	503.605217671309
Nfkbia	0.163884290942075	7.80909358925564	32.1399074272949	1.37247369721122e-224	1.12932557924849e-222	502.77448146809
Pllp	0.147953634503169	7.80626420012699	32.1245331573924	2.23030391315773e-224	1.82766093211429e-222	502.289505299837
Cavin2	0.107741880246622	7.80147600002957	32.1024471180557	4.47823600702559e-224	3.65478893716231e-222	501.593200022088
Capg	0.0279299104322783	7.79583785612939	31.9695609968577	2.94032674483231e-222	2.38991192125699e-220	497.41347640148
Tes	0.0351883711035006	7.79620170760233	31.8691976368497	6.85675776871218e-221	5.55064257430769e-219	494.26776557204
Utrn	0.877000053921067	8.07174504749741	31.5081028574837	5.28167172575239e-216	4.25834782888787e-214	483.028812415448
Sox7	0.0225465673146061	7.79578894428312	31.2973063718614	3.55354704564736e-213	2.85354109147466e-211	476.524982646575
Slc52a3	0.0172817547268025	7.79566831937986	31.2443909474864	1.80994191911154e-212	1.44759154690541e-210	474.898970246249
Lama5	0.0362741324353069	7.79617021862511	31.1637441206747	2.15262632450505e-211	1.71481128918241e-209	472.425923997112
Slc38a5	0.0322918253453324	7.79600554876671	31.0593052098756	5.26651770778648e-210	4.17873101457106e-208	469.232464638853
Slc7a1	0.749824662377346	8.12151696547878	31.0074977265957	2.5624551343883e-209	2.02514981865984e-207	467.652174884025
Rubcnl	0.0410732064453034	7.79623253061729	30.9123168688795	4.65774659735839e-208	3.66660012654256e-206	464.755505736833
Swap70	0.12844339404039	7.80314580234388	30.9102615587585	4.95840519912574e-208	3.88797301790271e-206	464.693028717879
Pon2	0.0541100762853635	7.79705338858182	30.8606011445845	2.24372066946116e-207	1.75246854632328e-205	463.185212257521
Col4a3	0.227048746063999	7.81627838730418	30.8369512068463	4.6009055971602e-207	3.57957616401627e-205	462.467962126844
Podxl	0.273912964504084	7.83596136510848	30.5679984478102	1.56071221469294e-203	1.20955196638703e-201	454.348634018524
Nrg3	-1.19341774088223	12.674148628365	-30.4581315115404	4.23570246439606e-202	3.2699950106409e-200	451.051705723219
Cdh23	0.070980123669754	7.79849652063399	30.4283931183576	1.03305307466648e-201	7.94457547229089e-200	450.161253240822
Yap1	0.0847724774362657	7.79909712088551	30.3596271866667	8.09176919113598e-201	6.19903927114038e-199	448.105475569147
Csmd1	-1.18404533486792	12.6262136352126	-30.3541023318365	9.54486973354785e-201	7.28433856191944e-199	447.940524224952
Tcf7l2	0.0925284381845417	7.79925688812625	30.2892223103751	6.62592907140706e-200	5.03746964953552e-198	446.005363819864
Nhsl1	0.175456575540489	7.81008785804244	30.1854271666895	1.45818465252015e-198	1.10440917148259e-196	442.917857949937
Pdlim5	0.212080342305159	7.81505786567083	30.0678831784257	4.77355335565518e-197	3.6017811074085e-195	439.433764595509
Rgs5	0.0992790961053434	7.79770592878704	29.9605797059193	1.13997365768956e-195	8.56908770131681e-194	436.264699699222
Stard13	0.421618077245645	7.86766048066194	29.9442954730305	1.84332473358634e-195	1.38042239880371e-193	435.784744864916
Sh3tc1	0.0435424389120911	7.79664371012468	29.9084724841697	5.30104222128447e-195	3.95501265726056e-193	434.729757215944
Tspan18	0.051327051601171	7.79688031919403	29.8036114817892	1.1592971500795e-193	8.61715483860208e-192	431.648620656448
Ptprd	-1.26888838788986	13.3938178247714	-29.7102433100235	1.79200977350079e-192	1.32708279337586e-190	428.914032428556
Pgm5	0.137116926698985	7.80308567443004	29.6621099669669	7.3278085640746e-192	5.40662480585504e-190	427.507512173403
Gpr4	0.0553819933453585	7.79734195081678	29.5546239418583	1.6878232001487e-190	1.2407362090799e-188	424.374647743621
Mdfic	0.0647315911148283	7.79784633150141	29.4424761113965	4.40218707434337e-189	3.2242392143405e-187	421.117658463008
Adcy4	0.0264957163376502	7.79592501262277	29.3200230545334	1.52827394221479e-187	1.11524954286806e-185	417.575114018716
Alpl	0.0657840121333706	7.7979702156305	28.8639592859201	7.36419674134507e-182	5.3544405033889e-180	404.507200496776
LOC120093819	0.00879581969326004	7.79557121689284	28.6880609840808	1.08617683642371e-179	7.86887892909135e-178	399.520219684121
Syt1	-1.11851815982675	11.9751369929479	-28.6442394304456	3.75155701765449e-179	2.7080282515524e-177	398.282414104752
Gch1	0.0261484324719401	7.79594481684508	28.5794668588909	2.33576047285603e-178	1.67998311707757e-176	396.456180953246
Slc22a18	0.0329515432911425	7.79615008645064	28.492939455896	2.67101788618261e-177	1.91422948509754e-175	394.022845169294
Edn1	0.0492413874116435	7.79697033219668	28.0832953525709	2.48027240857695e-172	1.77118024319629e-170	382.600083052971
Grap	0.0361230980445386	7.79645726256597	27.9484762274044	1.03325786158978e-170	7.35230994394581e-169	378.875894622663
Nod1	0.0685211865170077	7.7987125909805	27.6003173034143	1.45215815700243e-166	1.02964192727885e-164	369.339080588563
St3gal6	0.199660944481742	7.82312495789247	27.5935538094227	1.74618945251532e-166	1.23374763614996e-164	369.154966102268
Nrxn1	-1.11150112421954	12.2439449101899	-27.5779224819397	2.67351053771891e-166	1.8822832113271e-164	368.72963525232
Agpat2	0.021226770783688	7.79584066290282	27.5745858885012	2.92790707244394e-166	2.05415796187777e-164	368.638873403555
Phactr1	-1.08558573564537	12.2556934498829	-27.2584354022124	1.53430736570281e-162	1.07267397822474e-160	360.087459308128
Dlg2	-1.14586385013908	12.5818117063481	-27.1002556477961	1.07445105365896e-160	7.48559192261705e-159	355.844965826698
Casp1	0.00848928783093328	7.79557752988896	26.8953608523755	2.54632433882486e-158	1.76783872065288e-156	350.385299549256
