logFC	AveExpr	t	P.Value	adj.P.Val	B
AABR07044631.2	0.465586135625455	7.80595392825986	166.192649165891	0	0	11211.1929743548
Prkcq	1.02242337313742	7.83554535667325	158.648717727459	0	0	10379.0301895416
Nxph1	3.87058358509398	8.22804003255919	143.740003949537	0	0	8780.22960832868
Armc3	0.373397938762971	7.80348880796495	142.288660160519	0	0	8628.30338376719
Chrdl1	0.515298998714784	7.81151005904832	134.804887064403	0	0	7856.75492034909
Lama4	1.51806832797361	7.92685735329265	133.7127753919	0	0	7745.91262874048
Klhl14	0.380153394675241	7.8033368866276	125.650055481989	0	0	6942.4424844017
Tshz2	3.59350362523168	8.18229656059858	122.498873360219	0	0	6635.96289728248
Trabd2b	1.90191411360254	7.96581472053312	116.375293201066	0	0	6053.46844700267
Skint10	0.5623530505131	7.82238836137579	109.836914720257	0	0	5451.87116231274
Tnfrsf19	0.630162589487432	7.83305626974266	109.426080578738	0	0	5414.80974977111
Hapln1	0.188686336374023	7.79946132053844	105.966698560538	0	0	5106.34713092143
Col24a1	1.47914122948636	7.92476585578991	103.655365895075	0	0	4903.93256956454
Etv1	1.78572985462873	8.05569504374136	103.654372114584	0	0	4903.84766535036
Fbln7	0.200875201010628	7.8004374352486	103.603033070863	0	0	4899.38358727467
Grin3a	1.10994906991587	7.90119788435043	100.942494726879	0	0	4670.23163602861
Cpne4	2.03053487096265	8.09936866380612	99.1846800506217	0	0	4521.09302856078
Dhrs3	0.597636772765945	7.84501302495714	96.8208270532453	0	0	4323.44622038595
Trpc3	1.2677106258811	8.01952728749766	93.9218255334116	0	0	4085.71743351742
Tox2	0.834164927054359	7.87099415221739	92.8958728204359	0	0	4002.84248781057
Ntn1	0.595981813506762	7.83841636729693	90.2731076124861	0	0	3794.02937829635
Htr4	1.06365323453913	7.87915647292009	89.9391361785172	0	0	3767.75932338489
Elfn1	0.257854903157186	7.80928627121255	82.0527286259447	0	0	3169.06363748273
Cd24	0.254274416012958	7.80908966933794	81.5650944880783	0	0	3133.44472376717
Mgat4c	2.13855973202299	8.37741068760005	80.003038048321	0	0	3020.47541029336
Unc5b	0.172043467107694	7.80148386850434	79.3627836244571	0	0	2974.67203908883
Adamtsl1	2.08896265211238	8.19860236302042	79.3024614557512	0	0	2970.37180258821
Wscd1	0.363749488765968	7.82315965760769	78.4282105570829	0	0	2908.34189382819
Camk2d	1.53764118891331	8.1298238880614	77.7408120306494	0	0	2859.95770636716
Plcxd3	1.19569752771514	7.97330258214692	76.2158652915025	0	0	2753.84642598656
Tfec	0.203855326286795	7.80510843499216	76.1108021478273	0	0	2746.59800724094
Zfp385d	0.968020964973421	7.94518912245916	76.042834251865	0	0	2741.91419254556
Hmcn1	0.457542762427787	7.82161840159023	75.2867379129442	0	0	2690.03090822736
Tmem163	1.3342593567426	7.99679692555374	73.7515223276245	0	0	2585.99139934889
Vwc2l	1.67155344175298	8.13564332437862	73.1081990229438	0	0	2542.9182288582
Tmem132d	-2.46276316933363	10.4841307159287	-72.1428720893969	0	0	2478.87129696946
Nrxn3	-2.48626085588477	12.3682025330967	-71.2735189953917	0	0	2421.79658175797
Efcab3	0.837472427762651	7.89779575748727	70.5893744274973	0	0	2377.28667810509
Ddx43	0.140814594729799	7.80055181945956	69.249607771949	0	0	2291.16508611585
Olfm3	1.99914814155813	8.5824320921029	69.0101794157396	0	0	2275.92106868935
Il11ra1	0.260689544747634	7.81532164979874	67.6025857638104	0	0	2187.2015872406
Neto2	1.83341115558305	8.44557427676815	67.5040532385201	0	0	2181.04960119303
Alk	0.421931646181639	7.8336746016432	66.0816656090425	0	0	2093.0873075934
Fign	0.393026093143488	7.82846935094033	65.7839586097433	0	0	2074.87929875851
Psd3	1.46284470508863	8.87719300389649	63.7265144839762	0	0	1950.97758507646
Acvrl1	0.175501583449091	7.8059691240009	63.5882398501422	0	0	1942.77192563402
Lrrc31	0.0895583268929778	7.79840478718102	62.2653684246992	0	0	1865.05361980657
Itgb3	0.404857724197044	7.84566511312233	62.2258550103193	0	0	1862.75435241849
Lrp4	0.171970785052366	7.80403341648374	60.2915460188385	0	0	1751.74314398439
Vav2	0.197685770271726	7.81046332578246	60.0392031427996	0	0	1737.48761525675
Fgfr2	0.306704791984254	7.82470877749466	59.3721674899266	0	0	1700.05829343561
Glra2	0.601656714871759	7.87588744877458	58.3192342544329	0	0	1641.72649071021
Adrb2	0.86684117897003	7.94361358085998	57.6633369157684	0	0	1605.85718728212
Chrm3	-2.20629948825178	10.2772599588357	-57.4095121161123	0	0	1592.07299496688
Col5a2	0.449594522450822	7.86900708743463	57.1359134868846	0	0	1577.27533752693
Sash1	1.69436313491817	8.46187066604228	56.5727064989602	0	0	1547.01212557786
Itga6	0.693303999063692	7.90453719146368	56.4985666156038	0	0	1543.04831639529
LOC685793	0.205715182330905	7.80547687982494	55.959708685683	0	0	1514.37757303951
Gsta3	0.115068125975437	7.8015200510596	55.6490180430529	0	0	1497.95854361611
Ssbp2	1.18446818956062	8.67220556242367	55.4895124728694	0	0	1489.56117593318
Phldb2	0.49964760515816	7.88654267589346	55.4888292893036	0	0	1489.52525436542
