logFC	AveExpr	t	P.Value	adj.P.Val	B
Ak5	-1.15117546132143	9.30915270389114	-57.7293724856162	0	0	1609.31952400713
Lamp5	0.46075022238105	7.96996183491777	57.6567295159235	0	0	1605.36442752508
Slc26a4	0.358344911599356	7.87380292778392	57.4291379596673	0	0	1593.00168339339
Prkg1	-1.44823478357217	9.39850052519507	-57.3625380749817	0	0	1589.39220301445
Egfem1	1.48800659965855	8.62270179957692	57.1357333398457	0	0	1577.12787356442
Ltbp1	0.466945828898604	7.91299603840078	56.9852910558667	0	0	1569.01705138824
Ano4	1.1515295970628	8.72607428632555	56.7619748182965	0	0	1557.01211387795
Hapln4	0.392856066506996	7.92234901510669	56.5195646925482	0	0	1544.02828926756
Ccdc88c	0.261311727795958	7.85678287936353	56.4798012716032	0	0	1541.90323583695
Anks1b	1.13484116806043	11.6205384930509	56.4542010283857	0	0	1540.53580286878
Ina	0.635694962135767	8.18690833477482	56.3648881948053	0	0	1535.76950326782
Ptprn2	1.05178243792806	9.77742249439568	56.212278852858	0	0	1527.64088967869
Sorl1	0.944509665267221	8.7371086525094	56.192887016727	0	0	1526.60940827701
Adgra1	0.618015852894802	8.13809453657615	55.9942173758521	0	0	1516.06018225601
Cdk15	0.188679993164397	7.82472756333659	54.8757244463968	0	0	1457.29323778212
Clec2h	0.0415471962445464	7.79748816062047	54.7355800069189	0	0	1450.00489525233
Rasgrf1	0.799381737520127	8.52480846781596	54.5968581969829	0	0	1442.80723247755
Eaf2	0.0665010240104209	7.79946325585894	54.1199721876923	0	0	1418.18813113632
Kcns3	0.130295823321384	7.81239157914116	54.0753707727069	0	0	1415.89555653052
Pde9a	0.628315945861182	8.08946683979967	53.5618194983152	0	0	1389.62125517212
Erc2	-1.08526675926391	11.1213205339731	-53.2722761521967	0	0	1374.90727577948
Shc3	0.641436587077699	8.22938403181264	53.2005847559283	0	0	1371.27519791111
Atp2b1	1.0307374450248	10.1777505007366	53.1568797710903	0	0	1369.06315507108
Kcnh1	-1.04163189525564	9.31178097473503	-52.9753757885031	0	0	1359.89426978513
Asic2	1.12700771959049	11.3806184212447	52.6072718387951	0	0	1341.38620576368
Rims1	-0.915744015810374	10.7554860903778	-52.2060083264025	0	0	1321.34409784592
Kcnn2	0.918098034957895	8.85944964313424	52.1215291384397	0	0	1317.14230701146
Cemip	0.627073472781776	8.12966441755617	52.0681689981192	0	0	1314.49148410677
Septin4	0.572321600031531	8.2168277031244	51.9825697078285	0	0	1310.24423351418
Chrd	0.302460681010255	7.91041147891056	51.785044646979	0	0	1300.46768585645
Mpped1	0.549850263047079	8.14783596104232	51.2643894408488	0	0	1274.85989262358
Ephb2	0.707636797802049	8.38849461661926	51.1962876814708	0	0	1271.52780285153
Dab1	0.912083428072485	9.03583390457906	51.0833201401582	0	0	1266.00940994933
Slc1a1	0.550892261716575	8.22829147252672	50.8904140378765	0	0	1256.6117432247
Nr3c2	0.765409856817666	8.4325718853959	50.8171663661222	0	0	1253.05187805002
Ntn4	0.137616674638807	7.81406436444073	50.7833105955569	0	0	1251.40789938053
Afap1	0.429960270129781	8.0000177784848	50.7687816329968	0	0	1250.70292525912
Tgfbr1	0.287272657158518	7.88402909004439	50.3685100076755	0	0	1231.34909189248
Ndst3	0.803951752436836	8.25032197631036	50.3263068589376	0	0	1229.31662665165
Dpy19l1	0.539993090378861	8.12714275052047	50.3210157406996	0	0	1229.0619428439
Pmp22	0.0742827065869598	7.80224660595847	50.0350274080125	0	0	1215.33133171388
Sorbs1	0.829610002348957	9.00263458002386	49.9830049118882	0	0	1212.8415378156
Pip4k2a	0.636105042608335	8.31752852757217	49.9248418153249	0	0	1210.06049636869
Rapgef5	1.28629142596391	9.4970541607	49.8957349395774	0	0	1208.66987655264
Dscaml1	1.09725223730319	8.79245848543005	49.8351105580885	0	0	1205.77583350736
Pnkd	0.590544570336345	8.29386637997676	49.7922299045225	0	0	1203.7307958736
Ncald	-0.993064480550627	9.34060718759554	-49.7861041915187	0	0	1203.43878162019
Nkain2	1.61266085328824	11.5395764533973	49.6264950518622	0	0	1195.84176612826
Ttc39b	0.530615964817066	8.14108361933889	49.4744933950157	0	0	1188.62761587169
Frmpd1	0.161957322707383	7.82466263745733	49.3777335621316	0	0	1184.04571984215
Ostf1	0.133621239528981	7.81769308901473	49.3306310225904	0	0	1181.81830261284
Hs6st2	0.518652672836483	8.05400978554495	49.2822952421913	0	0	1179.53473059227
Tmem163	0.630581032611049	7.99679692555374	49.1878484751076	0	0	1175.07822399996
Pam	-0.920249861227902	8.83301029745226	-49.1081944561281	0	0	1171.32604179255
Frmd5	1.15323251160218	9.77800155062604	48.8833188364318	0	0	1160.7628153701
Cyp7b1	0.359487356470631	7.91351199246486	48.7497029322011	0	0	1154.50747017307
Sema6a	0.386239006541557	7.9170963559758	48.5293856564194	0	0	1144.22747570298
Rasgef1b	-0.870891120984339	8.73096123560501	-48.4842401876987	0	0	1142.12627317826
AABR07025986.2	1.41006877516684	10.7612878016403	48.1760773968489	0	0	1127.83151601959
Dscam	1.04050469806531	9.49232945884168	48.1143727008932	0	0	1124.97929618017
Epha10	0.337323785296268	7.92087846065857	48.1066854784446	0	0	1124.62419995634
ENSRNOG00000067970	0.714838920279094	8.30626140933033	48.095539189117	0	0	1124.10941166461
Ctnnd2	0.868040415494912	10.4181708950133	47.8824715105818	0	0	1114.29005980806
Cttnbp2	0.793575351461767	9.80006655470054	47.8643045757793	0	0	1113.45468363036
Pde4b	-1.3087529544362	9.95136512338984	-47.7801537330644	0	0	1109.58895764207
Galnt17	0.925381683035738	9.04067318299027	47.777021855907	0	0	1109.44520628463
Magi2	0.814176524864671	11.2625645853682	47.6725057731997	0	0	1104.65295945593
Cacna2d1	-0.897291860066078	9.9169591248742	-47.3860330999994	0	0	1091.56730423107
Slc8a3	0.580433956365907	8.17021982992446	47.2060091097453	0	0	1083.3813114329
Asap1	0.855524732771691	9.80848486483434	47.0042926927715	0	0	1074.24311304957
Rasgrp2	0.171657543005692	7.82908134993786	46.958787402484	0	0	1072.18650684134
Ldlrad3	0.543349987719763	8.22220908221899	46.8514680742493	0	0	1067.34389658641
Fam81a	0.56674958477832	8.37809618519179	46.7947225813506	0	0	1064.78742803284
Nos1ap	1.0028316877519	9.77254382957939	46.7695128522982	0	0	1063.65261140543
Cxcl12	0.174396622482972	7.83123289400166	46.7609223346627	0	0	1063.26592590543
Vwc2l	0.752306787014168	8.13564332437862	46.361131445152	0	0	1045.34804862764
Cntnap2	1.11611282738747	10.5435286005542	46.2391566178806	0	0	1039.90980898234
Ryr1	0.244659803058191	7.86938258410111	46.1385810620104	0	0	1035.43556331099
Arhgap12	0.389188114319829	7.99726897616371	46.1371923086332	0	0	1035.37384584034
Ccdc136	0.511873505252668	8.19723696749244	46.1277058154937	0	0	1034.9523034492
Frmd6	0.672300805012393	8.42244102998023	46.0425246365414	0	0	1031.17078678164
Gnai1	0.553157309466666	8.27665036678326	46.0415324554918	0	0	1031.12677825914
Klf4	0.0560980752665374	7.79957710281577	45.9739442276486	0	0	1028.13084452949
Tmeff2	0.947188317942418	9.50872821782822	45.9657138638088	0	0	1027.76641981904
Oma1	0.0943841397383975	7.80912208659371	45.8519183063492	0	0	1022.73241725288
Gprin3	0.282755038694598	7.87931609759278	45.8126458535058	0	0	1020.99793803671
Grm8	1.56871470562977	9.42601424035805	45.7657271517264	0	0	1018.92734016751
Tfdp2	0.660377945516919	8.62181839593206	45.7388083753494	0	0	1017.74042233227
Fam20a	0.372044820378452	7.90287680773097	45.7164972674253	0	0	1016.7570601472
Focad	0.780562058462687	9.17982876347524	45.6800789551343	0	0	1015.15291575345
Pls1	0.176058199164602	7.84388018079913	45.2170200948176	0	0	994.859564988756
Grid2	1.24164260857808	9.47527038042808	45.0316228785028	0	0	986.78846349408
Coro6	0.26702462875754	7.90535162565039	44.9492799243724	0	0	983.21365508782
AABR07028615.1	0.854405875508956	11.6303702136507	44.9353909857348	0	0	982.611282115201
Gria2	0.668806132343114	10.8414852158919	44.9052749803279	0	0	981.305724822681
Arid5b	0.712400550574067	8.62234871251809	44.8931691601807	0	0	980.781155545474
Pbx3	0.246397574555385	7.85552671088127	44.8021359953213	0	0	976.840723360024
Sox5	1.20213009310108	9.36962768714412	44.6321470534435	0	0	969.502549762568
Rbm20	0.425916219776026	7.96163036032761	44.5302663050749	0	0	965.116988675091
Cds1	0.356741803196998	8.00397420026727	44.3554883177727	0	0	957.615207120714
Plcb1	0.885271370992143	10.8136900100366	44.2541974069763	0	0	953.280206799359
Galnt9	0.724621551201965	8.74923037030329	43.9873469100292	0	0	941.903917817182
Cdh22	0.448792977322318	8.11842742915436	43.7375550995525	0	0	931.313057950764
Cdh18	-1.1149351954547	9.83987399385546	-43.7279447470134	0	0	930.906715999846
Nav3	-0.768102586932395	11.8386298243333	-43.6471736629502	0	0	927.494874031772
Gucy1b1	0.410876936657541	8.08411529529096	43.4995466006463	0	0	921.274205442234
Nt5dc3	0.360493119575328	8.00682012925448	43.2958322979401	0	0	912.722496495619
Grik4	-0.661533425500768	8.53839178315214	-43.2848934052184	0	0	912.264355285422
Pde8b	-0.877805083372187	8.86321123356542	-43.0850325302498	0	0	903.912873576923
Grm3	-1.03555433299596	9.6335294929662	-42.8997639788215	0	0	896.203460204724
Trhde	-1.01889028561825	9.25288866014849	-42.7274785276772	0	0	889.062216114876
Ptpro	0.246092779297006	7.85585786701268	42.6979370881093	0	0	887.840424802673
Marchf11	0.369447079833958	8.01988864895879	42.5527042930954	0	0	881.84532129475
Negr1	-0.955973410923974	10.7899481555809	-42.5173309297499	0	0	880.388033956221
Rgma	0.297161574402195	7.93166611450431	42.5028047762596	0	0	879.789924577733
Col25a1	0.642748661436862	8.28100547829801	42.4783940644517	0	0	878.785253415764
Slit3	1.20673445987352	10.0986632228361	42.4428476676935	0	0	877.323238781119
Osbpl8	0.621289046061635	8.761424667759	42.334654280989	0	0	872.880334077194
Sez6	0.644882201973514	8.41182966664167	42.3303183014284	0	0	872.702500993861
Gria4	-1.054836859169	9.97527437198806	-42.2326198653239	0	0	868.700089779325
Npsr1	0.133666987579656	7.80889625241658	42.2086660296379	0	0	867.72002230469
Olfm1	-0.621502817671244	8.86271625455234	-42.1190960561017	0	0	864.060260110674
Ank3	0.620308421742992	10.862098432586	42.0762003276682	0	0	862.310120582338
Prkca	-0.882391000907776	8.76888475284662	-42.050176168062	0	0	861.249154428636
Thpol1	0.145470804233767	7.83533425999491	41.9290279466524	0	0	856.318164318326
Unc5d	-1.49589100150642	9.48213591628798	-41.8593570535353	0	0	853.488498831007
Ppfia4	0.274788361708627	7.91129295254658	41.8573408357156	0	0	853.406749366774
Dmd	0.847498936141932	10.4168367493527	41.719594223083	0	0	847.825474260833
Sh3rf3	0.716603658340132	8.85030531125387	41.6670818366247	0	0	845.702306428249
Slc5a8	0.0339817718047728	7.79773796781198	41.645740739804	0	0	844.840095278686
Ptpn9	0.614507985221143	8.55443084645642	41.6012276517331	0	0	843.043258405297
Tcf7l1	0.14520476499633	7.81555444064178	41.5102888541796	0	0	839.37777764345
Osbpl6	0.635024584305684	8.95472362788394	41.4555382660364	0	0	837.174689309134
Galnt7	0.398011683472903	8.04663481891019	41.3838293009813	0	0	834.293263175067
Cntn3	0.835621322610642	8.65165736644011	41.0653853217485	0	0	821.554179076021
Xkr6	0.755229755330326	8.88529595409478	40.8015225194558	0	0	811.068767143185
Mypn	0.186139318546234	7.84847026130137	40.7927827060224	0	0	810.72255272892
Aff3	0.754139066746008	9.71147548970049	40.7571728423736	0	0	809.312644598536
Galnt13	0.739230223173575	8.93665612515233	40.7406703066693	0	0	808.659649989498
Adra1a	0.480820734081094	8.09122385384036	40.7062418017641	0	0	807.298138738318
Cacna2d2	0.170380988382303	7.84404532649719	40.6901637047601	0	0	806.662678394017
Cadps2	1.12246104579312	9.49945045126825	40.6882063825354	0	0	806.5853314807
Nrip3	0.408093342875468	8.04534612757923	40.6722277388467	0	0	805.954082341162
Cnih3	0.542967772858679	8.15066193209473	40.6111142262535	0	0	803.541859426713
Stk39	0.607786943534423	8.73575435286846	40.5683069614228	0	0	801.854242326128
Camta1	0.750140173750607	9.95315978243845	40.4952697266634	0	0	798.978724817533
Hsph1	0.443509280714604	8.21948476914383	40.438694880793	0	0	796.75469943897
Mtss2	0.179241663937175	7.85598410146983	40.4358129523843	0	0	796.641485855231
Tmem47	0.146384517243691	7.83505652876366	40.3336474889498	0	0	792.632875662712
Galnt14	0.628174353017176	8.13856662445142	40.2318825043903	0	0	788.649575731189
Fras1	0.841139764897255	8.60828754933288	40.1609296028766	0	0	785.877952833463
Cpeb1	0.482509833967516	8.24557691611031	40.0619213760555	0	0	782.018114760457
Rnf157	0.463429644317021	8.3182280203855	39.9752493518912	0	0	778.646572447277
Smc2	0.209864153165387	7.88252058771274	39.8916433619907	0	0	775.400833928724
Kctd16	-1.27844189980871	10.5009382734986	-39.828364792067	0	0	772.948501485509
Suclg2	0.220246795798683	7.87678660287894	39.7985822333318	0	0	771.795579358929
Bend5	0.767198398428429	9.99096604532684	39.7311464048827	0	0	769.188039106673
Mapk4	-0.859242677862808	8.79429379309433	-39.7014720859008	0	0	768.041946043055
Slc8a1	0.86052987513658	9.81306389199696	39.676691600913	0	0	767.085485966795
Vash2	0.0747807248854793	7.80669554781332	39.6658559495893	0	0	766.667377086697
Wwc1	0.638643666954557	8.60685926912587	39.6032141367493	0	0	764.252770000742
Nox3	0.128902571915399	7.82117136380957	39.4992509357902	0	0	760.253186455706
Piwil2	0.0778457487320612	7.8075014942721	39.4799667138659	0	0	759.512404285702
Mmp16	-0.75108587365319	9.07719373733246	-39.4793185025721	0	0	759.48756777647
Ldlrad4	0.727399018395175	9.63398739344945	39.2836587638756	0	0	751.990980491924
Tmem108	0.826479911588267	9.14907574867375	39.2176873289892	0	0	749.471268823759
Utp20	0.324772602022728	8.04130194217206	39.1718270542391	0	0	747.722044131477
Iqsec1	0.678483962140664	9.49693607510933	39.1448941246602	0	0	746.695658353701
Csmd2	0.713651563294118	9.68521744955147	39.0887299423112	0	0	744.557450087871
Nav2	-0.642527298874738	10.0875361005924	-39.0707522007102	0	0	743.873639466314
Polr2h	0.283502153589952	7.98111702760121	38.932317102441	0	0	738.618030131652
Syt2	0.0953068715674847	7.81472261609819	38.9272033783519	0	0	738.424174152897
Dync1i1	0.727626251122182	9.57971215197841	38.9107708486087	0	0	737.801627936626
Ralgapa2	0.630051816498975	8.5996779427962	38.859123161914	0	0	735.846405165397
Dzip1	0.39485841014382	8.15656902922033	38.8277645318424	0	0	734.660464203101
Cep120	0.375961055791771	8.13019097487869	38.7065255236715	1.97626258336499e-323	1.34385855668819e-321	730.083903626231
Pitpnm2	-0.631105902333923	8.82638132550219	-38.6811780615568	4.94065645841247e-323	3.34976507880365e-321	729.128795727687
Fstl4	-1.17445048154566	9.26641807377288	-38.6284186427614	3.55727265005698e-322	2.40313530137182e-320	727.142639590599
Fat3	0.906233356800172	9.44199115539439	38.5419770384679	9.16985838681354e-321	6.17344905791554e-319	723.894189199982
Rbms1	0.693281809622047	8.65972576999357	38.4704466659103	1.34425380920486e-319	9.01958337997446e-318	721.211274571579
Sema6d	0.248838027913287	7.91584842846064	38.4698494637833	1.37468825298868e-319	9.19294113378724e-318	721.188894998983
Zbtb16	0.785947733221192	8.8465447924334	38.4339824201686	5.27375551683863e-319	3.51495790375326e-317	719.84541637984
Cntfr	0.10559530962545	7.82107947051131	38.3976638452107	2.05539213720292e-318	1.36536765517332e-316	718.486184012167
Vgf	0.202771256312512	7.87547322024978	38.3129245157232	4.88844557722255e-317	3.23657183304855e-315	715.319705340755
Rgs6	-1.12771005254046	10.1615481531336	-38.1865548935656	5.44825519469733e-315	3.59530899730214e-313	710.609870333058
Acvrl1	0.0744187708056128	7.8059691240009	38.1724064794109	9.22727565272883e-315	6.06905844331147e-313	710.083423156749
Nell1	1.02969478651081	9.13136799577824	38.1704152578465	9.93704968761508e-315	6.51446913127017e-313	710.009376050863
Stx1a	-0.514672146953208	8.52152933901213	-38.1246071188074	5.46286374549993e-314	3.56960655526904e-312	708.306452201027
Necab1-1	-0.607600272128434	8.50518759986526	-38.0595356050633	6.12925725197542e-313	3.99200321671822e-311	705.890706832948
Htr1b	0.0917579267893194	7.8138955459491	38.0477214735571	9.50339749824576e-313	6.16949457718906e-311	705.45248369806
Eml2	0.391620118997654	8.19868305226656	37.9997651786528	5.62806370049861e-312	3.64184898677897e-310	703.67521416244
Klhl1	0.246365764827188	7.87219402599029	37.7549916042198	4.77404809053207e-308	3.07926101839318e-306	694.636773980513
Plat	0.112027307214643	7.81739496733858	37.6685730227758	1.14852717558501e-306	7.38418034592355e-305	691.45891438013
6330411D24Rik	0.432551818799364	8.11144191883692	37.5605469551829	6.06013927394358e-305	3.88373348661865e-303	687.496328536105
Pak5	-0.736210043862885	9.53900375358903	-37.4977058905314	6.05699100147426e-304	3.86931421963188e-302	685.196157973131
B3galt5	0.102897355644473	7.81922759325592	37.4800295843302	1.15668062299782e-303	7.36555065504504e-302	684.549765227885
Hdac9	0.846574919410441	8.96468288685701	37.4654534064134	1.9713457577631e-303	1.25133518814201e-301	684.017043056573
Gpc4	0.131491121448028	7.82630836540214	37.4489769480261	3.60113738554915e-303	2.27863107671061e-301	683.415007442532
Abat	0.317337374953034	8.00924378576087	37.4172318066634	1.14879789180735e-302	7.24612424185742e-301	682.255914966447
Nefh	0.20435097908233	7.87467573211736	37.367849449724	6.96915546351218e-302	4.38202086455742e-300	680.454630198113
Fam131a	0.427566696790262	8.32062959499722	37.3264942329396	3.14843032318304e-301	1.97344402232116e-299	678.947886771108
Pals2	0.406153690779563	8.20332715961583	37.2926458851569	1.08047381581951e-300	6.75127310853475e-299	677.71583125611
