"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","GRIK1","IL1RAPL2","NPY","SCHIP1","NRG1","NELL1","GRM8","SOX6","LHFPL3","UNC5D","CACNA2D3","SST","RPS6KA2","NEGR1","LARGE1","MPPED2","NOS1","PCDH7","GRM1","RBFOX1","PTPRT","PDE4B","XYLT1","SPOCK1","PDE4D","RALYL","TMTC1","TACR1","PDZRN4","GPC6","GRM7","ELL2","RIT2","PDE1A","BCL11A","FAT3","MAML2","LRP8","PCSK2","IQCJ","CA10","ITPR2","PAM","PLCB1","ROBO1","GULP1","XKR4","TRPC6","CCSER1","CTTNBP2","GRIA3","MPDZ","GRK5","DGKG","NCAM2","CDH4","MCUB","NXPH2","KCNB2","EPB41L2","SRGAP1","KIF26B","MARCHF4","PARD3","CDH8","GRIK3","COL24A1","DMD","PLXNA2","RUNX1T1","CADM1","NKAIN2","CACNA1E","SCN9A","RYR2","GALNT10","BRINP3","PCSK5","GALNT18","RIMS2","TMEFF2","SHISA6","TOX","FNDC3A","AGBL4","NTM","CARMIL1","TENM3","CUX1","GRIN2A","GRK4","PALM2AKAP2","EPHA6","NALF1","CADPS","ENPP1","RAPGEF4","UNC5C","BCL11B","DNAH14","GAP43","EPHA5","DKK2","PIP5K1B","PACRG","RBMS3","KCNIP1","PTPRD","CAMK4","SORCS2","NOS1AP","PTPRM","SIPA1L1","GRIA1","SIDT1","ARHGAP44","ANOS1","TRPM3","NRXN3","ZNF385D","L3MBTL4","HTR4","GUCY1A2","COL19A1","TCF4","KCTD16"
"GO:MF","extracellular ligand-gated monoatomic ion channel activity","GO:0005230","false","0.03752166843169755","1.4257178586040158","74","120","5","20212","IDA,IBA,TAS,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDA,IBA,IEA",,,,,,,,,,,,,,,"IDA,ISS,IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,"IDA,IMP,ISS,IBA,TAS,IEA",,,,,,,,,,,,,,,,,,,,,,,,"IDA,IBA,IEA",,,,,,,,,,,,
"GO:MF","neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium ion concentration","GO:0099583","false","0.049743839357686094","1.3032606978053691","3","120","2","20212",,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,
"GO:BP","trans-synaptic signaling","GO:0099537","true","3.353105589518393e-13","12.47455277039368","756","120","29","21031","IBA,TAS",,"TAS",,,,"IBA",,,,,"TAS","TAS",,"IEA",,"IBA",,"IBA,TAS,IEA",,,,,,,,,"IEA",,,"IDA,IBA",,"TAS",,,,,"ISS,IEA",,,,,,"IEA",,,,,,,"IBA",,,,,,,,,,,,,,"IBA,IEA","ISS,IBA",,"IEA",,,,,"IBA,TAS",,,,,,,"ISS,IBA",,"ISS,IBA,IEA",,,,,,,,"ISS,ISO,IBA,TAS,NAS,IEA",,,,,"IEA",,,,,,,,,,,,,"IDA,IMP,IEA",,"IEA",,,"ISS","IBA,TAS,IEA",,"IEA",,,"IEA",,,"IBA,IEA",,,,
"GO:BP","synaptic signaling","GO:0099536","false","7.608692284895254e-13","12.11868997953124","780","120","29","21031","IBA,TAS",,"TAS,IEA",,,,"IBA",,,,,"TAS","TAS",,"IEA",,"IBA",,"IBA,TAS,IEA",,,,,,,,,"IEA",,,"IDA,IBA",,"TAS",,,,,"ISS,IEA",,,,,,"ISS,IEA",,,,,,,"IBA",,,,,,,,,,,,,,"IBA,IEA","ISS,IBA",,"IBA,IEA",,,,,"IBA,TAS",,,,,,,"ISS,IBA",,"ISS,IBA,IEA",,,,,,,,"ISS,ISO,IBA,TAS,NAS,IEA",,,,,"IEA",,,,,,,,,,,,,"IDA,IMP,IEA",,"IEA",,,"ISS","IBA,TAS,IEA",,"IEA",,,"IEA",,,"IBA,IEA",,,,
"GO:BP","chemical synaptic transmission","GO:0007268","false","2.410601764056414e-12","11.617874529961815","750","120","28","21031","IBA,TAS",,"TAS",,,,"IBA",,,,,"TAS","TAS",,"IEA",,,,"IBA,TAS,IEA",,,,,,,,,"IEA",,,"IDA,IBA",,"TAS",,,,,"ISS,IEA",,,,,,"IEA",,,,,,,"IBA",,,,,,,,,,,,,,"IBA,IEA","ISS,IBA",,"IEA",,,,,"IBA,TAS",,,,,,,"ISS,IBA",,"ISS,IBA,IEA",,,,,,,,"ISS,ISO,IBA,TAS,NAS,IEA",,,,,"IEA",,,,,,,,,,,,,"IEA",,"IEA",,,"ISS","IBA,TAS,IEA",,"IEA",,,"IEA",,,"IBA,IEA",,,,
"GO:BP","anterograde trans-synaptic signaling","GO:0098916","false","2.410601764056414e-12","11.617874529961815","750","120","28","21031","IBA,TAS",,"TAS",,,,"IBA",,,,,"TAS","TAS",,"IEA",,,,"IBA,TAS,IEA",,,,,,,,,"IEA",,,"IDA,IBA",,"TAS",,,,,"ISS,IEA",,,,,,"IEA",,,,,,,"IBA",,,,,,,,,,,,,,"IBA,IEA","ISS,IBA",,"IEA",,,,,"IBA,TAS",,,,,,,"ISS,IBA",,"ISS,IBA,IEA",,,,,,,,"ISS,ISO,IBA,TAS,NAS,IEA",,,,,"IEA",,,,,,,,,,,,,"IEA",,"IEA",,,"ISS","IBA,TAS,IEA",,"IEA",,,"IEA",,,"IBA,IEA",,,,
"GO:BP","neuron projection development","GO:0031175","true","1.3268598520323755e-11","10.877174946542722","1014","120","31","21031",,,"IEP",,,,,,,"IBA,IEA",,,,"IEA",,,,,,,,,,"IDA",,,,,,,"IMP",,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IEA",,,,,,,"IDA,ISS,IEA",,,,,,,,,"IEA","IEA","IEA",,,,,,,,"TAS",,,,"IMP,IEA","IBA",,,,,,,,,,,"IDA",,,"ISS,IEA",,,,,"ISS","ISS",,,,"IBA",,,,,"ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","ISS,IBA",,,,,,"ISS,IEA",,,,"IDA,IMP","ISS,IEA",,,"IBA,IEA","TAS",,"TAS",,,,,,,
"GO:BP","neuron development","GO:0048666","false","1.3717555081502267e-11","10.86272328726132","1167","120","33","21031",,,"IEP",,,,,,,"IBA,IEA",,,,"IEA",,,,,,,,,,"IDA",,,,,,,"IMP",,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IEA",,,,,,,"IDA,ISS,IEA",,,,,,,,,"IEA","IEA","IEA",,,,,,,,"TAS",,,,"IMP,IBA,IEA","IBA",,,,,,,,,,,"IDA",,,"ISS,IEA",,"IEA","TAS",,"ISS,IBA","ISS",,,,"IBA",,,,,"ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","IEP,ISS,IBA",,,,,,"ISS,IEA",,,,"IDA,IMP","ISS,IEA",,,"IBA,IEA","TAS",,"TAS",,,,,,,
"GO:BP","nervous system development","GO:0007399","false","5.152804494763977e-11","10.287956335019212","2531","120","47","21031","TAS","IDA,IMP,TAS","IEP",,"IBA,TAS,IEA","TAS",,"IDA,ISS,IBA",,"IBA,IEA",,,,"IEA","IEA",,,,,"IBA,IEA",,,,"IDA,ISS,NAS",,,,,,,"IMP",,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IBA,IEA","IEA",,"NAS",,,"ISS,IEA","IDA,ISS,TAS,IEA",,,,,,,,,"IEA","IEA","IEA",,,,,,,,"ISS,TAS",,,,"IMP,IBA,IEA","IBA,IEA",,,,,,,,"ISS,IBA,IEA",,,"IDA",,,"ISS,IEA",,"IEA","TAS",,"ISS,IBA","ISS","NAS,IEA",,,"IBA",,,,,"IDA,ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","IEP,ISS,IBA,IEA",,,,,,"IDA,IMP,ISS,IEA",,,,"IDA,IMP","ISS,IEA","IEA",,"IBA,IEA","IBA,TAS",,"TAS,IEA",,,,,,"ISS,IEA",
"GO:BP","generation of neurons","GO:0048699","false","1.1928498384137275e-10","9.92341422393476","1514","120","36","21031",,,"IEP",,,,,,,"IBA,IEA",,,,"IEA","IEA",,,,,,,,,"IDA,ISS",,,,,,,"IMP",,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IEA",,,,,,,"IDA,ISS,IEA",,,,,,,,,"IEA","IEA","IEA",,,,,,,,"TAS",,,,"IMP,IBA,IEA","IBA",,,,,,,,"ISS,IEA",,,"IDA",,,"ISS,IEA",,"IEA","TAS",,"ISS,IBA","ISS",,,,"IBA",,,,,"ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","IEP,ISS,IBA",,,,,,"ISS,IEA",,,,"IDA,IMP","ISS,IEA",,,"IBA,IEA","IBA,TAS",,"TAS",,,,,,"ISS",
"GO:BP","neuron differentiation","GO:0030182","false","1.288285312690375e-10","9.889987944425682","1431","120","35","21031",,,"IEP",,,,,,,"IBA,IEA",,,,"IEA",,,,,,,,,,"IDA,ISS",,,,,,,"IMP",,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IEA",,,,,,,"IDA,ISS,IEA",,,,,,,,,"IEA","IEA","IEA",,,,,,,,"TAS",,,,"IMP,IBA,IEA","IBA",,,,,,,,"ISS,IEA",,,"IDA",,,"ISS,IEA",,"IEA","TAS",,"ISS,IBA","ISS",,,,"IBA",,,,,"ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","IEP,ISS,IBA",,,,,,"ISS,IEA",,,,"IDA,IMP","ISS,IEA",,,"IBA,IEA","IBA,TAS",,"TAS",,,,,,"ISS",
"GO:BP","neurogenesis","GO:0022008","false","2.907967672690291e-10","9.536410425753253","1742","120","38","21031",,,"IEP",,,,,"ISS",,"IBA,IEA",,,,"IEA","IEA",,,,,,,,,"IDA,ISS",,,,,,,"IMP",,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IEA",,,,,,,"IDA,ISS,IEA",,,,,,,,,"IEA","IEA","IEA",,,,,,,,"ISS,TAS",,,,"IMP,IBA,IEA","IBA",,,,,,,,"ISS,IEA",,,"IDA",,,"ISS,IEA",,"IEA","TAS",,"ISS,IBA","ISS","IEA",,,"IBA",,,,,"ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","IEP,ISS,IBA",,,,,,"ISS,IEA",,,,"IDA,IMP","ISS,IEA",,,"IBA,IEA","IBA,TAS",,"TAS",,,,,,"ISS",
"GO:BP","cell-cell signaling","GO:0007267","false","3.9843036830090554e-9","8.399647567128682","1704","120","36","21031","IBA,TAS",,"TAS,IEA",,,,"IBA",,,,,"TAS","TAS",,"IEA",,"IBA",,"IBA,TAS,IEA",,,,,,,,,"IEA",,,"IDA,IBA",,"TAS",,,,,"ISS,IEA",,,,,,"ISS,IEA",,,,,,,"IBA",,"IEA",,,,,,,,,,,,"IBA,IEA","ISS,IBA",,"IBA,IEA",,,,,"IBA,TAS",,"IMP,ISS,IEA",,,"IEP,TAS",,"ISS,IBA",,"ISS,IBA,IEA",,,,,,,,"ISS,ISO,IBA,TAS,NAS,IEA",,,,,"IEA",,"IEA",,,,,"ISS","IDA,IBA,NAS,IEA",,,"IMP",,"IDA,IMP,IEA",,"IEA",,,"ISS","IBA,TAS,IEA",,"IEA",,,"IEA",,,"IBA,IEA",,,,
"GO:BP","glutamate receptor signaling pathway","GO:0007215","false","1.6780415236774285e-8","7.775197296617657","50","120","9","21031","TAS,IEA",,,,,,"IMP,IBA",,,,,,,,,,,,"IMP,IBA,IEA",,,,,,,,,,,,"IDA,IBA",,,,,,,,,,,,,"ISS,IEA",,,,,,,"TAS,IEA",,,,,,,,,,,,,,,"IDA,IEA",,,,,,,,,,,,,,,,,,,,,,,,"ISS,ISO,TAS,IEA",,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,
"GO:BP","system development","GO:0048731","false","2.4584621749232117e-8","7.6093364692320655","3973","120","55","21031","TAS","IDA,IMP,TAS","IEP,TAS",,"IDA,ISS,IBA,TAS,IEA","TAS",,"IDA,IMP,ISS,IBA",,"IBA,IEA",,,"IEA","IEA","IEA",,,,,"IBA,IEA",,,"ISS","IDA,ISS,NAS",,,,,,,"IMP",,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IBA,IEA","IEA",,"NAS",,,"ISS,IEA","IDA,IMP,ISS,TAS,IEA",,,,,,,,,"IEA","IEA","IEA",,,,,,"IEA",,"ISS,TAS",,,,"IMP,IBA,IEA","IBA,IEA",,"IEA",,,,"ISS,IEA",,"ISS,IBA,IEA","IMP,ISS,IEA",,"IDA",,,"ISS,IEA","IEA","IEA","TAS",,"IMP,ISS,IBA","ISS","NAS,IEA",,,"IBA",,,,,"IDA,ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","IEP,ISS,IBA,IEA",,,,,,"IDA,IMP,ISS,IEA",,,,"IDA,IMP","ISS,IEA","IEA",,"IBA,IEA","IBA,TAS",,"ISS,TAS,IEA",,,,,"TAS","ISS,IEA",
"GO:BP","regulation of biological quality","GO:0065008","false","6.598777917690234e-8","7.180536487601605","2846","120","45","21031","IEA","IDA,IMP","ISS,IEA",,"IDA,IMP",,,,,,,"IEA","IEA","IEA","IEA",,"IDA,IMP,ISS,IBA,TAS",,"IEA",,"IEA",,,,"ISS",,,"IDA,IEA",,"IBA,IEA",,,,,"IMP,ISS",,,"ISS,IEA","IDA,ISS,IBA,IEA",,,,,"IEA",,,"IBA","IEA",,"IBA,IEA","IEA",,,"TAS,IEA",,"IEA",,,,,,,,,"IEA","IDA,ISS,IEA",,"IMP,ISS,IEA","IBA",,,,,,"IDA,IMP,ISS,IEA",,,"IDA,IEP,IBA,IEA",,"ISS,IBA",,"IBA,IEA",,,,,"ISS,IEA",,,"ISS,ISO,IBA,NAS,IEA",,"IEA",,,,,"IEA",,,,,"ISS",,,,,,"ISS,IEA",,"IEA","IMP,ISS,TAS",,"ISS","IEA",,"IBA,IEA",,,"IEA",,,"IEA",,,,
"GO:BP","modulation of chemical synaptic transmission","GO:0050804","false","7.469122571818746e-8","7.126730413525829","489","120","19","21031","IBA,TAS",,,,,,"IBA",,,,,,,,"IEA",,,,"IBA",,,,,,,,,"IEA",,,"IBA",,,,,,,"ISS,IEA",,,,,,"IEA",,,,,,,"IBA",,,,,,,,,,,,,,,"ISS,IBA",,,,,,,,,,,,,,"ISS,IBA",,"IBA",,,,,,,,"ISS,ISO,IBA,NAS,IEA",,,,,,,,,,,,,,,,,,"IEA",,"IEA",,,"ISS","IBA,IEA",,"IEA",,,"IEA",,,,,,,
"GO:BP","regulation of trans-synaptic signaling","GO:0099177","false","7.734394283576312e-8","7.111573692255607","490","120","19","21031","IBA,TAS",,,,,,"IBA",,,,,,,,"IEA",,,,"IBA",,,,,,,,,"IEA",,,"IBA",,,,,,,"ISS,IEA",,,,,,"IEA",,,,,,,"IBA",,,,,,,,,,,,,,,"ISS,IBA",,,,,,,,,,,,,,"ISS,IBA",,"IBA",,,,,,,,"ISS,ISO,IBA,NAS,IEA",,,,,,,,,,,,,,,,,,"IEA",,"IEA",,,"ISS","IBA,IEA",,"IEA",,,"IEA",,,,,,,
"GO:BP","multicellular organism development","GO:0007275","false","9.56504939318355e-8","7.019312782967404","4643","120","59","21031","TAS","IDA,IMP,TAS","IEP,TAS",,"IDA,ISS,IBA,TAS,IEA","IDA,TAS",,"IDA,IMP,ISS,IBA",,"IBA,IEA",,,"IEA","IEA","IEA",,,,,"IBA,IEA",,,"ISS","IDA,ISS,NAS",,,,,,,"IMP",,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IBA,IEA","IEA",,"NAS",,,"ISS,IEA","IDA,IMP,ISS,TAS,IEA",,,,,,,,,"IEA","IEA","IEA",,,,,,"IEA",,"ISS,TAS",,,,"IMP,IBA,IEA","IBA,IEA",,"IEA",,,"IEA","ISS,IEA",,"ISS,IBA,IEA","IMP,ISS,IEA",,"IDA",,,"ISS,IEA","IEA","IEA","TAS",,"IMP,ISS,IBA","ISS","NAS,IEA",,,"IBA",,,"ISS,IBA,IC",,"IDA,ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","IEP,ISS,IBA,IEA","IEA",,,,,"IDA,IMP,ISS,IEA","TAS",,,"IDA,IMP","ISS,IEA","IEA",,"IBA,IEA","IBA,TAS",,"ISS,TAS,IEA",,,,,"TAS","ISS,IEA",
"GO:BP","calcium ion transmembrane transport","GO:0070588","true","1.9542252863214566e-7","6.70902537154538","342","120","16","21031",,,,,,,,,,,"IEA",,,,,,"TAS",,,,,"ISS,IEA",,,"ISS",,,,,,,,,,,,,,,,,"ISS,IBA,IEA",,"IBA",,,,"IBA,TAS,IEA",,,,,,,,,"ISS,IBA,NAS,IEA",,,,,,,,,,,"ISS,IEA",,,,,"IBA,IEA","IBA","IDA,IMP,ISS,IBA,IC,IEA",,,,,,,,,,,,,,,"IDA,IMP,IEA",,,,"IBA",,,,,,,,,,,,,,,,,"ISS,TAS",,,,,,,"IDA,TAS,IEA",,,,,,,,
"GO:BP","neuron projection morphogenesis","GO:0048812","false","2.2539873476311473e-7","6.647048526120169","655","120","21","21031",,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,"IMP,ISS,IEA",,,"ISS,IEA",,,,,,,"IDA,ISS,IEA",,,,,,,,,,,"IEA",,,,,,,,"TAS",,,,"IEA","IBA",,,,,,,,,,,"IDA",,,,,,,,,"ISS",,,,"IBA",,,,,"ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","ISS,IBA",,,,,,"ISS,IEA",,,,"IDA","ISS,IEA",,,"IBA,IEA","TAS",,"TAS",,,,,,,
"GO:BP","plasma membrane bounded cell projection organization","GO:0120036","false","2.3535815064560457e-7","6.628270757123192","1570","120","32","21031",,,"IEP",,,,,,,"IBA,IEA",,,,"IEA",,,,,,,,,,"IDA",,,,,,,"IMP",,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IEA",,,,,,,"IDA,ISS,IEA",,,,,,,,,"IEA","IEA","IEA",,,,,,,,"TAS",,,,"IMP,TAS,IEA","IBA",,,,,,,,,,,"IDA",,,"ISS,IEA",,,,"IDA,IMP,IEA","ISS","ISS",,,,"IBA",,,,,"ISS,IBA,TAS,IEA","IEA",,"IDA,IBA,IEA","ISS,IBA",,,,,,"ISS,IEA",,,,"IDA,IMP","ISS,IEA",,,"ISS,IBA,IEA","TAS",,"TAS",,,,,,,
"GO:BP","cell morphogenesis involved in neuron differentiation","GO:0048667","false","3.0376140069194345e-7","6.517467413262981","597","120","20","21031",,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,"IMP,ISS","IEA",,"ISS,IEA",,,,,,,"IDA,ISS,IEA",,,,,,,,,,,"IEA",,,,,,,,"TAS",,,,,"IBA",,,,,,,,,,,,,,,,,,,,"ISS",,,,"IBA",,,,,"ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","ISS,IBA",,,,,,"ISS,IEA",,,,"IDA","ISS,IEA",,,"IBA,IEA","TAS",,"TAS",,,,,,,
"GO:BP","plasma membrane bounded cell projection morphogenesis","GO:0120039","false","3.502758912264645e-7","6.455589753255041","671","120","21","21031",,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,"IMP,ISS,IEA",,,"ISS,IEA",,,,,,,"IDA,ISS,IEA",,,,,,,,,,,"IEA",,,,,,,,"TAS",,,,"IEA","IBA",,,,,,,,,,,"IDA",,,,,,,,,"ISS",,,,"IBA",,,,,"ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","ISS,IBA",,,,,,"ISS,IEA",,,,"IDA","ISS,IEA",,,"IBA,IEA","TAS",,"TAS",,,,,,,
"GO:BP","cell projection morphogenesis","GO:0048858","false","4.009858221219604e-7","6.396870982699148","676","120","21","21031",,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,"IMP,ISS,IEA",,,"ISS,IEA",,,,,,,"IDA,ISS,IEA",,,,,,,,,,,"IEA",,,,,,,,"TAS",,,,"IEA","IBA",,,,,,,,,,,"IDA",,,,,,,,,"ISS",,,,"IBA",,,,,"ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","ISS,IBA",,,,,,"ISS,IEA",,,,"IDA","ISS,IEA",,,"IBA,IEA","TAS",,"TAS",,,,,,,
"GO:BP","cell projection organization","GO:0030030","false","4.673762116541258e-7","6.3303333959452","1613","120","32","21031",,,"IEP",,,,,,,"IBA,IEA",,,,"IEA",,,,,,,,,,"IDA",,,,,,,"IMP",,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IEA",,,,,,,"IDA,ISS,IEA",,,,,,,,,"IEA","IEA","IEA",,,,,,,,"TAS",,,,"IMP,TAS,IEA","IBA",,,,,,,,,,,"IDA",,,"ISS,IEA",,,,"IDA,IMP,IEA","ISS","ISS",,,,"IBA",,,,,"ISS,IBA,TAS,IEA","IEA",,"IDA,IBA,IEA","ISS,IBA",,,,,,"ISS,IEA",,,,"IDA,IMP","ISS,IEA",,,"ISS,IBA,IEA","TAS",,"TAS",,,,,,,
"GO:BP","anatomical structure development","GO:0048856","false","8.183285757234658e-7","6.087072283160535","5899","120","66","21031","TAS","IDA,IMP,TAS","IEP,TAS",,"IDA,ISS,IBA,TAS,IEA","IDA,TAS",,"IDA,IMP,ISS,IBA,NAS",,"IBA,IEA",,,"IEA","IEA","ISS,IEA",,"TAS",,,"IBA,IEA",,,"ISS","IDA,ISS,NAS","ISS",,,,,,"IMP",,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IBA,IEA","IEA",,"NAS",,,"ISS,IEA","IDA,IMP,ISS,TAS,IEA",,"IBA",,,,,,,"IEA","IEA","IBA,IEA",,,,,,"IEA",,"ISS,TAS","IBA",,,"IMP,ISS,IBA,NAS,IEA","IBA,IEA",,"IEA",,,"IEA","ISS,IEA",,"ISS,IBA,IEA","IMP,ISS,IEA",,"IDA","IDA",,"IMP,ISS,IBA,IEA","IBA,IEA","IEA","TAS",,"IMP,ISS,IBA","ISS","NAS,IEA",,"IEA","IBA",,,"IDA,ISS,IBA,IC,IEA",,"IDA,ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","IEP,ISS,IBA,IEA","IEA",,"IEA",,,"IDA,IMP,ISS,IEA","IMP,TAS",,,"IDA,IMP","ISS,IEA","IEA",,"IBA,IEA","IBA,TAS",,"ISS,TAS,IEA",,,,,"TAS,IEA","ISS,IEA",
"GO:BP","regulation of neuron projection development","GO:0010975","false","0.0000016774119717190206","5.775360261740071","457","120","17","21031",,,,,,,,,,,,,,"IEA",,,,,,,,,,"IDA",,,,,,,,,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IEA",,,,,,,"IDA",,,,,,,,,"IEA",,"IEA",,,,,,,,,,,,"IMP,IEA","IBA",,,,,,,,,,,,,,"ISS,IEA",,,,,"ISS","ISS",,,,,,,,,,,,,,,,,,,"ISS,IEA",,,,,"ISS,IEA",,,"IBA,IEA",,,,,,,,,,
"GO:BP","developmental process","GO:0032502","false","0.0000017090401589101306","5.767247732136983","6453","120","69","21031","TAS","IDA,IMP,TAS","IEP,TAS",,"IDA,ISS,IBA,TAS,IEA","IDA,IBA,TAS,IEA",,"IDA,IMP,ISS,IBA,NAS,IEA",,"IBA,IEA",,,"IEA","IEA","ISS,IEA",,"TAS",,,"IBA,IEA",,,"ISS","IDA,ISS,NAS","ISS",,,,,,"IMP",,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IBA,IEA","IEA",,"NAS",,,"ISS,IEA","IDA,IMP,ISS,TAS,IEA",,"IBA",,,,,,"IEA","IEA","IEA","IBA,IEA",,,,,,"IEA",,"ISS,TAS,IEA","IBA",,,"IMP,ISS,IBA,NAS,IEA","IBA,IEA","ISS","IEA",,,"IEA","ISS,IEA",,"ISS,IBA,IEA","IMP,ISS,IEA",,"IDA,IEA","IDA,IBA","ISS,IEA","IMP,ISS,IBA,IEA","IBA,IEA","IEA","TAS",,"IMP,ISS,IBA,IEA","ISS","NAS,IEA",,"IEA","IBA",,,"IDA,IMP,ISS,IBA,IC,IEA",,"IDA,ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","IEP,ISS,IBA,IEA","IEA",,"IEA",,,"IDA,IMP,ISS,IEA","IMP,TAS",,,"IDA,IMP","ISS,IEA","IEA",,"IBA,IEA","IBA,TAS",,"ISS,TAS,IEA",,,,,"TAS,IEA","ISS,IEA",
"GO:BP","axon development","GO:0061564","false","0.0000020063308089646275","5.697597457824556","527","120","18","21031",,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,"IMP",,,,"IMP,ISS",,,,,,,,,,"IDA,ISS,IEA",,,,,,,,,,"IEA","IEA",,,,,,,,"TAS",,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,"ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","ISS,IBA",,,,,,"IEA",,,,"IDA","ISS,IEA",,,,"TAS",,"TAS",,,,,,,
"GO:BP","cell morphogenesis","GO:0000902","false","0.000002451418173298559","5.610582598635629","986","120","24","21031",,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,"IMP,ISS,IEA","IEA",,"ISS,IEA",,,,,,,"IDA,ISS,IEA",,,,,,,,,,,"IBA,IEA",,,,,,,,"TAS","IBA",,,"IEA","IBA",,,,,,,,,,,"IDA",,,,,,,,,"ISS",,,"IEA","IBA",,,,,"ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","ISS,IBA",,,,,,"ISS,IEA",,,,"IDA","ISS,IEA",,,"IBA,IEA","TAS",,"TAS",,,,,,,
"GO:BP","neuron projection guidance","GO:0097485","false","0.0000032279169525728388","5.491077647278131","249","120","13","21031",,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,"IEA",,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,"ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","ISS,IBA",,,,,,"IEA",,,,"IDA",,,,,"TAS",,"TAS",,,,,,,
"GO:BP","axon guidance","GO:0007411","false","0.0000032279169525728388","5.491077647278131","249","120","13","21031",,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,"IEA",,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,"ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","ISS,IBA",,,,,,"IEA",,,,"IDA",,,,,"TAS",,"TAS",,,,,,,
