"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","GRIK1","IL1RAPL2","NPY","SCHIP1","NRG1","NELL1","GRM8","SOX6","LHFPL3","UNC5D","CACNA2D3","SST","RPS6KA2","NEGR1","LARGE1","MPPED2","NOS1","PCDH7","GRM1","RBFOX1","PTPRT","PDE4B","XYLT1","SPOCK1","PDE4D","RALYL","TMTC1","TACR1","PDZRN4","GPC6","GRM7","ELL2","RIT2","PDE1A","BCL11A","FAT3","MAML2","LRP8","PCSK2","IQCJ","CA10","ITPR2","PAM","PLCB1","ROBO1","GULP1","XKR4","TRPC6","CCSER1","CTTNBP2","GRIA3","MPDZ","GRK5","DGKG","NCAM2","CDH4","MCUB","NXPH2","KCNB2","EPB41L2","SRGAP1","KIF26B","MARCHF4","PARD3","CDH8","GRIK3","COL24A1","DMD","PLXNA2","RUNX1T1","CADM1","NKAIN2","CACNA1E","SCN9A","RYR2","GALNT10","BRINP3","PCSK5","GALNT18","RIMS2","TMEFF2","SHISA6","TOX","FNDC3A","AGBL4","NTM","CARMIL1","TENM3","CUX1","GRIN2A","GRK4","PALM2AKAP2","EPHA6","NALF1","CADPS","ENPP1","RAPGEF4","UNC5C","BCL11B","DNAH14","GAP43","EPHA5","DKK2","PIP5K1B","PACRG","RBMS3","KCNIP1","PTPRD","CAMK4","SORCS2","NOS1AP","PTPRM","SIPA1L1","GRIA1","SIDT1","ARHGAP44","ANOS1","TRPM3","NRXN3","ZNF385D","L3MBTL4","HTR4","GUCY1A2","COL19A1","TCF4","KCTD16"
"GO:BP","cell differentiation","GO:0030154","false","0.000003400391925615495","5.468471023745224","4366","120","54","21031",,,"IEP,TAS",,"IDA,ISS,IBA,TAS","IDA,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA",,"IBA,IEA",,,"IEA","IEA","IEA",,"TAS",,,"IEA",,,,"IDA,ISS","ISS",,,,,,"IMP",,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IEA",,,,,,"ISS,IEA","IDA,ISS,IEA",,,,,,,,"IEA","IEA","IEA","IEA",,,,,,,,"ISS,TAS,IEA",,,,"IMP,ISS,IBA,IEA","IBA","ISS","IEA",,,,,,"ISS,IEA",,,"IDA,IEA","IBA",,"IMP,ISS,IBA,IEA","IBA,IEA","IEA","TAS",,"ISS,IBA,IEA","ISS","IEA",,,"IBA",,,"IDA,IMP,IBA",,"ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","IEP,ISS,IBA",,,"IEA",,,"ISS,IEA","IMP,TAS",,,"IDA,IMP","ISS,IEA",,,"IBA,IEA","IBA,TAS",,"TAS",,,,,"IEA","ISS,IEA",
"GO:BP","cellular developmental process","GO:0048869","false","0.0000034297661720621878","5.464735487433811","4367","120","54","21031",,,"IEP,TAS",,"IDA,ISS,IBA,TAS","IDA,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA",,"IBA,IEA",,,"IEA","IEA","IEA",,"TAS",,,"IEA",,,,"IDA,ISS","ISS",,,,,,"IMP",,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IEA",,,,,,"ISS,IEA","IDA,ISS,IEA",,,,,,,,"IEA","IEA","IEA","IEA",,,,,,,,"ISS,TAS,IEA",,,,"IMP,ISS,IBA,IEA","IBA","ISS","IEA",,,,,,"ISS,IEA",,,"IDA,IEA","IBA",,"IMP,ISS,IBA,IEA","IBA,IEA","IEA","TAS",,"ISS,IBA,IEA","ISS","IEA",,,"IBA",,,"IDA,IMP,IBA",,"ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","IEP,ISS,IBA",,,"IEA",,,"ISS,IEA","IMP,TAS",,,"IDA,IMP","ISS,IEA",,,"IBA,IEA","IBA,TAS",,"TAS",,,,,"IEA","ISS,IEA",
"GO:BP","cellular anatomical entity morphogenesis","GO:0032989","false","0.000005846018490843667","5.233139815311345","785","120","21","21031",,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,"IMP,ISS,IEA",,,"ISS,IEA",,,,,,,"IDA,ISS,IEA",,,,,,,,,,,"IEA",,,,,,,,"TAS",,,,"IEA","IBA",,,,,,,,,,,"IDA",,,,,,,,,"ISS",,,,"IBA",,,,,"ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","ISS,IBA",,,,,,"ISS,IEA",,,,"IDA","ISS,IEA",,,"IBA,IEA","TAS",,"TAS",,,,,,,
"GO:BP","calcium ion transport","GO:0006816","false","0.000006600753175297005","5.180406506698599","436","120","16","21031",,,,,,,,,,,"IEA",,,,,,"ISS,TAS",,,,,"ISS,IEA",,,"ISS",,,,,,,,,,,,,,,,,"ISS,IBA,IEA",,"IBA",,,,"IDA,IBA,TAS,IEA",,,,,,,,,"ISS,IBA,NAS,IEA",,,,,,,,,,,"ISS,IEA",,,,,"IBA,IEA","IBA","IDA,IMP,ISS,IBA,TAS,IC,IEA",,,,,,,,,,,,,,,"IDA,IMP,IEA",,,,"IBA",,,,,,,,,,,,,,,,,"ISS,TAS",,,,,,,"IDA,TAS,IEA",,,,,,,,
"GO:BP","regulation of plasma membrane bounded cell projection organization","GO:0120035","false","0.00000903864262864399","5.0438967844750096","652","120","19","21031",,,,,,,,,,,,,,"IEA",,,,,,,,,,"IDA",,,,,,,,,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IEA",,,,,,,"IDA",,,,,,,,,"IEA",,"IEA",,,,,,,,,,,,"IMP,IEA","IBA",,,,,,,,,,,,,,"ISS,IEA",,,,"IDA,IEA","ISS","ISS",,,,,,,,,,,,"IDA",,,,,,,"ISS,IEA",,,,,"ISS,IEA",,,"ISS,IBA,IEA",,,,,,,,,,
"GO:BP","cell development","GO:0048468","false","0.000009062697030637496","5.04274253839188","2819","120","41","21031",,,"IEP",,"TAS",,,,,"IBA,IEA",,,"IEA","IEA","IEA",,,,,,,,,"IDA","ISS",,,,,,"IMP",,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IEA",,,,,,"IEA","IDA,ISS,IEA",,,,,,,,,"IEA","IEA","IEA",,,,,,,,"ISS,TAS",,,,"IMP,ISS,IBA,IEA","IBA",,,,,,,,,,,"IDA",,,"IMP,ISS,IBA,IEA","IBA,IEA","IEA","TAS",,"ISS,IBA","ISS",,,,"IBA",,,,,"ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","IEP,ISS,IBA",,,"IEA",,,"ISS,IEA","IMP,TAS",,,"IDA,IMP","ISS,IEA",,,"IBA,IEA","TAS",,"TAS",,,,,,,
"GO:BP","regulation of cell projection organization","GO:0031344","false","0.00001306068137635656","4.884034165306535","667","120","19","21031",,,,,,,,,,,,,,"IEA",,,,,,,,,,"IDA",,,,,,,,,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IEA",,,,,,,"IDA",,,,,,,,,"IEA",,"IEA",,,,,,,,,,,,"IMP,IEA","IBA",,,,,,,,,,,,,,"ISS,IEA",,,,"IDA,IEA","ISS","ISS",,,,,,,,,,,,"IDA",,,,,,,"ISS,IEA",,,,,"ISS,IEA",,,"ISS,IBA,IEA",,,,,,,,,,
"GO:BP","axonogenesis","GO:0007409","false","0.00001691709990273538","4.7716740859891065","466","120","16","21031",,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,"IMP,ISS",,,,,,,,,,"IDA,ISS,IEA",,,,,,,,,,,"IEA",,,,,,,,"TAS",,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,"ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","ISS,IBA",,,,,,"IEA",,,,"IDA","ISS,IEA",,,,"TAS",,"TAS",,,,,,,
"GO:BP","monoatomic ion transmembrane transport","GO:0034220","false","0.000021050869223979164","4.676729966745946","1013","120","23","21031","IEA",,,,,,,,,,"IEA",,,,"IEA",,"ISS,TAS",,,,,"ISS,IEA",,,"ISS",,,,,,,,,,,,,,,,,"ISS,IBA,IEA",,"IBA",,,,"IDA,IBA,TAS,IEA",,,"IEA",,,,,,"ISS,IBA,NAS,IEA",,"ISS,IBA,IEA",,,,,,,"IEA",,"ISS,IEA",,,,,"IBA,IEA","IDA,IBA,IEA","IDA,IMP,ISS,IBA,IC,IEA",,,,,,,,,,,,,,,"IDA,IMP,ISS,ISO,IEA",,,,"IBA",,,,,,,,,,,,,"IDA,IBA,IEA",,,,"ISS,TAS",,,"IEA",,,,"IDA,IBA,TAS,IEA",,,,,,,,
"GO:BP","synaptic transmission, glutamatergic","GO:0035249","false","0.00002531262967163445","4.5966627346301525","111","120","9","21031","IBA,TAS",,,,,,"IBA",,,,,,,,,,,,"IBA",,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,"IBA,IEA","ISS,IBA",,,,,,,,,,,,,,,,,,,,,,,,"ISS,ISO,IBA",,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,
"GO:BP","signaling","GO:0023052","false","0.000042883027122617936","4.367714565287144","6447","120","66","21031","IBA,TAS,IEA","IEA","IBA,TAS,IEA","IBA","IDA,IMP,IBA,IEA",,"IDA,IMP,IBA,IEA",,,"IEA",,"TAS,IEA","TAS,NAS,IEA",,"IEA",,"ISS,IBA",,"IMP,IBA,TAS,IEA",,"IDA,IMP,NAS","IMP,ISS,IBA,IEA",,,"IDA,IMP,ISS,IBA,NAS,IEA",,,"IDA,IMP,TAS,IEA",,"IEA","IDA,IBA,IEA",,"IDA,ISS,IBA,TAS,NAS,IEA","IBA,IEA",,,"IDA,IBA,IEA","ISS,TAS,NAS,IEA",,,,"TAS",,"IDA,ISS,IBA,TAS,NAS,IEA","IMP,ISS,IEA",,,,,,"IBA,TAS,IEA",,"IDA,IBA,TAS,IEA","ISS,IBA,IEA",,,,"NAS",,,"IEA",,,"TAS","IBA,IEA","IDA,ISS,IBA,IEA",,"ISS,IBA,IEA","ISS,IBA,IEA",,"IEA",,"IBA,TAS",,"IDA,IMP,ISS,IC,IEA",,,"IEP,TAS",,"ISS,IBA",,"ISS,IBA,IEA",,,,,,"IEA",,"ISS,ISO,IBA,TAS,NAS,IEA","IBA,TAS,IEA",,"IBA,IEA",,"IEA","IDA,ISS","IBA,TAS,IEA","IEA",,,"TAS","ISS,IBA,IEA","IDA,IBA,NAS,IEA","TAS",,"IMP",,"IDA,IMP,TAS,IEA","IBA,TAS","NAS,IEA","ISS","IDA","ISS,IEA","IBA,TAS,IEA",,"IBA,TAS,IEA",,,"NAS,IEA",,,"IBA,TAS,IEA","IBA,TAS,IEA",,,"IBA,IEA"
"GO:BP","ligand-gated ion channel signaling pathway","GO:1990806","false","0.00005122253605944805","4.290538923146812","33","120","6","21031","IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,"IEA",,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,"ISS,ISO,IEA",,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,
"GO:BP","cell communication","GO:0007154","false","0.00007777858215994636","4.109139977950244","6537","120","66","21031","IBA,TAS,IEA","IEA","IBA,TAS,IEA","IBA","IDA,IMP,IBA,TAS,IEA",,"IDA,IMP,IBA,IEA",,,"IEA",,"TAS,IEA","TAS,NAS,IEA",,"IEA",,"ISS,IBA",,"IMP,IBA,TAS,IEA",,"IDA,IMP,NAS","IMP,ISS,IBA,IEA",,,"IDA,IMP,ISS,IBA,NAS,IEA",,,"IDA,IMP,TAS,IEA",,"IEA","IDA,IBA,IEA",,"IDA,ISS,IBA,TAS,NAS,IEA","IBA,IEA",,,"IDA,IBA,IEA","ISS,TAS,NAS,IEA",,,,"TAS",,"IDA,ISS,IBA,TAS,NAS,IEA","IMP,ISS,IEA",,,,,,"IBA,TAS,IEA",,"IDA,IBA,TAS,IEA","ISS,IBA,IEA",,,,"NAS",,,"IEA",,,"TAS","IBA,IEA","IDA,ISS,IBA,IEA",,"ISS,IBA,IEA","ISS,IBA,IEA",,"IEA",,"IBA,TAS",,"IDA,IMP,ISS,IC,IEA",,,"IEP,TAS",,"ISS,IBA",,"ISS,IBA,IEA",,,,,,"IEA",,"ISS,ISO,IBA,TAS,NAS,IEA","IBA,TAS,IEA",,"IBA,IEA",,"IEA","IDA,ISS","IBA,TAS,IEA","IEA",,,"TAS","ISS,IBA,IEA","IDA,IBA,NAS,IEA","TAS",,"IMP",,"IDA,IMP,TAS,IEA","IBA,TAS","NAS,IEA","ISS","IDA","ISS,IEA","IBA,TAS,IEA",,"IBA,TAS,IEA",,,"NAS,IEA",,,"IBA,TAS,IEA","IBA,TAS,IEA",,,"IBA,IEA"
"GO:BP","signal transduction","GO:0007165","false","0.00009925305897271296","4.003256099431374","5959","120","62","21031","TAS,IEA","IEA","IBA,TAS,IEA","IBA","IDA,IMP,IBA,IEA",,"IDA,IMP,IBA,IEA",,,"IEA",,"TAS,IEA","TAS,NAS,IEA",,"IEA",,"ISS,IBA",,"IMP,IBA,TAS,IEA",,"IDA,IMP,NAS","IMP,ISS,IBA,IEA",,,"IDA,IMP,ISS,IBA,NAS,IEA",,,"IDA,IMP,TAS,IEA",,"IEA","IDA,IBA,IEA",,"IDA,ISS,IBA,NAS,IEA","IBA,IEA",,,"IDA,IBA,IEA","ISS,TAS,NAS,IEA",,,,"TAS",,"IDA,ISS,IBA,TAS,NAS,IEA","IMP,ISS,IEA",,,,,,"TAS,IEA",,"IDA,IBA,TAS,IEA","ISS,IBA,IEA",,,,"NAS",,,"IEA",,,"TAS",,"IDA,IEA",,"ISS,IEA","ISS,IBA,IEA",,"IEA",,,,"IDA,IMP,ISS,IC,IEA",,,,,"ISS",,"ISS,IEA",,,,,,"IEA",,"ISS,ISO,IBA,TAS,IEA","IBA,TAS,IEA",,"IBA,IEA",,,"IDA,ISS","IBA,TAS,IEA","IEA",,,"TAS","ISS,IBA,IEA","IDA,IBA,NAS,IEA","TAS",,"IMP",,"TAS,IEA","IBA,TAS","NAS","ISS","IDA","ISS,IEA","TAS,IEA",,"IBA,TAS,IEA",,,"NAS",,,"IBA,TAS,IEA","IBA,TAS,IEA",,,"IBA,IEA"
"GO:BP","synapse organization","GO:0050808","false","0.0001986282114705636","3.7019590679460777","485","120","15","21031",,"IDA,IMP",,,,,,,,,,,,"IEA","IEA",,,,,,"IEA",,,,,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,,,,,,,,"IEA",,,,,,,"IDA,IMP,ISS,IBA,IEA",,,"IDA,IMP,IEP",,"ISS","IEA",,"IBA,IEA",,,"IEA",,,,,,,
"GO:BP","metal ion transport","GO:0030001","false","0.0002005169838547346","3.6978488365998623","877","120","20","21031",,,,,,,,,,,"IEA",,,,"IEA",,"ISS,TAS",,,,,"ISS,IEA",,,"ISS",,,,,,,,,,,,,,,,,"ISS,IBA,IEA",,"IBA",,,,"IDA,IBA,TAS,IEA",,,,,,,,,"ISS,IBA,NAS,IEA",,"ISS,IBA,TAS,IEA",,,,,,,,,"ISS,IEA",,,,"IBA,IEA","IBA,IEA","IDA,IBA,TAS,IEA","IDA,IMP,ISS,IBA,TAS,IC,IEA",,,,,,,,,,,,,,,"IDA,IMP,IEA",,,,"IBA",,,,,,,,,,,,,"IDA,IBA,IEA",,,,"ISS,TAS",,,,,,,"IDA,TAS,IEA",,,,,,,,
"GO:BP","adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway","GO:0007196","false","0.00021420071288003777","3.6691790881290394","9","120","4","21031",,,,,,,"IMP",,,,,,,,,,,,"IEA",,,,,,,,,,,,"IDA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GO:BP","multicellular organismal process","GO:0032501","false","0.00022181223605438507","3.6540145000970266","7669","120","72","21031","TAS","IDA,IMP,TAS","IEP,ISS,IBA,TAS,IEA",,"IDA,ISS,IBA,TAS,IEA","IDA,IBA,TAS","TAS","IDA,IMP,ISS,IBA","IBA","IBA,IEA",,"TAS","IEA","IEA","IEA",,"IDA,IMP,ISS,IBA,TAS",,"IEA","IBA,IEA",,"IMP,ISS,IEA","ISS","IDA,ISS,NAS","IMP,ISS,IBA",,,"IEA",,,"IMP",,"IGI,ISS,IBA,IEA",,"IDA,IMP,ISS,IBA,IEA","IEA",,"ISS,IBA,IEA","IEA",,"NAS",,,"ISS,IBA,IEA","IDA,IMP,ISS,TAS,IEA",,,,,,,,,"TAS,IEA","IEA","IEA",,,"TAS",,,"IEA",,"ISS,TAS",,,,"IMP,ISS,IBA,NAS,IEA","IBA,IEA",,"IDA,IEA",,,"IMP,IEA","IMP,ISS,IBA,IC,IEA",,"ISS,IBA,IEA","IMP,IEP,ISS,TAS,IEA",,"IDA,ISS",,"ISS,IEA","IMP,ISS,IEA","IBA,IEA","IEA","TAS",,"IMP,ISS,IBA","ISS","ISS,ISO,IBA,TAS,NAS,IEA",,,"IBA",,,"IDA,ISS,IBA,IC",,"IDA,ISS,IBA,TAS,IEA","IEA",,"IBA,IEA","IEP,ISS,IBA,IEA","IEA",,"IEA",,,"IDA,IMP,ISS,IEA","IMP,IGI,TAS",,"IMP,ISS","IDA,IMP","ISS,IEA","IEA",,"IBA,IEA","IBA,TAS",,"IGI,ISS,TAS,IEA",,,"IDA,IEA",,"TAS","ISS,IEA",
"GO:BP","positive regulation of cell projection organization","GO:0031346","false","0.00023014457887764384","3.637999250582102","357","120","13","21031",,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,"IGI,ISS,IBA,IEA",,"IDA,IMP",,,"ISS,IEA",,,,,,,"IDA",,,,,,,,,,,"IEA",,,,,,,,,,,,"IMP,IEA","IBA",,,,,,,,,,,,,,"ISS,IEA",,,,"IDA,IEA","ISS","ISS",,,,,,,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,,,,,,,
"GO:BP","monoatomic ion transport","GO:0006811","false","0.0002520029404716973","3.598594391666147","1256","120","24","21031","IEA",,,,,,,,,,"IEA",,,,"IEA",,"ISS,TAS",,,,,"ISS,IEA",,,"ISS",,,,,,,,,,,,,,,,,"ISS,IBA,IEA",,"IBA",,,,"IDA,IBA,TAS,IEA",,,"IEA",,,,,,"ISS,IBA,NAS,IEA",,"ISS,IBA,TAS,IEA",,,,,,,"IEA",,"ISS,IEA",,,,"IBA,IEA","IBA,IEA","IDA,IBA,TAS,IEA","IDA,IMP,ISS,IBA,TAS,IC,IEA",,,,,,,,,,,,,,,"IDA,IMP,ISS,ISO,IEA",,,,"IBA",,,,,,,,,,,,,"IDA,IBA,IEA",,,,"ISS,TAS",,,"IEA",,,,"IDA,IBA,TAS,IEA",,,,,,,,
"GO:BP","inorganic cation transmembrane transport","GO:0098662","false","0.00027003120632769175","3.5685860434233403","808","120","19","21031",,,,,,,,,,,"IEA",,,,"IEA",,"ISS,TAS",,,,,"ISS,IEA",,,"ISS",,,,,,,,,,,,,,,,,"ISS,IBA,IEA",,"IBA",,,,"IBA,TAS,IEA",,,,,,,,,"ISS,IBA,NAS,IEA",,"ISS,IBA,IEA",,,,,,,,,"ISS,IEA",,,,,"IBA,IEA","IDA,IBA,IEA","IDA,IMP,ISS,IBA,IC,IEA",,,,,,,,,,,,,,,"IDA,IMP,IEA",,,,"IBA",,,,,,,,,,,,,"IDA,IBA,IEA",,,,"ISS,TAS",,,,,,,"IDA,TAS,IEA",,,,,,,,
"GO:BP","regulation of cell communication","GO:0010646","false","0.0003042288432959141","3.5167996137858744","3443","120","43","21031","IBA,TAS",,,"IBA","IDA,IMP",,"IBA",,,,,,,,"IEA",,"ISS",,"IBA,IEA",,"IDA,IMP","ISS,IEA",,,"IDA,IMP,IBA",,,"IEA",,"IEA","IBA",,"ISS,IEA",,,,,"ISS,IEA",,,,,,"IDA,ISS,IEA","IMP,ISS",,,,,,"IBA",,"IBA,TAS","ISS,IEA",,,,,,,,,,,,"ISS,IBA",,"IEA",,,"IEA",,,,"IMP",,,,,"ISS,IBA",,"ISS,IBA,IEA",,,,,,,,"ISS,ISO,IBA,NAS,IEA","IBA,TAS",,,,,"IDA,ISS","IEA",,,,,"ISS","IDA,IBA,NAS,IEA","TAS",,"IMP",,"IEA",,"IEA","ISS",,"ISS,IEA","IBA,IEA",,"IBA,TAS,IEA",,,"IEA",,,,"IEA",,,"IBA,IEA"
"GO:BP","calcium ion transmembrane import into cytosol","GO:0097553","false","0.0003389334397490246","3.469885580817278","197","120","10","21031",,,,,,,,,,,,,,,,,"TAS",,,,,,,,"ISS",,,,,,,,,,,,,,,,,"ISS,IBA",,"IBA",,,,,,,,,,,,,,,,,,,,,,,,"ISS,IEA",,,,,"IBA","IBA","IDA,IMP,ISS,IBA,IC,IEA",,,,,,,,,,,,,,,"IDA,IMP",,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GO:BP","G protein-coupled receptor signaling pathway","GO:0007186","false","0.00036200576679390164","3.441284511050201","1281","120","24","21031",,,"IBA,TAS,IEA",,,,"IDA,IMP,IBA,IEA",,,,,"TAS,IEA",,,,,"ISS",,"IMP,IBA,TAS,IEA",,,"ISS,IEA",,,"ISS",,,"IDA,IMP,TAS,IEA",,,"IDA,IBA,IEA",,"IEA",,,,,,,,,,,"ISS,TAS,IEA","IMP",,,,,,,,"IDA,TAS","IEA",,,,"NAS",,,,,,"TAS",,"IDA,IEA",,,,,,,,,,,,,,"ISS",,,,,,,,,,,"TAS",,,,,,"TAS,IEA",,,,"TAS",,,,,,,,,"NAS",,,,,,,,,,,,"IBA,TAS,IEA",,,,"IBA,IEA"
"GO:BP","ionotropic glutamate receptor signaling pathway","GO:0035235","false","0.00037367857011788157","3.4275018075461725","24","120","5","21031","IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,"ISS,ISO,IEA",,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,
"GO:BP","monoatomic cation transmembrane transport","GO:0098655","false","0.0004080470736400465","3.3892897323933626","830","120","19","21031",,,,,,,,,,,"IEA",,,,"IEA",,"ISS,TAS",,,,,"ISS,IEA",,,"ISS",,,,,,,,,,,,,,,,,"ISS,IBA,IEA",,"IBA",,,,"IBA,TAS,IEA",,,,,,,,,"ISS,IBA,NAS,IEA",,"ISS,IBA,IEA",,,,,,,,,"ISS,IEA",,,,,"IBA,IEA","IDA,IBA,IEA","IDA,IMP,ISS,IBA,IC,IEA",,,,,,,,,,,,,,,"IDA,IMP,ISS,ISO,IEA",,,,"IBA",,,,,,,,,,,,,"IDA,IBA,IEA",,,,"ISS,TAS",,,,,,,"IDA,IBA,TAS,IEA",,,,,,,,
"GO:BP","cell junction organization","GO:0034330","false","0.0005250157926251255","3.2798276326953943","759","120","18","21031",,"IDA,IMP",,,,,,,,,,,,"IEA","IEA",,,,,,"IEA",,,,,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,"IBA,IEA",,"IBA",,,,"IBA",,,,,,,,"ISS","IBA,IEA",,,,,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,,,,,,,,"IEA",,,,,,,"IDA,IMP,ISS,IBA,IEA",,,"IDA,IMP,IEP",,"ISS","IEA",,"IBA,IEA",,,"IEA",,,,,,,
"GO:BP","cell adhesion","GO:0007155","true","0.0005452129111102078","3.2634338682490918","1512","120","26","21031",,,,,"IDA",,,,,"IDA",,,,"IEA",,,,"IBA,IEA",,,"IDA,NAS,IEA",,,"IDA,NAS",,,,,,,,,,,,"IBA,IEA",,,,,,,,,"IDA,TAS",,,,,,,,,,"TAS,IEA","IBA,TAS,IEA",,,,,,"IEA",,"IBA","IBA,TAS,IEA",,,"IEA","IBA",,"ISS,IBA,IEA",,,,,,,,,,,,,"IEA",,"NAS,IEA","IMP,IEA","ISS,IBA,IEA",,,,,,,,,,"IEA",,,,,,,,,,"IDA,IMP,ISS,IBA,IEA",,,,"IDA,IEA",,,,,"TAS,IEA",,"TAS,IEA",,,,,"NAS,IEA",,
"GO:BP","central nervous system development","GO:0007417","false","0.0006489329720076778","3.1878001589631446","1035","120","21","21031","TAS","TAS","IEP",,,,,"IDA,ISS,IBA",,,,,,,"IEA",,,,,,,,,"ISS",,,,,,,,,,,,,,"ISS,IBA,IEA",,,"NAS",,,"ISS,IEA","IDA",,,,,,,,,,,,,,,,,,,,,,,"IEA","IEA",,,,,,,,"ISS,IEA",,,,,,"ISS,IEA",,"IEA",,,,,"NAS",,,,,,,,"TAS,IEA","IEA",,"IEA","ISS",,,,,,,,,,,,"IEA",,,,,,,,,,,,
"GO:BP","regulation of signaling","GO:0023051","false","0.0008380173545851781","3.07674698742875","3437","120","42","21031","IBA,TAS",,,"IBA","IDA,IMP",,"IBA",,,,,,,,"IEA",,"ISS",,"IBA,IEA",,"IDA,IMP","ISS,IEA",,,"IDA,IMP,IBA",,,"IEA",,"IEA","IBA",,"ISS,IEA",,,,,"ISS,IEA",,,,,,"IDA,ISS,IEA","IMP,ISS",,,,,,"IBA",,"IBA,TAS","ISS,IEA",,,,,,,,,,,,"ISS,IBA",,"IEA",,,"IEA",,,,,,,,,"ISS,IBA",,"ISS,IBA,IEA",,,,,,,,"ISS,ISO,IBA,NAS,IEA","IBA,TAS",,,,,"IDA,ISS","IEA",,,,,"ISS","IDA,IBA,NAS,IEA","TAS",,"IMP",,"IEA",,"IEA","ISS",,"ISS,IEA","IBA,IEA",,"IBA,TAS,IEA",,,"IEA",,,,"IEA",,,"IBA,IEA"
"GO:BP","homophilic cell adhesion via plasma membrane adhesion molecules","GO:0007156","false","0.0009022645277589786","3.04466611644522","168","120","9","21031",,,,,,,,,,,,,,,,,,"IEA",,,"IDA",,,,,,,,,,,,,,,"IEA",,,,,,,,,"IDA",,,,,,,,,,,"IBA,IEA",,,,,,,,,"IEA",,,,,,"ISS,IBA",,,,,,,,,,,,,,,,,"ISS",,,,,,,,,,,,,,,,,,,,,,,,"IDA",,,,,,,,,,,,,,
"GO:BP","cell-cell adhesion via plasma-membrane adhesion molecules","GO:0098742","false","0.001061836724942346","2.9739422581208834","280","120","11","21031",,,,,,,,,,"IDA",,,,,,,,"IEA",,,"IDA",,,,,,,,,,,,,,,"IEA",,,,,,,,,"IDA",,,,,,,,,,,"IBA,IEA",,,,,,,,,"IBA,IEA",,,,,,"ISS,IBA",,,,,,,,,,,,,,,,,"ISS,IBA",,,,,,,,,,,,,,,,,,,,"IDA,IMP,ISS,IBA,IEA",,,,"IDA",,,,,,,,,,,,,,
"GO:BP","inorganic ion transmembrane transport","GO:0098660","false","0.0013900182601375502","2.8569794945481437","900","120","19","21031",,,,,,,,,,,"IEA",,,,"IEA",,"ISS,TAS",,,,,"ISS,IEA",,,"ISS",,,,,,,,,,,,,,,,,"ISS,IBA,IEA",,"IBA",,,,"IBA,TAS,IEA",,,,,,,,,"ISS,IBA,NAS,IEA",,"ISS,IBA,IEA",,,,,,,,,"ISS,IEA",,,,,"IBA,IEA","IDA,IBA,IEA","IDA,IMP,ISS,IBA,IC,IEA",,,,,,,,,,,,,,,"IDA,IMP,IEA",,,,"IBA",,,,,,,,,,,,,"IDA,IBA,IEA",,,,"ISS,TAS",,,,,,,"IDA,TAS,IEA",,,,,,,,
