gene
KCNT2
LAMA3
DSCAM
GALNT13
CALB2
IQGAP2
OLFM3
LHFPL6
GRM7
VWC2L
B4GALT6
SEZ6L
SORCS3
CNTN6
LRFN2
NRXN1
CSMD1
PTPRE
MARCHF1
SLC24A3
PLD5
NR3C2
RYR3
STARD13
CRIM1
SYNPR
CADM2
NCAM1
CDH10
NEDD4L
FAT3
ZNF804A
PCSK2
DOCK10
ZBTB16
NTRK3
LRP1B
KCNH7
THSD7A
ASIC2
ERBB4
GALNTL6
NLGN1
KCNIP4
NELL1
RGS6
NFIB
PDE4B
ROBO1
PLXNA4
HS6ST3
NCAM2
