"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","PCSK5","ZFHX3","COL25A1","HCRTR2","MDFIC","ADAMTSL1","NFIA","SEMA3E","LRMDA","DLC1","CNTNAP4","TENM1","COL19A1","ADRA1A","NKAIN1","SDK2","MCTP2","HS3ST4","KIAA1217","TLE4","ARSJ","PITPNC1","RYR3","ADAMTSL3","XKR4","RERG","SEMA3A","GARNL3","DSCAML1","KCNK2","TENM3","SEZ6L","ASTN2","AMOTL1","MCC","GRIK3","GAS7","DPP4","RALGPS2","SCN9A","NKAIN3","SORCS3","SGCZ","DIP2A","FGFR1","DCBLD1","DGKG","RXFP1","ZNF385D","ITPR2","DGKH","NPFFR2","TNIK","FRMD3","KCNMB4","GRM5","ASAP2","EPHA5","MCTP1","CNTNAP5","CAMK2D","PTCHD4","ZFPM2","CELF2","LRIG1","MDGA2","CLMP","PCDH15","ROBO2","RNF130","PCDH17","FKBP5","LHFPL3","SPOCK3","CDH10","DPP10","SLC8A1","TBC1D1","ADD3","UTRN","NRXN1","RIPOR2","BCL11B","RASGRP1","TMEFF2","ARHGAP22","TRPM3","CEP126","SLC1A2","LMO3","BRINP3","ALCAM","PLCB4","ARPP21","DOCK4","GRID2","HDAC4","STXBP5","SEC24D","TEAD1","PRKCE","SEL1L3","RAP1GAP2","NRP1","POU6F2","BICD1","ASIC2","GREB1L","CHST11","NOS1AP","NFIB","AOPEP","UST","SLC35F1","CACNA2D3","CADPS","SPARCL1","GRK3","GSG1L","DMD","ERC1","EPHA3","DNAH14","LRP1B","SLC24A2","DDAH1","WWOX","GAB2","PRKG1","BCL11A","STARD13","KCNH5","VWC2L","DOK6","KCNMB2","PDE4B","CNTN4","SLC39A11","MARCHF1","CLSTN2","DPYD","LHFPL6","SLIT3","NKAIN2","GPC5","MEIS2","CDH9","KAZN","MT-CO3"
"GO:CC","plasma membrane protein complex","GO:0098797","false","0.0024911843851483807","2.6035941269440457","718","148","17","22097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,"IBA",,,,"IBA,IEA",,,"IBA,TAS,IEA",,,,,,,,,,,,"IDA,IBA,IEA",,,,,,,,,,,,,,,,,,,,"IBA","IPI,IBA",,,,"IEA",,,,,,,,,,,,"IDA",,,,"ISS,IEA",,"ISS,IEA",,,,,,,,,,,,,,,,,"IBA",,,,,"IDA,TAS,NAS,IEA",,,,,,,,,,,,,"IBA,IEA",,"IDA,IBA,IEA","ISS,IEA",,,,,,,,,,,"IBA",,
"GO:CC","astrocyte projection","GO:0097449","false","0.003213406640989389","2.4930343131153734","20","148","4","22097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GO:CC","axon","GO:0030424","false","0.0032766794727392733","2.484566039554119","656","148","16","22097",,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,"IBA","IEA","IEA",,,,,"ISS",,,,"ISS",,,,,,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,"ISS",,,,,,,,"ISS,IBA",,,,"ISS",,,,,,,,"IEA",,,"ISS,IEA",,,,,,,,,,,,"ISS,IBA,IEA",,,,,,,"ISS,IEA",,,,,,,,,"IEA",,,,,,,,,,,,,,,,,"IBA,NAS",,,,,,,,,,,,
"GO:CC","transmembrane transporter complex","GO:1902495","false","0.0036496845795734407","2.4377446673983134","445","148","13","22097",,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,,"IEA",,,,,,"IBA",,,,"IBA,IEA",,,,,,,,,,,,,,,"IDA,IBA,IEA",,,,,,,,,,,,,,,,,,,,,"IPI,IBA",,,,,,,,,,,,,,,,,,,,"ISS,IEA",,"ISS,IEA",,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,"IEA","IBA,IEA",,"IDA,IBA,IEA","ISS,IEA",,,,,,,,,,,,,
"GO:CC","cation channel complex","GO:0034703","false","0.0041511605286710385","2.3818304717845735","207","148","9","22097",,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,,"IEA",,,,,,"IBA",,,,"IBA,IEA",,,,,,,,,,,,,,,"IDA,IBA,IEA",,,,,,,,,,,,,,,,,,,,,"IPI,IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,"IDA,IBA,IEA","ISS,IEA",,,,,,,,,,,,,
"GO:CC","presynaptic membrane","GO:0042734","false","0.00617429187882693","2.2094128438581895","166","148","8","22097",,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,"IEA",,,,,,"ISS,TAS,IEA",,,,,,,,"IDA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TAS,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,
"GO:CC","transporter complex","GO:1990351","false","0.0067967067898528155","2.167701465151394","472","148","13","22097",,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,,"IEA",,,,,,"IBA",,,,"IBA,IEA",,,,,,,,,,,,,,,"IDA,IBA,IEA",,,,,,,,,,,,,,,,,,,,,"IPI,IBA",,,,,,,,,,,,,,,,,,,,"ISS,IEA",,"ISS,IEA",,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,"IEA","IBA,IEA",,"IDA,IBA,IEA","ISS,IEA",,,,,,,,,,,,,
"GO:CC","postsynaptic specialization membrane","GO:0099634","false","0.006891641130127062","2.1616773457427856","122","148","7","22097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,"IEA",,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,
"GO:CC","postsynaptic density membrane","GO:0098839","false","0.022854284047244044","1.6410323792401704","101","148","6","22097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,"IEA",,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,
"GO:CC","dendrite","GO:0030425","false","0.029128806984393553","1.5356773022142403","622","148","14","22097",,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,"ISS",,,,,,,,"ISS,IEA",,,,,,,,,,,,"IEA",,"IDA,IBA,IEA",,,,,,,,,,,,,,,,,,,"ISS",,,,,,,,,,,,,,"IBA,IEA","IEA","IEA",,,"ISS,IEA",,,,,,,,,,,"IEA",,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,"IEA",,,,"IEA",,,,,,,,,
"GO:CC","dendritic tree","GO:0097447","false","0.03013596658098916","1.5209148744115066","624","148","14","22097",,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,"ISS",,,,,,,,"ISS,IEA",,,,,,,,,,,,"IEA",,"IDA,IBA,IEA",,,,,,,,,,,,,,,,,,,"ISS",,,,,,,,,,,,,,"IBA,IEA","IEA","IEA",,,"ISS,IEA",,,,,,,,,,,"IEA",,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,"IEA",,,,"IEA",,,,,,,,,
"GO:CC","glial cell projection","GO:0097386","false","0.04457926865151565","1.3508670606475366","38","148","4","22097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KEGG","Axon guidance","KEGG:04360","false","0.0042568421876668875","2.3709124499628342","181","63","8","8484",,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,"KEGG",,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,
"KEGG","Glutamatergic synapse","KEGG:04724","false","0.01605126570252598","1.7944907161594374","115","63","6","8484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,"KEGG",,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KEGG","cGMP-PKG signaling pathway","KEGG:04022","false","0.016095584117426915","1.7932932579114422","164","63","7","8484",,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,"KEGG",,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,
"KEGG","Vascular smooth muscle contraction","KEGG:04270","false","0.03526193575835323","1.4526938501168096","133","63","6","8484",,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,
"KEGG","Calcium signaling pathway","KEGG:04020","false","0.04050715697510295","1.39246823702755","251","63","8","8484",,,,,,,,,,,,,,"KEGG",,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,"KEGG",,,,,,"KEGG",,,,,"KEGG",,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KEGG","Apelin signaling pathway","KEGG:04371","false","0.04293318761590031","1.3672068657110354","138","63","6","8484",,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,"KEGG",,,,"KEGG",,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KEGG","Salivary secretion","KEGG:04970","false","0.044565115994728136","1.351004958751228","91","63","5","8484",,,,,,,,,,,,,,"KEGG",,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,
"REAC","Effects of PIP2 hydrolysis","REAC:R-HSA-114508","false","0.0010435837863273026","2.9814726769494366","27","90","5","10842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,"REAC","REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,,,,,,,,,,,,,,,"REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"REAC","G alpha (q) signalling events","REAC:R-HSA-416476","false","0.0042712191206558114","2.369448147971293","213","90","10","10842",,,,"REAC",,,,,,,,,,"REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,"REAC","REAC","REAC",,,,"REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,,,,,,,"REAC",,,,,,,,"REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WP","Hippo signaling regulation pathways","WP:WP4540","false","0.015277180688567753","1.81595678478976","98","64","6","8286",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP",,,,,,,,,,,,,,,,,,"WP",,,,,,,"WP","WP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP",,
"WP","Myometrial relaxation and contraction pathways","WP:WP289","false","0.02580848312716703","1.5882375200148313","154","64","7","8286",,,,,,,,,,,,,,,,,,,,,,,"WP",,,,,,,,,,,,,,,,,,,,,,,,,"WP",,"WP",,,,,,,,,,,"WP",,,,,,,,,,,,,,,,"WP",,,,,,,,,,,,,,,,,,,,,,,,"WP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP",,,,,,,,,,,,,
"TF","Factor: ETF; motif: GVGGMGG; match class: 1","TF:M00695_1","false","5.750549091377936e-9","8.240290684706872","7249","149","96","20045","TF","TF",,,"TF",,"TF",,"TF","TF",,,"TF",,"TF","TF",,"TF",,"TF",,"TF",,"TF","TF","TF",,,"TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF",,"TF","TF","TF",,,"TF","TF","TF",,,"TF","TF","TF","TF","TF",,,"TF",,"TF","TF","TF","TF",,,,"TF","TF",,"TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF","TF",,,"TF","TF",,,"TF","TF",,,,"TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF",,"TF","TF",,"TF",,"TF","TF",,"TF",,"TF","TF","TF","TF","TF",,"TF",,,"TF",,,"TF",,"TF","TF","TF","TF","TF",,,"TF"
"TF","Factor: ETF; motif: GVGGMGG","TF:M00695","false","0.000016511802824575853","4.7822055061423905","10745","149","114","20045","TF","TF",,,"TF",,"TF",,"TF","TF",,,"TF",,"TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF",,,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,,"TF",,"TF","TF","TF","TF",,,"TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF",,"TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF",,,"TF",,"TF","TF","TF","TF","TF",,,"TF"
"TF","Factor: ZF5; motif: NGAGCGCGC","TF:M10111","false","0.00011876814175655017","3.9253000384358505","2734","149","46","20045",,,"TF",,,,,,,"TF",,,"TF",,,,,"TF",,,,,,"TF","TF","TF",,,"TF","TF",,,"TF","TF",,"TF","TF",,"TF",,,,,"TF","TF",,,,,,,,,"TF","TF",,"TF","TF",,"TF",,,"TF",,"TF","TF",,,,"TF",,,,"TF",,"TF","TF","TF",,"TF",,,,"TF","TF",,"TF",,,,,,"TF",,"TF",,,"TF",,,,,,,,"TF",,,"TF",,,,,,"TF",,,"TF","TF",,,,,,,,,"TF",,"TF","TF",,,,,,,,,,,,,"TF",,"TF",,,
"TF","Factor: ZNF93; motif: GGYAGCRGCAGCGGYG","TF:M12742","false","0.00027385105112718493","3.5624855877720405","2618","149","44","20045","TF","TF",,,,,,,"TF",,,,"TF",,"TF","TF",,"TF",,"TF",,"TF",,,"TF",,,,,"TF",,,"TF",,"TF",,,,"TF",,"TF","TF",,,,,,,,,,,,,"TF",,"TF",,,,,,"TF","TF",,"TF",,,,,"TF",,"TF",,,,,,"TF",,,,"TF",,,,,,,,,"TF",,,,,"TF","TF",,"TF",,"TF",,,,,,,"TF",,,,"TF",,,"TF",,"TF","TF",,"TF",,,"TF",,"TF",,,"TF","TF",,,,,,,,,,"TF",,,"TF","TF","TF",,,,
"TF","Factor: ZXDL; motif: GSGSCNNGGGMRGCNCCGGGS; match class: 1","TF:M12722_1","false","0.00044083486118434674","3.355724068826546","6868","149","82","20045","TF","TF",,,,,"TF",,"TF","TF",,,"TF",,,"TF","TF","TF",,"TF",,"TF",,,"TF",,,,"TF","TF",,"TF","TF",,"TF","TF","TF",,"TF",,"TF",,,"TF","TF","TF",,,,"TF","TF",,,"TF","TF",,"TF",,,,,,"TF","TF","TF","TF",,,"TF","TF",,"TF","TF",,,"TF","TF","TF","TF","TF","TF",,"TF",,"TF",,,,"TF",,,"TF","TF",,,"TF","TF","TF",,"TF","TF","TF","TF",,,"TF",,"TF","TF","TF","TF",,"TF",,"TF","TF",,"TF","TF",,"TF",,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF",,"TF",,,"TF",,,"TF",,,"TF","TF","TF",,,"TF",
"TF","Factor: E2F; motif: GGCGSG; match class: 1","TF:M00803_1","false","0.0005623363411009324","3.2500038492140386","10535","149","109","20045",,"TF",,,"TF",,"TF",,"TF","TF",,,"TF",,"TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,,,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF",,,"TF","TF","TF","TF",,"TF","TF",,,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF",,"TF",,"TF",,"TF","TF","TF","TF","TF",,"TF","TF",,"TF",,"TF","TF",,,"TF","TF","TF","TF","TF","TF","TF",,"TF",
"TF","Factor: E2F-2; motif: GCGCGCGCGYW; match class: 1","TF:M11531_1","false","0.0006559279423623195","3.1831438678702098","12708","149","123","20045","TF","TF","TF",,"TF",,"TF",,"TF","TF",,,"TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF",,,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF",,,"TF","TF","TF","TF","TF","TF","TF",,"TF",
"TF","Factor: MAZ; motif: GGGGGAGGGGGNGRGRRRGNRG; match class: 1","TF:M09984_1","false","0.000893681485160936","3.0488172394645687","5755","149","72","20045","TF","TF",,,"TF",,"TF",,"TF","TF",,,,,"TF","TF",,"TF",,,"TF","TF",,"TF","TF",,,,"TF","TF",,"TF",,"TF",,"TF",,"TF","TF","TF","TF","TF",,,"TF","TF",,,,,"TF",,"TF","TF","TF",,"TF",,,,,,"TF",,,"TF","TF",,"TF",,,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,,"TF",,,"TF",,,,"TF","TF","TF","TF",,,,"TF",,,,"TF","TF","TF","TF",,,,"TF",,,,,"TF",,"TF","TF",,"TF",,,"TF",,,,,,,"TF","TF","TF","TF","TF",,"TF","TF",,"TF",,,,"TF","TF",,"TF",,"TF",,,
"TF","Factor: ZNF138; motif: GCAGCRSCNSGSNCMGSGCS; match class: 1","TF:M13144_1","false","0.0014056489429941387","2.852123129641511","5699","149","71","20045","TF","TF",,,,,"TF",,"TF",,,,,,"TF","TF",,"TF",,,,"TF","TF","TF","TF",,,,,"TF",,"TF","TF",,,"TF",,,"TF",,"TF","TF",,"TF","TF","TF","TF",,,,,,,"TF","TF","TF","TF","TF",,,,,,"TF","TF","TF","TF",,,"TF",,"TF","TF","TF",,"TF",,"TF","TF","TF","TF",,"TF",,,,,,,,,,"TF",,,,"TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF",,,"TF",,"TF","TF",,"TF","TF",,,,"TF",,"TF","TF",,"TF","TF","TF",,"TF",,"TF",,,"TF",,,"TF",,,"TF","TF",,,,"TF",
"TF","Factor: MAZ; motif: GGGGGAGGGGGNGRGRRRGNRG","TF:M09984","false","0.0015709107234068835","2.803848495694253","9841","149","103","20045","TF","TF","TF",,"TF",,"TF",,"TF","TF","TF",,,"TF","TF","TF","TF","TF",,,"TF","TF","TF","TF","TF",,,,"TF","TF",,"TF",,"TF",,"TF","TF","TF","TF","TF","TF","TF",,,"TF","TF",,,,"TF","TF",,"TF","TF","TF",,"TF",,,,"TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF",,,"TF","TF",,"TF",,"TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF",,"TF",,,"TF","TF",,,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,,"TF","TF","TF","TF",,"TF",,,
"TF","Factor: ZF5; motif: NRNGNGCGCGCWN; match class: 1","TF:M00333_1","false","0.0028164489487757225","2.5502981164207967","12784","149","122","20045","TF","TF","TF",,"TF",,"TF","TF","TF","TF",,,"TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF",,,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF",,,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF",,"TF","TF",,,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,,"TF","TF","TF","TF","TF","TF","TF",,"TF",
"TF","Factor: E2F; motif: NNTTTCGCGCN","TF:M08875","false","0.0030534167145018494","2.515213921394515","6410","149","76","20045","TF",,"TF",,"TF",,"TF",,,,,,,,,,,"TF",,"TF","TF","TF",,"TF","TF",,,,"TF",,,,,"TF","TF","TF","TF",,,,"TF","TF",,,,"TF","TF",,"TF","TF",,,"TF","TF","TF","TF",,,,"TF",,,"TF","TF",,"TF","TF",,"TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF",,"TF",,"TF","TF",,,"TF",,,,,,,"TF","TF","TF","TF",,"TF","TF","TF",,,"TF",,,"TF","TF",,"TF",,"TF",,"TF","TF",,,"TF",,"TF","TF","TF",,"TF","TF",,"TF","TF",,"TF","TF",,"TF",,"TF","TF",,,"TF","TF","TF",,"TF",,"TF",,,
"TF","Factor: ZNF138; motif: GCAGCRSCNSGSNCMGSGCS","TF:M13144","false","0.004013382920937445","2.396489401812028","9856","149","102","20045","TF","TF",,,"TF",,"TF",,"TF",,"TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,,,"TF","TF",,"TF","TF","TF","TF","TF",,,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,,,,"TF","TF","TF","TF","TF",,,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF",,,,,"TF",,,"TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF",,,"TF",,"TF","TF",,"TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF",,"TF","TF",,,"TF","TF","TF","TF","TF",,,,"TF",
"TF","Factor: DB1; motif: GGRRRRGRRGGAGGGGGNGRRR","TF:M10107","false","0.005527377560962881","2.2574808688645143","6014","149","72","20045","TF","TF","TF",,"TF",,"TF",,,,"TF",,,,,"TF",,"TF",,,"TF","TF","TF",,"TF",,,,"TF","TF",,"TF",,,"TF","TF",,,"TF","TF","TF","TF",,"TF",,,,,,"TF","TF",,"TF","TF","TF",,"TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF",,"TF",,,"TF","TF","TF","TF","TF",,"TF",,"TF",,,"TF",,,,,,,"TF","TF","TF","TF",,,,"TF",,,,"TF","TF","TF","TF",,,"TF","TF","TF","TF",,,"TF",,"TF","TF",,"TF",,,"TF",,,,,,,,,"TF","TF","TF",,"TF","TF",,,"TF",,,"TF","TF",,,,"TF",,,
"TF","Factor: E2F1; motif: NNNNNGCGSSAAAN","TF:M08874","false","0.007289206997686576","2.1373197165739115","7418","149","83","20045",,,"TF",,,,"TF",,,"TF",,,,,,,,"TF",,"TF",,"TF",,"TF","TF","TF",,,"TF","TF",,"TF",,"TF","TF","TF","TF",,,,"TF","TF","TF","TF",,"TF",,,"TF","TF","TF","TF","TF","TF","TF","TF",,,,"TF",,,,"TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF",,"TF",,"TF","TF",,"TF","TF","TF",,,,,,"TF","TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF",,"TF",,"TF","TF",,,"TF",,"TF","TF","TF",,,"TF",,"TF",,,,"TF","TF","TF",,"TF","TF",,,"TF","TF",,"TF","TF",,"TF",,,
"TF","Factor: DB1; motif: GGRRRRGRRGGAGGGGGNGRRR; match class: 1","TF:M10107_1","false","0.008945654461850286","2.048387881058277","2764","149","42","20045",,,,,"TF",,"TF",,,,"TF",,,,,"TF",,"TF",,,"TF",,,,"TF",,,,,"TF",,"TF",,,"TF",,,,"TF","TF",,"TF",,,,,,,,"TF","TF",,"TF","TF","TF",,"TF",,,,,,"TF","TF",,"TF",,,"TF",,,,"TF","TF",,"TF",,"TF",,,,,"TF",,,,,,,"TF",,"TF",,,,,,,,,"TF","TF","TF","TF",,,,,,,,,"TF",,"TF",,,"TF",,,,,,,,,,,,"TF",,"TF",,"TF","TF",,,,,,,,,,,"TF",,,
"TF","Factor: WT1; motif: RGGNGGGGGAGGRGGNGGRG","TF:M10108","false","0.010570956685628682","1.9758857066861413","6724","149","77","20045","TF","TF","TF",,"TF",,"TF",,"TF","TF",,,,,,"TF",,"TF",,,"TF","TF","TF",,"TF",,,,"TF","TF",,"TF","TF","TF","TF",,,"TF","TF","TF",,"TF",,"TF","TF",,,,,"TF",,,"TF","TF","TF","TF","TF",,,"TF","TF",,"TF",,,"TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF",,,"TF",,"TF",,,,"TF",,,"TF",,,,,"TF",,,,,"TF","TF","TF",,,"TF","TF","TF","TF",,,"TF",,"TF","TF",,"TF",,,"TF",,,,,"TF",,"TF",,"TF","TF","TF",,"TF","TF",,,"TF",,"TF","TF","TF",,,"TF","TF",,,
