"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","PCSK5","ZFHX3","COL25A1","HCRTR2","MDFIC","ADAMTSL1","NFIA","SEMA3E","LRMDA","DLC1","CNTNAP4","TENM1","COL19A1","ADRA1A","NKAIN1","SDK2","MCTP2","HS3ST4","KIAA1217","TLE4","ARSJ","PITPNC1","RYR3","ADAMTSL3","XKR4","RERG","SEMA3A","GARNL3","DSCAML1","KCNK2","TENM3","SEZ6L","ASTN2","AMOTL1","MCC","GRIK3","GAS7","DPP4","RALGPS2","SCN9A","NKAIN3","SORCS3","SGCZ","DIP2A","FGFR1","DCBLD1","DGKG","RXFP1","ZNF385D","ITPR2","DGKH","NPFFR2","TNIK","FRMD3","KCNMB4","GRM5","ASAP2","EPHA5","MCTP1","CNTNAP5","CAMK2D","PTCHD4","ZFPM2","CELF2","LRIG1","MDGA2","CLMP","PCDH15","ROBO2","RNF130","PCDH17","FKBP5","LHFPL3","SPOCK3","CDH10","DPP10","SLC8A1","TBC1D1","ADD3","UTRN","NRXN1","RIPOR2","BCL11B","RASGRP1","TMEFF2","ARHGAP22","TRPM3","CEP126","SLC1A2","LMO3","BRINP3","ALCAM","PLCB4","ARPP21","DOCK4","GRID2","HDAC4","STXBP5","SEC24D","TEAD1","PRKCE","SEL1L3","RAP1GAP2","NRP1","POU6F2","BICD1","ASIC2","GREB1L","CHST11","NOS1AP","NFIB","AOPEP","UST","SLC35F1","CACNA2D3","CADPS","SPARCL1","GRK3","GSG1L","DMD","ERC1","EPHA3","DNAH14","LRP1B","SLC24A2","DDAH1","WWOX","GAB2","PRKG1","BCL11A","STARD13","KCNH5","VWC2L","DOK6","KCNMB2","PDE4B","CNTN4","SLC39A11","MARCHF1","CLSTN2","DPYD","LHFPL6","SLIT3","NKAIN2","GPC5","MEIS2","CDH9","KAZN","MT-CO3"
"GO:MF","calcium ion binding","GO:0005509","true","0.00012024378561386924","3.91993735938943","726","142","20","20212",,,,,,,,,,,,,,,,,"IDA,IBA",,,,,,"IEA",,,,,,,,,,"IDA",,"IEA",,,,,,,,,,,,"IEA",,,"IBA",,,,,,,,,"IDA,IBA",,,,,,,,,"IEA",,,"IEA",,,"IEA","IBA,IEA",,"ISS",,,,"ISS",,,"IMP,TAS,IEA",,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,"IEA",,,,,,,,,,,,,,,,"IEA",,,"NAS,IEA",,,,"IBA,IEA",,
"GO:MF","metal ion transmembrane transporter activity","GO:0046873","true","0.0003889836501800534","3.410068652622386","445","142","15","20212",,,,,,,,,,,,,,,,,,,,,,,"IMP,ISS,IBA,TAS,IEA",,,,,,,"ISS,IBA,IEA",,,,,,"IDA,IBA",,,,"IDA,IBA,TAS,IEA",,,,,,,,,,"ISS,IBA,TAS,IEA",,,,,"IDA,IBA,IEA",,,,,,,,,,,,,,,,,,,,,,"IDA,IMP,IBA,TAS,IEA",,,,,,,,,,"IDA,TAS,IEA",,"IDA,IBA,TAS,IEA",,,,,,,,,,,,,,,,,,"IBA,TAS,IEA",,,,,,,,"IBA,IEA",,,,,,,,,,"IDA,IBA,TAS,IEA",,,,,,,"IBA,IEA",,,"IDA,IBA,IEA",,,"ISS,IBA,IEA",,,,,,,,,,,
"GO:MF","inorganic cation transmembrane transporter activity","GO:0022890","false","0.001727525701037773","2.762575482746323","569","142","16","20212",,,,,,,,,,,,,,,,,,,,,,,"IMP,ISS,IBA,TAS,IEA",,,,,,,"ISS,IBA,IEA",,,,,,"IDA,IBA",,,,"IDA,IBA,TAS,IEA",,,,,,,,,,"ISS,IBA,TAS,IEA",,,,,"IDA,IBA,IEA",,,,,,,,,,,,,,,,,,,,,,"IDA,IMP,IBA,TAS,IEA",,,,,,,,,,"IDA,TAS,IEA",,"IDA,IBA,TAS,IEA",,,,,,,,,,,,,,,,,,"IBA,TAS,IEA",,,,,,,,"IBA,IEA",,,,,,,,,,"IDA,IBA,TAS,IEA",,,,,,,"IBA,IEA",,,"IDA,IBA,IEA",,,"ISS,IBA,IEA",,,,,,,,,,,"IBA,IEA"
"GO:MF","monoatomic cation channel activity","GO:0005261","false","0.003076548925455278","2.5119361740632593","336","142","12","20212",,,,,,,,,,,,,,,,,,,,,,,"IMP,ISS,IBA,TAS,IEA",,,,,,,"ISS,IBA,IEA",,,,,,"IDA,IBA",,,,"IDA,IBA,TAS,IEA",,,,,,,,,,"ISS,IBA,TAS,IEA",,,,,"IDA,IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDA,IBA,TAS,IEA",,,,,,,,,,,,,,,,,,,,"IBA,TAS,IEA",,,,,,,,"IBA,IEA",,,,,,,,,,"IBA,IEA",,,,,,,"IBA,IEA",,,"IDA,IBA,IEA",,,,,,,,,,,,,,
"GO:MF","monoatomic cation transmembrane transporter activity","GO:0008324","false","0.004009486552355417","2.3969112387902585","608","142","16","20212",,,,,,,,,,,,,,,,,,,,,,,"IMP,ISS,IBA,TAS,IEA",,,,,,,"ISS,IBA,IEA",,,,,,"IDA,IBA",,,,"IDA,IBA,TAS,IEA",,,,,,,,,,"ISS,IBA,TAS,IEA",,,,,"IDA,IBA,IEA",,,,,,,,,,,,,,,,,,,,,,"IDA,IMP,IBA,TAS,IEA",,,,,,,,,,"IDA,IBA,TAS,IEA",,"IDA,IBA,TAS,IEA",,,,,,,,,,,,,,,,,,"IBA,TAS,IEA",,,,,,,,"IBA,IEA",,,,,,,,,,"IDA,IBA,TAS,IEA",,,,,,,"IBA,IEA",,,"IDA,IBA,IEA",,,"ISS,IBA,IEA",,,,,,,,,,,"IBA,IEA"
"GO:MF","ion channel regulator activity","GO:0099106","true","0.00519365969697933","2.2845265099561978","143","142","8","20212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISS",,,,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,"IDA",,,,,,,,,,,,,,,"ISS,IBA",,,,,"ISS,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDA",,,,,,"IBA,TAS,IEA","ISS,IEA",,,,,,,,,,,,,
"GO:MF","channel regulator activity","GO:0016247","false","0.006684636413746578","2.174922209613331","148","142","8","20212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISS",,,,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,"IDA",,,,,,,,,,,,,,,"ISS,IBA",,,,,"ISS,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDA",,,,,,"IBA,TAS,IEA","ISS,IEA",,,,,,,,,,,,,
"GO:MF","transporter regulator activity","GO:0141108","false","0.006684636413746578","2.174922209613331","148","142","8","20212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISS",,,,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,"IDA",,,,,,,,,,,,,,,"ISS,IBA",,,,,"ISS,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDA",,,,,,"IBA,TAS,IEA","ISS,IEA",,,,,,,,,,,,,
"GO:MF","monoatomic ion transmembrane transporter activity","GO:0015075","false","0.009466989207786661","2.0237881179709687","727","142","17","20212",,,,,,,,,,,,,,,,,,,,,,,"IMP,ISS,IBA,TAS,IEA",,,,,,,"ISS,IBA,IEA",,,,,,"IDA,ISS,IBA,IEA",,,,"IDA,IBA,TAS,IEA",,,,,,,,,,"ISS,IBA,TAS,IEA",,,,,"IDA,IBA,IEA",,,,,,,,,,,,,,,,,,,,,,"IDA,IMP,IBA,TAS,IEA",,,,,,,,,,"IDA,IBA,TAS,IEA",,"IDA,IBA,TAS,IEA",,,,,,,"IBA,IEA",,,,,,,,,,,"IBA,TAS,IEA",,,,,,,,"IBA,IEA",,,,,,,,,,"IDA,IBA,TAS,IEA",,,,,,,"IBA,IEA",,,"IDA,IBA,IEA",,,"ISS,IBA,IEA",,,,,,,,,,,"IBA,IEA"
"GO:MF","gated channel activity","GO:0022836","false","0.009605356406565098","2.0174865160149014","315","142","11","20212",,,,,,,,,,,,,,,,,,,,,,,"IMP,ISS,IBA,TAS,IEA",,,,,,,"ISS,IBA,IEA",,,,,,"IDA,ISS,IBA,IEA",,,,"IBA",,,,,,,,,,"ISS,IBA,TAS,IEA",,,,,"IDA,IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,"IBA,TAS,IEA",,,,,,,,"IBA",,,,,,,,,,,,,,,,,"IBA,IEA",,,"IDA,IBA,IEA",,,,,,,,,,,,,,
"GO:MF","monoatomic ion channel activity","GO:0005216","false","0.010353763399274766","1.9849017635924697","444","142","13","20212",,,,,,,,,,,,,,,,,,,,,,,"IMP,ISS,IBA,TAS,IEA",,,,,,,"ISS,IBA,IEA",,,,,,"IDA,ISS,IBA,IEA",,,,"IDA,IBA,TAS,IEA",,,,,,,,,,"ISS,IBA,TAS,IEA",,,,,"IDA,IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDA,IBA,TAS,IEA",,,,,,,,,"IBA,IEA",,,,,,,,,,,"IBA,TAS,IEA",,,,,,,,"IBA,IEA",,,,,,,,,,"IBA,IEA",,,,,,,"IBA,IEA",,,"IDA,IBA,IEA",,,,,,,,,,,,,,
"GO:MF","GTPase activator activity","GO:0005096","true","0.014904161476704588","1.8266924527936537","271","142","10","20212",,,,,,,,,,"IMP,IBA,TAS",,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,"IBA,TAS,IEA",,,,,,,,,"IEA",,,"IBA",,,,,"EXP,IBA,IEA","IMP",,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA,TAS,IEA",,,,,,,,,,,,,,,,,,
"GO:MF","inorganic molecular entity transmembrane transporter activity","GO:0015318","false","0.01973423830663926","1.704779631650397","692","142","16","20212",,,,,,,,,,,,,,,,,,,,,,,"IMP,ISS,IBA,TAS,IEA",,,,,,,"ISS,IBA,IEA",,,,,,"IDA,IBA",,,,"IDA,IBA,TAS,IEA",,,,,,,,,,"ISS,IBA,TAS,IEA",,,,,"IDA,IBA,IEA",,,,,,,,,,,,,,,,,,,,,,"IDA,IMP,IBA,TAS,IEA",,,,,,,,,,"IDA,TAS,IEA",,"IDA,IBA,TAS,IEA",,,,,,,,,,,,,,,,,,"IBA,TAS,IEA",,,,,,,,"IBA,IEA",,,,,,,,,,"IDA,IBA,TAS,IEA",,,,,,,"IBA,IEA",,,"IDA,IBA,IEA",,,"ISS,IBA,IEA",,,,,,,,,,,"IBA,IEA"
"GO:MF","channel activity","GO:0015267","false","0.04078337475734818","1.3895168399150928","507","142","13","20212",,,,,,,,,,,,,,,,,,,,,,,"IMP,ISS,IBA,TAS,IEA",,,,,,,"ISS,IBA,IEA",,,,,,"IDA,ISS,IBA,IEA",,,,"IDA,IBA,TAS,IEA",,,,,,,,,,"ISS,IBA,TAS,IEA",,,,,"IDA,IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDA,IBA,TAS,IEA",,,,,,,,,"IBA,IEA",,,,,,,,,,,"IBA,TAS,IEA",,,,,,,,"IBA,IEA",,,,,,,,,,"IBA,IEA",,,,,,,"IBA,IEA",,,"IDA,IBA,IEA",,,,,,,,,,,,,,
"GO:MF","passive transmembrane transporter activity","GO:0022803","false","0.041605254839814795","1.3808518135124759","508","142","13","20212",,,,,,,,,,,,,,,,,,,,,,,"IMP,ISS,IBA,TAS,IEA",,,,,,,"ISS,IBA,IEA",,,,,,"IDA,ISS,IBA,IEA",,,,"IDA,IBA,TAS,IEA",,,,,,,,,,"ISS,IBA,TAS,IEA",,,,,"IDA,IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDA,IBA,TAS,IEA",,,,,,,,,"IBA,IEA",,,,,,,,,,,"IBA,TAS,IEA",,,,,,,,"IBA,IEA",,,,,,,,,,"IBA,IEA",,,,,,,"IBA,IEA",,,"IDA,IBA,IEA",,,,,,,,,,,,,,
"GO:BP","system development","GO:0048731","true","2.1402165752865507e-9","8.669542276794399","3973","143","64","21031","IMP,ISS,IEA","IBA,IEA",,,,"IEA","IEA","IDA,ISS,IBA,IEA",,"ISS",,"IBA,TAS","TAS","IEA",,"ISS,IEA",,,"ISS",,,,,,,,"IDA,IMP,ISS,IBA,TAS,IEA",,"IDA,IBA,NAS,IEA","IEA","IMP,ISS,IBA","IBA","IBA,IEA","IBA",,,"IBA,IEA",,,,,,"IBA","ISS,IEA","IMP,TAS,IEA",,"IEA","IEA",,,,,"IDA,IBA,IEA",,,"IEA",,"IEP,ISS,IBA,IEA",,,,,"IMP,ISS,IBA,IEA",,"IEA","ISS,IBA","IMP","IEA","IDA,IMP,IEP,ISS,NAS,IEA",,"IEA",,,,,,"ISS",,,,"IGI,ISS,TAS,NAS,IEA","IEA","IEA",,,"IEA",,,"IEA",,"ISS,IBA,IEA","ISS,IEA",,,,"IMP,ISS,IEA","TAS,IEA",,,,,,,"IMP,ISS,IBA,TAS,NAS,IEA","TAS",,"TAS,IEA","IDA,IMP,IBA,IEA","IEA",,"IMP,ISS,IEA",,"IEA",,,,,,,"IMP,IBA,IEA",,"IMP,ISS,IBA",,,,"IEA","ISS,IEA",,"IEA","IDA,IMP,ISS,IBA,IEA","IMP,IGI",,"IEA",,,,"IMP,ISS,IBA,TAS,IEA",,,"IBA,IEA",,,"IDA,IEP,ISS,IBA,IEA",,,"IBA,IEA","IEA",,
"GO:BP","multicellular organism development","GO:0007275","false","2.4521445279103105e-8","7.610453936346058","4643","143","68","21031","IMP,ISS,IEA","IBA,IEA",,,,"IEA","IEA","IDA,ISS,IBA,IEA",,"ISS",,"IBA,TAS","TAS","IEA",,"ISS,IEA",,,"ISS",,,,,,,,"IDA,IMP,ISS,IBA,TAS,IEA",,"IDA,IBA,NAS,IEA","IEA","IMP,ISS,IBA","IBA","IBA,IEA","IBA",,,"IBA,IEA",,,"IEA",,,"IBA","ISS,IEA","IMP,TAS,IEA",,"IEA","IEA",,,,,"IDA,IBA,IEA",,,"IEA",,"IEP,ISS,IBA,IEA",,,,,"IMP,ISS,IBA,IEA",,"IEA","ISS,IBA","IMP","IEA","IDA,IMP,IEP,ISS,NAS,IEA",,"IEA",,,,,,"IMP,ISS",,,,"IGI,ISS,TAS,NAS,IEA","IEA","IEA","IEA",,"IEA",,,"IEA",,"ISS,IBA,IEA","ISS,IEA",,,,"IMP,ISS,IEA","TAS,IEA",,"IEA","IBA",,,,"IMP,ISS,IBA,TAS,NAS,IEA","TAS",,"TAS,IEA","IDA,IMP,IBA,IEA","IEA",,"IMP,ISS,IEA",,"IEA",,,,,,,"IMP,IBA,IEA",,"IMP,ISS,IBA",,,,"IEA","ISS,IEA",,"IEA","IDA,IMP,ISS,IBA,IEA","IMP,IGI",,"IEA",,,,"IMP,ISS,IBA,TAS,IEA",,,"IBA,IEA",,,"IDA,IEP,ISS,IBA,IEA",,,"ISS,IBA,IEA","IEA",,
"GO:BP","nervous system development","GO:0007399","false","8.205694711074645e-8","7.085884644785877","2531","143","47","21031",,"IBA,IEA",,,,"IEA","IEA","IDA,IBA,IEA",,"ISS",,"IBA,TAS",,,,"ISS,IEA",,,,,,,,,,,"IDA,IMP,ISS,IBA,TAS,IEA",,"IDA,IBA,NAS,IEA",,"ISS,IBA","IBA","IBA,IEA",,,,"IBA,IEA",,,,,,,"ISS,IEA","IMP,TAS,IEA",,"IEA",,,,,,"IDA,IBA,IEA",,,"IEA",,"IEP,ISS,IBA,IEA",,,,,,,"IEA","ISS,IBA",,"IEA","IDA,IEP,ISS,NAS,IEA",,"IEA",,,,,,,,,,"IGI,ISS,TAS,NAS,IEA","IEA","IEA",,,,,,"IEA",,"ISS,IBA,IEA","ISS,IEA",,,,"IMP,ISS,IEA","TAS",,,,,,,"ISS,IBA,TAS,NAS,IEA","TAS",,"TAS,IEA",,,,"IMP,ISS,IEA",,"IEA",,,,,,,"IMP,IBA,IEA",,"IMP,ISS,IBA",,,,,,,"IEA","IDA,IMP,ISS,IBA,IEA",,,"IEA",,,,"IMP,ISS,IBA,TAS,IEA",,,"IBA,IEA",,,"IDA,IBA,IEA",,,"IBA","IEA",,
"GO:BP","neuron differentiation","GO:0030182","false","1.5960360808604194e-7","6.796957294976854","1431","143","34","21031",,"IBA,IEA",,,,"IEA","IEA","IDA,IBA",,,,"IBA",,,,"ISS,IEA",,,,,,,,,,,"IDA,IMP,ISS,IBA,TAS,IEA",,"IBA,NAS,IEA",,"ISS,IBA",,,,,,"IBA",,,,,,,"ISS","IMP,IEA",,"IEA",,,,,,"IDA,IBA",,,,,"IEP,ISS,IBA",,,,,,,,"ISS",,"IEA","IDA,ISS,IEA",,,,,,,,,,,,"IGI,ISS,TAS,NAS","IEA","IEA",,,,,,,,"ISS,IEA","ISS,IEA",,,,"ISS,IEA",,,,,,,,"ISS,IBA,TAS,NAS,IEA",,,,,,,"ISS,IEA",,"IEA",,,,,,,"IMP,IBA,IEA",,"IMP,ISS,IBA",,,,,,,"IEA","IDA,IMP,ISS,IBA,IEA",,,"IEA",,,,"IMP,ISS,IBA,TAS,IEA",,,,,,"IDA,IBA,IEA",,,,,,
"GO:BP","generation of neurons","GO:0048699","false","1.6679935851795097e-7","6.777805623918003","1514","143","35","21031",,"IBA,IEA",,,,"IEA","IEA","IDA,IBA",,,,"IBA",,,,"ISS,IEA",,,,,,,,,,,"IDA,IMP,ISS,IBA,TAS,IEA",,"IBA,NAS,IEA",,"ISS,IBA",,"IBA,IEA",,,,"IBA",,,,,,,"ISS","IMP,TAS,IEA",,"IEA",,,,,,"IDA,IBA",,,,,"IEP,ISS,IBA",,,,,,,,"ISS",,"IEA","IDA,ISS,IEA",,,,,,,,,,,,"IGI,ISS,TAS,NAS","IEA","IEA",,,,,,,,"ISS,IEA","ISS,IEA",,,,"ISS,IEA",,,,,,,,"ISS,IBA,TAS,NAS,IEA",,,,,,,"ISS,IEA",,"IEA",,,,,,,"IMP,IBA,IEA",,"IMP,ISS,IBA",,,,,,,"IEA","IDA,IMP,ISS,IBA,IEA",,,"IEA",,,,"IMP,ISS,IBA,TAS,IEA",,,,,,"IDA,IBA,IEA",,,,,,
"GO:BP","anatomical structure development","GO:0048856","false","3.754880723183423e-7","6.4254038541554195","5899","143","76","21031","IMP,ISS,IEA","IDA,IBA,IEA",,,,"IEA","IEA","IDA,ISS,IBA,IEA",,"IMP,ISS",,"IBA,TAS","TAS,IEA","IEA",,"ISS,IEA",,,"ISS",,,,,,"IBA",,"IDA,IMP,ISS,IBA,TAS,IEA",,"IDA,IBA,NAS,IEA","IEA","IMP,ISS,IBA","IBA","IBA,IEA","IBA",,,"IBA,IEA",,,"IEA",,,"IBA,TAS","ISS,IEA","IMP,TAS,IEA",,"IEA","IEA",,,,,"IDA,IBA,IEA",,,"IEA",,"IEP,ISS,IBA,IEA",,,,,"IMP,ISS,IBA,IEA",,"IEA","ISS,IBA","IMP","IEA","IDA,IMP,IEP,ISS,NAS,IEA",,"IEA",,,,"IBA",,"IMP,ISS",,,"TAS","IGI,ISS,TAS,NAS,IEA","IMP,IEA","IEA","IEA","IDA","IEA",,,"IEA",,"ISS,IBA,IEA","ISS,IEA",,,,"IMP,ISS,IEA","IMP,TAS,IEA",,"IEA","IBA",,,,"IMP,ISS,IBA,TAS,NAS,IEA","TAS","TAS","TAS,IEA","IDA,IMP,IBA,IEA","IEA",,"IMP,ISS,IEA",,"IEA",,,,"IBA",,,"IMP,ISS,IBA,NAS,IEA",,"IMP,ISS,IBA",,,,"IEA","ISS,IEA","IMP","IEA","IDA,IMP,ISS,IBA,IEA","IMP,IGI",,"IEA",,,,"IMP,ISS,IBA,TAS,IEA",,,"IBA,IEA",,,"IDA,IEP,ISS,IBA,IEA",,,"ISS,IBA,IEA","IBA,IEA","IEA",
"GO:BP","multicellular organismal process","GO:0032501","false","5.570139025001594e-7","6.25413396514269","7669","143","89","21031","IMP,IEP,ISS,TAS,IEA","ISS,IBA,IEA",,"ISS,TAS,IEA",,"IEA","IEA","IDA,ISS,IBA,IEA",,"ISS","ISS","IBA,TAS","TAS","ISS,IBA,TAS,IEA",,"ISS,IEA",,,"ISS",,,,"IBA",,,,"IDA,IMP,ISS,IBA,TAS,IEA",,"IDA,IBA,NAS,IEA","IEA","IMP,ISS,IBA","IBA","IBA,IEA","IBA","IMP",,"IBA,IEA","IDA,IEA",,"IMP,IEA",,"IEA","IBA","ISS,IEA","IDA,IMP,IGI,TAS,IEA",,"TAS,IEA","IEA",,,"TAS,IEA",,"IDA,IBA,IEA",,"IDA,TAS","IMP,ISS,IEA",,"IEP,ISS,IBA,IEA",,,"IDA,IMP,ISS,TAS,IC",,"IMP,ISS,IBA,IEA","TAS","IEA","ISS,IBA","IMP","IMP,IEA","IDA,IMP,IEP,ISS,NAS,IEA",,"IEA",,"IBA",,,,"IMP,ISS,TAS,IC",,"IEA","TAS","IMP,IGI,ISS,TAS,NAS,IEA","IMP,TAS,IEA","IEA","IMP,IEA",,"IEA",,,"ISS,NAS,IEA",,"ISS,IBA,IEA","ISS,IEA",,,"IMP","IMP,ISS,IEA","ISS,TAS,IEA",,"IEA","IBA","IMP,IEA",,,"IMP,ISS,IBA,TAS,NAS,IEA","TAS",,"IMP,TAS,IEA","IDA,IMP,IBA,IEA","IEA","IMP,ISS","IMP,ISS,IEA",,"IEA",,,,,,,"IMP,ISS,IBA,NAS,IEA",,"IMP,ISS,IBA",,,"IEA","IDA,ISS,IEA","ISS,IEA","ISS","IMP,IEA","IDA,IMP,ISS,IBA,IEA","IMP,IGI",,"IEA",,"IDA,TAS","IMP,ISS,IEA","IMP,ISS,IBA,TAS,IEA",,,"IBA,IEA",,,"IDA,IEP,ISS,IBA,IEA",,,"ISS,IBA,IEA","IEA","IEA",
"GO:BP","cell morphogenesis","GO:0000902","false","9.405033838074002e-7","6.026639637576401","986","143","27","21031",,,,,,"IEA","IEA","IBA,IEA",,"IMP",,,,,,,,,,,,,,,,,"IDA,ISS,IBA,TAS,IEA",,"IBA,NAS,IEA",,,,,,,,"IBA",,,,,,,"ISS",,,,,,,,,"IDA,IBA",,,,,"ISS,IBA",,,,,,,,,,"IEA","IDA,ISS,IEA",,,,,,"IBA",,,,,,"TAS,NAS","IEA","IEA",,,,,,,,,"ISS,IEA",,,,,,,,,,,,"ISS,IBA,TAS,NAS,IEA",,,,,,,"ISS,IEA",,"IEA",,,,,,,"IEA",,"IBA",,,,,,,"IEA","IMP,ISS,IEA",,,,,,,"IBA,TAS,IEA",,,,,,"IDA,IBA,IEA",,,,"IBA",,
"GO:BP","synaptic signaling","GO:0099536","true","9.905681939645325e-7","6.004115620839183","780","143","24","21031",,,,"TAS",,,,,,,"ISS",,,"ISS",,,"IBA",,,,,,,,,,,,,,,,,,,"ISS,IBA",,,,,,"IEA",,,,,,,,,,,,,"TAS","IBA,TAS,IEA",,,"ISS,IBA",,,,,,,,,,,,"IEA",,,,,,,,,"IBA","ISS,NAS,IEA",,,,,,,,"TAS",,,,"IEA",,,"IMP,ISS,IBA,IEA",,"IEA",,,"IEA",,,,,,"TAS",,,,,,,,,"IEA",,,,"IBA,IEA","IBA",,,,"IBA,IEA",,,,,,,,,,,,"TAS",,,"IBA,IEA",,,,,,,,,
"GO:BP","regulation of cell communication","GO:0010646","true","9.982810295132255e-7","6.0007471817728115","3443","143","54","21031",,,,,"IDA",,,"IDA",,"IMP,IBA,TAS","ISS","ISS",,"IDA,ISS,IBA,IEA",,,"IBA",,,"IBA",,,,,,,"TAS","IEA",,,,"IBA",,,"IDA,IMP,IBA","ISS,IBA",,,,,,"IEA",,,"IDA,IMP,IGI,TAS,IEA",,"ISS,IEA",,,,,"IEA","IDA,IMP,IBA",,"TAS","IBA,IEA",,"ISS","ISS,IBA",,"ISS,IC",,,,,,,,"ISS",,"IEA",,,,,,"TAS","IEA",,,"IDA,ISS,NAS,IEA","IMP,ISS,IEA",,"IMP,IEA",,"TAS",,,,"IDA",,,"IEA",,,"IMP,IBA",,"IEA",,,"IEA",,"IEA","IMP,ISS,IBA,TAS,IEA",,"ISS",,,"IEA","ISS",,,,,,,,"IBA",,"IEA","IBA",,,,"IBA,IEA",,"IDA,ISS,IEA",,,,"IBA,TAS",,"IBA,IEA","IBA",,"ISS,IEA","TAS",,,"IBA,IEA",,,"IMP",,"IBA,IEA",,,,
"GO:BP","cell-cell signaling","GO:0007267","false","0.000001015507238637767","5.99331697655338","1704","143","36","21031","IEP,TAS",,,"TAS","IDA",,,,,,"ISS",,,"ISS,IBA,TAS,IEA",,,"IBA",,,"IBA,IEA",,,,,,,,,,,,,,"IEA","IDA,IMP,IBA,IEA","ISS,IBA",,,,,,"IEA",,,"IEA",,,,,,,,"IEA",,"TAS","IBA,TAS,IEA",,"ISS","ISS,IBA",,,,,,,,,,,,"IEA",,,,,,,"IEA",,"IBA","ISS,NAS,IEA",,,,,,,,"TAS",,,,"IEA",,,"IMP,ISS,IBA,IEA",,"IEA",,,"IEA",,,"TAS",,,"TAS",,,,,,,,,"IEA",,,,"IBA,IEA","IBA",,,,"IBA,IEA",,"IDA,IEA",,,,,,,,,,"TAS",,,"IBA,IEA",,,,,"IBA",,,,
"GO:BP","cell communication","GO:0007154","false","0.0000010596729690345266","5.974828143845992","6537","143","80","21031","IEP,TAS",,,"IDA,IBA,TAS,IEA","IDA",,"IEA","IDA,IGI,ISS,IBA,IEA",,"IMP,IBA,TAS,IEA","ISS","ISS,IEA",,"IDA,ISS,IBA,TAS,IEA",,,"IBA,NAS",,,"IBA,IEA",,"IMP",,,,"NAS","ISS,IBA,TAS","IEA",,"IEA","IEA","IBA",,"IBA,IEA","IDA,IMP,IBA,TAS,IEA","IDA,ISS,IBA,IEA",,,"IBA,IEA",,,"NAS,IEA",,,"IDA,IPI,IMP,IGI,IBA,TAS,IEA",,"ISS,IBA,IEA","IBA,IEA",,"TAS","IMP,IBA,IEA","IBA,TAS,IEA","IDA,IMP,IBA,IEA",,"IDA,TAS","IMP,IGI,IBA,TAS,IEA",,"ISS,IBA,IEA","ISS,IBA,NAS",,"ISS,TAS,IC",,,,,,,,"ISS",,"IEA",,,,,,"ISS,TAS,IEA","IEA",,"IBA","IDA,ISS,TAS,NAS,IEA","IMP,ISS,IEA",,"IMP,IBA,TAS,IEA",,"TAS,IEA",,,"TAS,IEA","IDA",,"TAS","IBA,TAS,IEA",,"IEA","IMP,ISS,IBA,TAS,IEA","IDA,IEA","IEA",,"IDA,IBA,NAS,IEA","ISS,IBA,TAS,IEA",,"IEA","IMP,ISS,IBA,TAS,NAS,IEA",,"ISS","TAS,IEA",,"IEA","ISS",,,,,,"IEA","IEA","IBA,TAS,IEA",,"ISS,IBA,IEA","IDA,IBA","IDA,IBA,IEA",,,"ISS,IBA,IEA","TAS","IDA,ISS,IEA","ISS,IBA,IEA","TAS,IEA",,"IBA,TAS,IEA",,"IBA,IEA","IBA","IDA","IMP,ISS,IBA,IEA","TAS",,,"IBA,IEA",,,"IMP",,"IBA,IEA",,,,
