"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","GRIK1","RALYL","SST","STXBP6","GRM1","TRHDE","BCL11A","CRB1","GRIK3","EPB41L2","UST","KIF26B","GRIN3A","GRID2","NETO1","SPOCK3","WLS","SATB1","CDH9","PLCH1","DMD","GPC6","TMTC1","CDH8","CACNA2D3","SORBS2","KIAA1217","MAN1A1","ROBO2","NRXN3","GPM6A","ST6GALNAC5","TSHZ3","GRIA3","DAPK1","RUNX1T1","RASGRF2","SOX6","RYR2","CTNNA2","SHISA6","NETO2","LHFPL3","RGS6","SLC8A1","TIAM1","RBFOX1","XKR4","ROBO1","TMEFF2","PCDH15","PDE4B","ADCY2","SLC24A2","SYNPR","PPP2R2B","GRIK2","TENM3","OXR1","PACRG","TENM2","PDE1C","ASTN2","LRRTM4","NPAS3"
"GO:BP","receptor localization to synapse","GO:0097120","false","0.002827308481559228","2.5486268039866085","66","62","5","21031",,,,,,,,,,,,,,,"IEA",,,,,,,"IBA,IEA",,,,,,,,"IEA",,,,,,,,,,,"IEA","IEA",,,,,,,,,,,,,,,,,,,,,,,
"GO:BP","startle response","GO:0001964","true","0.0029588132637567884","2.528882443112123","29","62","4","21031",,,,,,,,,,,,,"IEA","ISS,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,"ISS",,,,,,,,,,,"IEA",,,,,,,,,,,,,,
"GO:BP","monoatomic ion transport","GO:0006811","false","0.00505438338237665","2.2963318192946534","1256","62","15","21031","IEA",,,,,,,,"IEA",,,,"ISS,IEA","IEA","IDA",,,,,"IBA","ISS,IEA",,,,"IEA",,,,,,"IEA",,,"IEA",,,,,"IDA,IMP,ISS,IBA,TAS,IC,IEA",,,,,,"IDA,IMP,IGI,ISS,IBA,TAS,IEA",,,,,,,"ISS,IEA",,"IDA,IBA,TAS,IEA",,,"IEA",,,,,,,,
"GO:BP","regulation of plasma membrane bounded cell projection organization","GO:0120035","false","0.005425265522557532","2.265579001781802","652","62","11","21031",,,,,,,"IDA,IMP,ISS,IBA,IEA",,,,"IEA",,,"IEA",,,,,,,"IMP,IEA",,,,,,,,"IDA",,"ISS,IEA",,,,,,,,,"IMP",,,,,,"IBA,IEA",,,"IDA",,,,,,,,,"ISS",,,"ISS",,,,
"GO:BP","regulation of synaptic plasticity","GO:0048167","false","0.006212993540292334","2.206699097926697","215","62","7","21031",,,,,,,,,,,,,,"IMP","ISS,IEA",,,,,,,,,,,,,,,,,,"ISS",,,,"IEA",,,,"IBA",,,,,,,,,,,,,"IBA,IEA",,,"IMP,IEA",,,,,,,,
"GO:BP","regulation of cell projection organization","GO:0031344","false","0.006747761672910934","2.1708402648451384","667","62","11","21031",,,,,,,"IDA,IMP,ISS,IBA,IEA",,,,"IEA",,,"IEA",,,,,,,"IMP,IEA",,,,,,,,"IDA",,"ISS,IEA",,,,,,,,,"IMP",,,,,,"IBA,IEA",,,"IDA",,,,,,,,,"ISS",,,"ISS",,,,
"GO:BP","regulation of synaptic transmission, glutamatergic","GO:0051966","false","0.006923786245212188","2.159656348358429","79","62","5","21031","TAS",,,,"IBA",,,,"ISS",,,,,,,,,,,,,,,,,,,,,,,,"ISS",,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,
"GO:BP","cell morphogenesis","GO:0000902","true","0.009195283015167983","2.0364348993748735","986","62","13","21031",,,,,,,"IMP,ISS,IEA","IEA",,,"IEA",,,,,,,,"IBA",,"IEA",,,"IBA",,,,,"IDA,ISS,IEA","TAS","ISS,IEA",,,,,,,,,"ISS",,,,,,"IBA,IEA",,,"IDA,ISS,IEA",,"IEA",,,,,,,,,,,,,,
"GO:BP","calcium ion transport","GO:0006816","false","0.009606040853577939","2.0174555706800112","436","62","9","21031",,,,,,,,,,,,,"ISS,IEA",,,,,,,"IBA","ISS,IEA",,,,"IEA",,,,,,"IEA",,,,,,,,"IDA,IMP,ISS,IBA,TAS,IC,IEA",,,,,,"IDA,IGI,ISS,IBA,TAS,IEA",,,,,,,"ISS,IEA",,"IDA,IBA,IEA",,,,,,,,,,,
"GO:BP","cell adhesion","GO:0007155","false","0.010418051032560657","1.982213519517527","1512","62","16","21031",,,,"IEA",,,,"IBA",,,,"IEA",,"ISS,IEA",,,,,"IBA,NAS,IEA",,"IEA",,,"IBA,TAS,IEA",,,,,"IDA,IBA,IEA","TAS,IEA",,,,,,,,,,"ISS,IBA,IEA",,,,,,"IMP",,,"IDA,TAS",,"IBA,IEA",,,,,,,"ISS,IBA,IEA",,,"ISS,IBA,IEA",,"IBA",,
"GO:BP","generation of neurons","GO:0048699","false","0.010595583529686927","1.974875120430814","1514","62","16","21031",,,,,,,"IDA,IMP,ISS,IBA,IEA","IEA",,,"IEA",,"ISS,IEA","ISS,IEA",,,,,,,"IMP,IBA,IEA",,,,,,,,"IDA,ISS,IEA","TAS","IDA,ISS,IBA,IEA",,,,,,,,,"IMP,ISS",,,,,,"ISS,IBA,IEA",,,"IDA,ISS,IEA",,"IEA",,,,,,,"ISS,IBA",,,"IBA",,"IBA,IEA",,
"GO:BP","nervous system development","GO:0007399","false","0.011547465955314778","1.937513309483297","2531","62","21","21031","TAS",,,,,,"IDA,IMP,ISS,IBA,IEA","IEA",,,"IEA",,"ISS,IEA","IMP,ISS,IEA",,,"IEA",,"IEA",,"IMP,IBA,IEA",,,,,,,,"IDA,IEP,ISS,NAS,IEA","TAS,IEA","IDA,ISS,IBA,IEA",,,,,,,"IDA,ISS,IBA",,"IMP,ISS",,,,,,"ISS,IBA,IEA","IBA,IEA",,"IDA,ISS,TAS,IEA",,"IEA",,,,,,,"ISS,IBA",,,"IBA",,"IBA,IEA",,
"GO:BP","neuron projection development","GO:0031175","false","0.012457430470846654","1.9045715280952475","1014","62","13","21031",,,,,,,"IDA,IMP,ISS,IBA,IEA",,,,"IEA",,"ISS,IEA","IEA",,,,,,,"IMP,IEA",,,,,,,,"IDA,ISS,IEA","TAS","ISS,IBA,IEA",,,,,,,,,"IMP,ISS",,,,,,"IBA,IEA",,,"IDA,ISS,IEA",,"IEA",,,,,,,"ISS",,,,,,,
"GO:BP","regulation of neuron projection development","GO:0010975","false","0.014034610829207327","1.852799625571123","457","62","9","21031",,,,,,,"IDA,IMP,ISS,IBA,IEA",,,,"IEA",,,"IEA",,,,,,,"IMP,IEA",,,,,,,,"IDA",,,,,,,,,,,"IMP",,,,,,"IBA,IEA",,,"IDA",,,,,,,,,"ISS",,,,,,,
"GO:BP","neurogenesis","GO:0022008","false","0.014551757781922022","1.8370845428375202","1742","62","17","21031",,,,,,,"IDA,IMP,ISS,IBA,IEA","IEA",,,"IEA",,"ISS,IEA","ISS,IEA",,,,,,,"IMP,IBA,IEA",,,,,,,,"IDA,ISS,IEA","TAS","IDA,ISS,IBA,IEA",,,,,,,"ISS",,"IMP,ISS",,,,,,"ISS,IBA,IEA",,,"IDA,ISS,IEA",,"IEA",,,,,,,"ISS,IBA",,,"IBA",,"IBA,IEA",,
"GO:BP","negative regulation of negative chemotaxis","GO:0050925","true","0.016444436070623368","1.7839810151953601","2","62","2","21031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDA",,,,,,,,,,,,,,,,,,,,"IDA",,,,,,,,,,,,,,,,
"GO:BP","prepulse inhibition","GO:0060134","false","0.016687630064597846","1.777605336355499","14","62","3","21031",,,,,,,,,,,,,"IEA","ISS,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,"ISS",,,,,,,,,,,,,,,,,,,,,,,,,
"GO:BP","positive regulation of cell projection organization","GO:0031346","false","0.018645721004973873","1.7294208183939923","357","62","8","21031",,,,,,,"IDA,IMP",,,,,,,,,,,,,,"IMP,IEA",,,,,,,,"IDA",,"ISS,IEA",,,,,,,,,,,,,,,"IBA,IEA",,,"IDA",,,,,,,,,"ISS",,,"ISS",,,,
"GO:BP","neuromuscular process","GO:0050905","false","0.01874911795869017","1.72701915858608","167","62","6","21031",,,,,,,,,,,,,"IEA","ISS,IEA",,,,,,,"ISS,IEA",,,,,,,,,,,,,,,,,,,"ISS",,,,,,,"IEA",,,,"IMP,IEA",,,,,,,,,,,,,,
"GO:BP","homophilic cell adhesion via plasma membrane adhesion molecules","GO:0007156","false","0.019399199746822225","1.7122161851577937","168","62","6","21031",,,,,,,,,,,,,,,,,,,"IEA",,,,,"IEA",,,,,"IDA",,,,,,,,,,,,,,,,,,,,"IDA",,"IEA",,,,,,,"ISS",,,,,,,
"GO:BP","protein localization to postsynaptic membrane","GO:1903539","false","0.02135536030679355","1.6704930967760394","47","62","4","21031",,,,,,,,,,,,,,,"IEA",,,,,,,"IBA,IEA",,,,,,,,"IEA",,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,
"GO:BP","synapse organization","GO:0050808","true","0.022582835693950466","1.6462215252582018","485","62","9","21031",,,,,,,,,,,,,,"IMP,IEA",,,,,"IEA",,,,,"IEA",,,,,"ISS","IEA","ISS,IEA",,,,,,,,,"ISS","ISS,IEA",,,,,"IEA",,,,,,,,,,,,,,,,,,,
"GO:BP","protein localization to postsynapse","GO:0062237","false","0.023245466961973552","1.6336617251543113","48","62","4","21031",,,,,,,,,,,,,,,"IEA",,,,,,,"IBA,IEA",,,,,,,,"IEA",,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,
"GO:BP","neuron differentiation","GO:0030182","false","0.024587679516512542","1.6092824562440884","1431","62","15","21031",,,,,,,"IDA,IMP,ISS,IBA,IEA","IEA",,,"IEA",,"ISS,IEA","ISS,IEA",,,,,,,"IMP,IBA,IEA",,,,,,,,"IDA,ISS,IEA","TAS","ISS,IBA,IEA",,,,,,,,,"IMP,ISS",,,,,,"ISS,IBA,IEA",,,"IDA,ISS,IEA",,"IEA",,,,,,,"ISS,IBA",,,"IBA",,,,
"GO:BP","anatomical structure morphogenesis","GO:0009653","false","0.028949608109701288","1.5383573109329598","2684","62","21","21031",,,,,,,"IMP,ISS,IEA","IEA",,,"IEA","IEA",,"ISS,IEA",,,"IEA",,"IBA",,"IEA",,,"IBA",,,,,"IDA,ISS,IEA","ISS,TAS,IEA","ISS,IEA",,,,,,,"ISS","ISS,IEA","ISS",,,,,,"IBA,IEA",,,"IDA,IMP,ISS,IEA","IDA","IEA",,,,,,,"IMP",,,,,"IEA",,
"GO:BP","system process","GO:0003008","true","0.03103932729184909","1.5080876996755674","2258","62","19","21031",,,,,"IEA",,,"IEA",,,,,"IEA","ISS,IEA","ISS,IBA,IEA",,,,,,"IMP,ISS,IBA,IEA",,,,,"ISS",,,,"IGI",,,"ISS",,,,,,"IMP,ISS,IBA,IC,IEA","ISS",,,"IBA",,"IMP,ISS,TAS,IC","IEA","IEA",,,,"IMP,IEA","ISS,IEA",,"IEA",,,"ISS,IEA",,,,,,,,
"GO:BP","regulation of cell communication","GO:0010646","false","0.03916652606385127","1.407084947170711","3443","62","24","21031","IBA,TAS",,,,"IBA,IEA",,,,"ISS,IBA",,,,"IBA,IEA","IMP,IBA","IDA,ISS,IBA,IEA",,"IMP,ISS,IEA",,,,"IEA","IEA",,,,,,,"ISS","IEA",,,"ISS","IBA","ISS",,"TAS,IEA",,"IMP",,"ISS,IBA,IEA",,,"IBA,TAS,IEA","TAS","ISS,TAS,IEA",,,"IMP,ISS",,,"ISS,IEA",,"IBA,IEA",,,"IDA,IMP,IBA,IEA",,,,,,,,
"GO:BP","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","GO:0007157","false","0.04012043721507438","1.3966343428734642","55","62","4","21031",,,,,,,,"IBA",,,,,,"ISS,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,"IBA",,,,
"GO:BP","negative regulation of synaptic transmission","GO:0050805","false","0.04012043721507438","1.3966343428734642","55","62","4","21031",,,,,,,,,"ISS",,,,,"IMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,"IEA",,,,,,,,
"GO:BP","system development","GO:0048731","false","0.045503050454056844","1.3419594879372374","3973","62","26","21031","TAS",,,,,,"IDA,IMP,ISS,IBA,IEA","IEA",,,"IEA","IEA","ISS,IEA","IMP,ISS,IEA",,,"IEA",,"IEA",,"IMP,IBA,IEA",,,,,"ISS","ISS",,"IDA,IMP,IEP,ISS,NAS,IEA","ISS,TAS,IEA","IDA,ISS,IBA,IEA",,,,,,,"IDA,IMP,ISS,IBA","ISS,IEA","IMP,ISS",,,,,"ISS","ISS,IBA,IEA","IBA,IEA",,"IDA,IMP,ISS,TAS,IEA",,"IEA",,,,,,,"IMP,ISS,IBA",,,"IBA",,"IBA,IEA",,
"GO:CC","synaptic membrane","GO:0097060","true","1.8321125028061193e-14","13.737047861537308","399","65","18","22097","IBA,IEA",,,,"IBA",,,,"IBA,IEA",,,,"IBA,IEA","IBA,IEA","ISS,IEA",,,,"IEA",,"IEA",,,"IEA",,,,,,"IEA","IEA",,,"IBA,IEA",,,,,,,"IBA,IEA","IEA",,,,"IEA",,,,,,,,,,,"IBA,IEA",,,,"ISS,IEA",,,"IEA",
"GO:CC","neuron projection","GO:0043005","true","4.109068990742771e-14","13.386256566928113","1334","65","27","22097",,,,,"IEA",,,"IEA","ISS",,,,"IDA","ISS,IEA","IEA",,,,,,"ISS,IEA",,,"IBA,IEA",,"IBA",,,"ISS",,"ISS,IBA,IEA",,"IEA","IBA",,,,,,"ISS,IEA","IBA",,,"IBA","ISS,IBA","IEA",,,"IBA,IEA",,"IDA,ISS,IEA","IEA","ISS",,"IEA",,"IEA","IBA,IEA",,"IDA,IBA,IEA","ISS,IBA,IEA",,,,
"GO:CC","postsynapse","GO:0098794","false","4.072170557218708e-13","12.390174040468029","650","65","20","22097","IBA,IEA",,,,"IBA,IEA",,"IEA",,"IBA,IEA",,,,"IBA,IEA","ISS,IBA,IEA","ISS,IBA,IEA",,,,"IEA",,"IEA",,,,,,,,,,"IEA",,,"IBA,IEA","IEA",,,,,,"ISS,IBA,IEA","IBA,IEA",,,"ISS,IBA","IEA",,,,,,"IEA",,,,,"IBA,IEA",,,,"ISS,IEA",,,"IEA",
"GO:CC","synapse","GO:0045202","false","4.407372622965909e-13","12.355820230348527","1468","65","27","22097","IBA,IEA",,"IEA",,"IBA,IEA",,"IEA",,"ISS,IBA,IEA",,,,"IDA,IBA,IEA","ISS,IBA,IEA","ISS,IBA,IEA",,,,"IEA",,"ISS,IEA","IBA,IEA",,"IBA,IEA",,"IBA",,,,"IEA","IEA",,,"IBA,IEA","IEA",,,,,,"ISS,IBA,IEA","IBA,IEA",,,"IDA,ISS,IBA","IBA,IEA",,,,,"IDA","IEA",,,"IBA,IEA",,"IBA,IEA",,,,"ISS,IEA",,,"IEA",
"GO:CC","postsynaptic membrane","GO:0045211","false","7.116590918190272e-13","12.147727997932913","278","65","15","22097","IBA,IEA",,,,"IBA",,,,"IBA,IEA",,,,"IBA,IEA","IBA,IEA","ISS,IEA",,,,"IEA",,"IEA",,,,,,,,,,,,,"IBA,IEA",,,,,,,"IBA,IEA","IEA",,,,"IEA",,,,,,,,,,,"IBA,IEA",,,,"ISS,IEA",,,"IEA",
"GO:CC","postsynaptic density membrane","GO:0098839","false","2.1301421079887097e-12","11.671591422544063","101","65","11","22097","IBA",,,,"IBA",,,,"IBA",,,,"IBA,IEA","IBA,IEA","ISS,IEA",,,,,,,,,,,,,,,,,,,"IBA",,,,,,,"IEA","IEA",,,,"IEA",,,,,,,,,,,"IBA",,,,,,,,
"GO:CC","cell junction","GO:0030054","false","3.3391572579876604e-12","11.476363127316386","2230","65","31","22097","IBA,IEA",,"IEA","HDA","IBA,IEA",,"IEA","IDA,NAS,IEA","ISS,IBA,IEA","IDA,HDA",,,"IDA,IBA,IEA","ISS,IBA,IEA","ISS,IBA,IEA",,,,"IBA,IEA",,"ISS,IEA","IBA,IEA",,"IBA,IEA",,"IBA,IEA",,,,"IEA","IEA",,,"IBA,IEA","IEA",,,,,"ISS,IBA,IEA","ISS,IBA,IEA","IBA,IEA",,,"IDA,ISS,IBA,TAS,IEA","IDA,IBA,IEA",,,,,"IDA","IEA",,,"IBA,IEA",,"IBA,IEA",,,,"ISS,IEA",,,"IEA",
"GO:CC","postsynaptic density","GO:0014069","false","5.1530579303106464e-12","11.287934975203813","318","65","15","22097","IBA",,,,"IBA,IEA",,,,"IBA",,,,"IBA,IEA","IBA,IEA","ISS,IBA,IEA",,,,,,"IEA",,,,,,,,,,,,,"IBA","IEA",,,,,,"ISS,IBA,IEA","IBA,IEA",,,"ISS","IEA",,,,,,"IEA",,,,,"IBA,IEA",,,,,,,,
"GO:CC","asymmetric synapse","GO:0032279","false","1.0568473383526428e-11","10.975987742020239","334","65","15","22097","IBA",,,,"IBA,IEA",,,,"IBA",,,,"IBA,IEA","IBA,IEA","ISS,IBA,IEA",,,,,,"IEA",,,,,,,,,,,,,"IBA","IEA",,,,,,"ISS,IBA,IEA","IBA,IEA",,,"ISS","IEA",,,,,,"IEA",,,,,"IBA,IEA",,,,,,,,
"GO:CC","postsynaptic specialization","GO:0099572","false","1.7686148155118636e-11","10.752366741263609","346","65","15","22097","IBA",,,,"IBA,IEA",,,,"IBA",,,,"IBA,IEA","IBA,IEA","ISS,IBA,IEA",,,,,,"IEA",,,,,,,,,,,,,"IBA","IEA",,,,,,"ISS,IBA,IEA","IBA,IEA",,,"ISS","IEA",,,,,,"IEA",,,,,"IBA,IEA",,,,,,,,
"GO:CC","postsynaptic specialization membrane","GO:0099634","false","1.7939130109727114e-11","10.746198620249839","122","65","11","22097","IBA",,,,"IBA",,,,"IBA",,,,"IBA,IEA","IBA,IEA","ISS,IEA",,,,,,,,,,,,,,,,,,,"IBA",,,,,,,"IEA","IEA",,,,"IEA",,,,,,,,,,,"IBA",,,,,,,,
"GO:CC","neuron to neuron synapse","GO:0098984","false","4.003490970775022e-11","10.397561146636518","366","65","15","22097","IBA",,,,"IBA,IEA",,,,"IBA",,,,"IBA,IEA","IBA,IEA","ISS,IBA,IEA",,,,,,"IEA",,,,,,,,,,,,,"IBA","IEA",,,,,,"ISS,IBA,IEA","IBA,IEA",,,"ISS","IEA",,,,,,"IEA",,,,,"IBA,IEA",,,,,,,,
"GO:CC","glutamatergic synapse","GO:0098978","false","5.212711823970452e-9","8.28293628365131","424","65","14","22097",,,,,"IEA",,,,"IEA",,,,"IEA","IEA","IEA",,,,,,,"IEA",,"IEA",,,,,,"IEA","IEA",,,,"IEA",,,,,,"ISS,IEA","IEA",,,,"IEA",,,,,,,,,,,"IEA",,,,,,,,
"GO:CC","somatodendritic compartment","GO:0036477","false","6.9828695604571215e-9","8.155966070475493","848","65","18","22097",,,"IEA",,"IEA",,,,"ISS",,,,"IDA,IEA","ISS,IEA",,,,,,,"IEA",,,,,"IBA",,,,,"ISS,IBA,IEA",,,"IBA",,,,,,,"IBA",,,,"ISS","IEA",,,,,,"IEA","ISS",,,,"IEA",,,,"ISS,IEA","IBA","IEA",,
"GO:CC","cell projection","GO:0042995","false","7.599377653706913e-9","8.119221972538668","2389","65","28","22097",,,,,"IEA",,,"IEA","ISS",,,,"IDA","ISS,IEA","IEA",,,,,,"IDA,ISS,IEA",,,"IBA,IEA",,"IBA,IEA",,,"ISS","IEA","ISS,IBA,IEA",,"IEA","IBA",,,,,,"ISS,IEA","IBA",,,"IBA","ISS,IBA","IEA",,,"IBA,IEA",,"IDA,ISS,IEA","IEA","ISS",,"IEA",,"IEA","IBA,IEA",,"IDA,ISS,IBA,IEA","ISS,IBA,IEA",,,,
"GO:CC","ionotropic glutamate receptor complex","GO:0008328","false","7.97365267962524e-9","8.098342685479158","41","65","7","22097","IBA",,,,,,,,"IBA",,,,"IDA,IEA","ISS,IEA",,,,,,,,,,,,,,,,,,,,"ISS,IBA,IEA",,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,
"GO:CC","plasma membrane region","GO:0098590","false","1.0672619652713086e-8","7.971728967540952","1266","65","21","22097","IBA,IEA",,,,"IBA",,,"NAS,IEA","IBA,IEA",,,,"IBA,IEA","IBA,IEA","ISS,IEA",,,,"IEA",,"IDA,IEA",,,"IEA",,"IEA",,,"ISS","IEA","IEA",,,"IBA,IEA",,,,,,,"IBA,IEA","IEA",,,,"IEA",,,,,,,,,,,"IBA,IEA",,,,"ISS,IEA",,,"IEA",
"GO:CC","cell periphery","GO:0071944","false","1.1697210008927429e-8","7.931917712802484","6228","65","44","22097","IDA,IBA,TAS,IEA",,,,"IDA,IPI,IMP,IBA,TAS,IEA","TAS",,"IBA,NAS,IEA","IDA,IBA,TAS,IEA","IDA,IBA,TAS,IEA",,,"IDA,IBA,IEA","ISS,IBA,TAS,IEA","ISS,IEA","IDA","IDA,TAS,IEA",,"IBA,TAS,IEA","TAS","IDA,IBA,TAS,NAS,IEA","TAS,IEA",,"IDA,IBA,TAS,IEA","IBA","IBA,IEA",,,"ISS,TAS,IEA","TAS,IEA","ISS,IBA,IEA",,"IDA","ISS,IBA,TAS,IEA","IDA",,"IBA,TAS,IEA",,"ISS,IBA","IBA,IEA","IBA,IEA","IEA","IBA","TAS,IEA","IDA,ISS,IBA,TAS,IEA","IDA,IBA,IEA",,"ISS,IBA,IEA","IDA,TAS,IEA",,"IEA","ISS,IEA","IDA,ISS,TAS,IEA","IDA,RCA,TAS,IEA",,,"IBA,TAS,IEA","ISS,IEA",,,"ISS,IEA",,"IEA","IBA,IEA",
"GO:CC","plasma membrane bounded cell projection","GO:0120025","false","1.5729678116779786e-8","7.803280164441981","2277","65","27","22097",,,,,"IEA",,,"IEA","ISS",,,,"IDA","ISS,IEA","IEA",,,,,,"IDA,ISS,IEA",,,"IBA,IEA",,"IBA,IEA",,,"ISS",,"ISS,IBA,IEA",,"IEA","IBA",,,,,,"ISS,IEA","IBA",,,"IBA","ISS,IBA","IEA",,,"IBA,IEA",,"IDA,ISS,IEA","IEA","ISS",,"IEA",,"IEA","IBA,IEA",,"IDA,ISS,IBA,IEA","ISS,IBA,IEA",,,,
"GO:CC","neurotransmitter receptor complex","GO:0098878","false","1.876646553715298e-8","7.726617514392616","46","65","7","22097","IBA",,,,,,,,"IBA",,,,"IDA,IEA","ISS,IEA",,,,,,,,,,,,,,,,,,,,"ISS,IBA,IEA",,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,
"GO:CC","plasma membrane","GO:0005886","false","1.883128771365735e-8","7.725119981214662","5742","65","42","22097","IDA,IBA,TAS,IEA",,,,"IDA,IPI,IMP,IBA,TAS,IEA","TAS",,"IBA,NAS,IEA","IDA,IBA,TAS,IEA","IDA,IBA,TAS,IEA",,,"IDA,IBA,IEA","ISS,IBA,TAS,IEA","ISS,IEA",,"IDA,TAS,IEA",,"IBA,TAS,IEA","TAS","IDA,IBA,TAS,NAS,IEA","TAS,IEA",,"IDA,IBA,TAS,IEA","IBA","IBA,IEA",,,"ISS,TAS,IEA","TAS,IEA","ISS,IBA,IEA",,"IDA","ISS,IBA,TAS,IEA","IDA",,"IBA,TAS,IEA",,"ISS,IBA","IBA,IEA","IBA,IEA","IEA","IBA","TAS,IEA","IDA,ISS,IBA,TAS,IEA","IDA,IBA,IEA",,"ISS,IBA,IEA","IDA,TAS,IEA",,"IEA","ISS,IEA","IDA,ISS,TAS,IEA","IDA,RCA,TAS,IEA",,,"IBA,TAS,IEA","ISS,IEA",,,"ISS,IEA",,,"IEA",
"GO:CC","plasma membrane protein complex","GO:0098797","false","5.293173032058769e-7","6.276283908835099","718","65","15","22097","IBA",,,,"IDA,IPI",,,"IEA","IBA",,,,"IDA,IEA","ISS,IEA",,,,,"IBA",,"IDA,TAS,NAS,IEA",,,"IBA","IBA",,,,,,,,,"ISS,IBA,IEA",,,,,,"IBA","IBA,IEA",,,,,,,,,,,"ISS,IEA",,,,,"IBA,IEA",,,,,,,,
"GO:CC","axon","GO:0030424","false","0.0000015241258588514934","5.8169791684637415","656","65","14","22097",,,,,,,,,"ISS",,,,,,"IEA",,,,,,"IEA",,,"IBA,IEA",,,,,"ISS",,"ISS,IBA,IEA",,"IEA",,,,,,,"ISS,IEA",,,,,"ISS,IBA","IEA",,,"IEA",,,,,,,,"IEA","IEA",,,"ISS,IEA",,,,
"GO:CC","membrane","GO:0016020","false","0.000001526091189997392","5.81641951478912","9864","65","52","22097","IDA,IBA,TAS,IEA",,,"IEA","IDA,IPI,IMP,IBA,TAS,IEA","TAS,IEA",,"IBA,NAS,IEA","IDA,IBA,TAS,IEA","IDA,IBA,TAS,IEA","TAS,IEA",,"IDA,IBA,TAS,NAS,IEA","ISS,IBA,TAS,IEA","ISS,IEA",,"IDA,TAS,IEA",,"IBA,TAS,IEA","TAS,IEA","IDA,ISS,IBA,TAS,NAS,IEA","TAS,IEA","IEA","IDA,IBA,TAS,IEA","IBA,IEA","IBA,IEA",,"HDA,IBA,TAS,IEA","ISS,TAS,IEA","TAS,IEA","ISS,IBA,IEA","TAS,IEA","IDA","ISS,IBA,TAS,IEA","IDA",,"IBA,TAS,IEA",,"IDA,ISS,IBA,TAS,IEA","IBA,IEA","IBA,IEA","IEA","IBA,IEA","IDA,TAS,IEA","IDA,ISS,IBA,TAS,IEA","IDA,IBA,IEA",,"ISS,IBA,IEA","IDA,TAS,IEA","NAS,IEA","IEA","ISS,IEA","IDA,ISS,TAS,IEA","IDA,RCA,TAS,IEA","IBA,IEA","ISS,IEA","IBA,TAS,IEA","ISS,IEA",,"IEA","ISS,IEA",,"IEA","IEA",
"GO:CC","dendrite","GO:0030425","false","0.000007401080485325643","5.130704872896028","622","65","13","22097",,,,,"IEA",,,,"ISS",,,,,"ISS,IEA",,,,,,,,,,,,"IBA",,,,,"IEA",,,"IBA",,,,,,,"IBA",,,,"ISS","IEA",,,,,,"IEA","ISS",,,,"IEA",,,,"ISS,IEA",,,,
"GO:CC","dendritic tree","GO:0097447","false","0.000007685292263306824","5.1143396121033495","624","65","13","22097",,,,,"IEA",,,,"ISS",,,,,"ISS,IEA",,,,,,,,,,,,"IBA",,,,,"IEA",,,"IBA",,,,,,,"IBA",,,,"ISS","IEA",,,,,,"IEA","ISS",,,,"IEA",,,,"ISS,IEA",,,,
"GO:CC","excitatory synapse","GO:0060076","false","0.000012461306573534337","4.904436419319941","67","65","6","22097",,,,,,,,,,,,,,"IEA","ISS,IEA",,,,,,,,,,,,,,,,"IEA",,,"IEA",,,,,,,"ISS,IEA",,,,,,,,,,,"IEA",,,,,,,,,,,,,
"GO:CC","monoatomic ion channel complex","GO:0034702","false","0.00001823150542051774","4.739177469094322","346","65","10","22097","IBA",,,,,,,,"IBA",,,,"IDA,IEA","ISS,IEA",,,,,,,,,,,"IBA,IEA",,,,,,,,,"ISS,IBA,IEA",,,,,"IDA,IBA,IEA",,"IBA,IEA",,,,,,,,,,,"ISS,IEA",,,,,"IBA,IEA",,,,,,,,
"GO:CC","presynapse","GO:0098793","false","0.000022455416959488076","4.648678876405157","564","65","12","22097","IBA",,,,,,,,"ISS,IBA",,,,"IEA",,,,,,"IEA",,"IEA",,,"IBA,IEA",,,,,,"IEA","IEA",,,,,,,,,,,,,,"ISS",,,,,,,"IEA",,,"IBA,IEA",,"IBA,IEA",,,,,,,,
"GO:CC","cell body","GO:0044297","false","0.00002289109285661553","4.640333472931928","565","65","12","22097",,,"IEA",,,,,,"ISS",,,,"IDA,IEA",,,,,,,,"IEA",,,,,"IBA",,,,,"ISS,IBA,IEA",,,,,,,,,,,,,,"ISS","IEA",,,,,,,,,,,"IEA",,,"IEA",,"IBA","IEA",,
