gene
Tpd52l1
Clic5
Gabra5
Prss12
Col9a1
Ddah1
Ssbp3
Hivep1
Tmsb10
Rab26
Pcdh17
Greb1
Pfkp
Pde3b
Scarb1
Sema4a
Vwa3a
Nck2
Glra2
Wdr17
Kcnmb4
Ctnna3
Smap1
Ly6h
Snta1
ST7
Wasf3
Dip2a
Agpat4
Pgm2l1
Slc2a3
Ap2a2
Zmiz1
Lrrc3b
Slc22a23
Lmo3
Hnrnpll
Ptbp2
Htr2c
Inpp4a
Hdac4
Fam135a
Mef2a
