gene
Rgl1
Faah
Neurl1
Prkcz
Ksr2
Actr3b
Sptbn4
RGD1561327
Gabra4
Slc41a2
Pacsin1
Med12l
Astn1
Camk1d
Dapk1
Gpr137c
Srrm3
Scn3a
Ppp1r9a
Bicdl1
Ajap1
Atp9a
Nmnat2
Gpm6b
Grin1
Hecw1
Inka2
Cpeb4
Kcnd3
Ppp2r2b
Apba1
Akap6
Dennd1a
Ccdc30
Wasf1
Stxbp5l
Chd9
Gnao1
Cpne5
Cfap74
Gfod1
Stx1b
Zfyve28
Nav2
Scn2a
Unc79
Ptpn5
Prag1
Cacna1a
Cfap69
Iqsec2
Mpdz
Baiap2
Itgav
Dock3
Ephx4
Crtc1
Ahcyl2
Spire1
Kcnab2
Hycc2
LOC360998
Bmerb1
Mgat5b
Cadm2
Ablim2
Cul9
Prmt8
Tusc3
Pde4dip
Prkar1b
RGD1560883
Pi4ka
Dennd4a
Mtmr7
Secisbp2l
Elmod1
Phf24
Mark2
Ttyh1
Ccdc88a
Myt1l
Cadm3
Ank2
Soga3
Nfix
Clvs2
LOC100910792
Arhgef9
Celf5
Baalc
Cxadr
Agtpbp1
Nrg2
Spred1
Dcaf6
Anxa11
Ttc3
Sun1
Kif1b
Cnnm1
Plekha5
Dnaaf9
Impact
Ngef
Mbnl2
Syt16
Dcun1d4
Slc17a7
Ago3
Myo5a
Sptb
Nbea
Acap2
LOC102557419
Cers6
Pias1
Grik5
Abhd6
Acsl6
Arf3
Adgrb2
Mlxip
Rilpl1
Nin
Cplane1
Mfsd4a
Csnk1g1
Jph1
Kcnb1
Uxs1
Epb41l4b
Reps2
Ypel2
Exoc6b
Atp2b3
Sec61a2
Apc
Slc16a7
Armc9
Rps6kc1
Scai
Numb
Unc13a
Slc7a14
Tshz3
Dym
Celf1
Fzd3
Greb1l
Gabra1
Poln
Glcci1
Atl1
Clasp2
Rgs17
Rab31
Vps13a
Lrrc49
Sez6l2
Ipo9
Zfp148
Cacng2
Dnm1
RGD1560034
Map6
Kif21a
Vsnl1
AABR07019403.1
Megf9
Elapor1
Camk2b
Ulk4
Dmxl2
Mbd5
Tiam1
Baz1b
Slc23a2
Adarb1
Tspan7
Nalcn
Acaca
Fam172a
Pip5k1a
Pip4k2c
Slc8a2
Sptbn2
Nptn
Abl2
Vps9d1
AABR07031491.2
Fmn2
Adar
Nsg2
AABR07028902.1
Ppp6r2
Dmtn
Slc25a12
Madd
Cdkl5
Nrdc
Rab6a
RGD1565158
Vps53
Zc3h12b
Lgi1
Hace1
Rtn1
Clpb
Ccdc57
Sort1
Nckap1
Camsap2
Map7d2
Kif5c
Taok3
Hdlbp
Micu2
Ankh
Susd4
Usp9x
Rufy2
Mcf2l
Ubr3
Clec16a
AABR07046707.1
Olfm2
Ralgps1
Ahdc1
Map2k4
Pnisr
Gabrg2
Cab39l
Tom1l2
Kcnk4
Gdap1
Arl3
Vti1a
Gpatch8
Pip5k1c
Slc6a17
Kcne2
Usp34
Tmem97
Tlk1
Zfp532
Sgip1
Cdc42bpa
Kat6b
Herc1
Eif4g3
Usp32
Med15
Asph
Gdpd1
Ttll7
Zfr
Akap8l
Pkig
Snrnp70
Unc80
Ccdc148
C2cd5
Rpgrip1l
Frrs1l
Adgrl1
LOC100363642
Dixdc1
Ero1b
Rab11fip4
Ppp2r2c
Syn1
Rab11fip3
Purg
Plcl2
Strbp
Agap3
Ppp1r12a
Dzip3
Pcdha5
Wdfy3
Arnt
Lrig2
Clstn1
Tecpr2
Ecpas
Fam171b
Dgkh
Hira
Zdhhc14
Ewsr1
Sec24a
Kmt2a
Pitpna
Aak1
RGD1309104
Bin1
Ppp1r12b
Cmip
Clip2
Micu1
Wdr7
Relch
Phf20l1
St8sia5
Jakmip2
Fto
Hlcs
Rtn3
Hectd2
Arhgap35
Plppr4
Zfp451
Chka
Jak2
Phlpp2
Nova1
Kdm5b
Ints10
Snap91
Tmem130
Hectd4
Rbm6
Svop
Mta3
Shank1
Ywhah
Cep290
Mtfr2
Zranb2
Ppme1
Gapvd1
Atrn
Kcnc1
Eml4
Atcay
Cstpp1
Fbxo11
Atp6v1h
Eef1a2
Pabpn1
Pfkfb3
Aff4
Braf
Ddx39b
Sbno1
Mrtfa
Arhgef7
Myo18a
Cspp1
Ylpm1
Luc7l3
Chd2
Dnajc1
Map4k5
Ankrd28
Rabep1
Kif1a
Asxl1
Dnmt3a
Stxbp1
Actn4
R3hdm2
Dzank1
Maco1
Tnrc6c
Rev3l
Klhdc10
Nsmce2
Rufy3
Zfp609
Plec
Tmem131
Ptprj
Npepps
Rps6ka3
Htt
Cask
Sybu
Phc3
Rere
Luc7l2
Ica1
Nt5c2
Ash1l
Med13l
Tacc1
Nup98
Tnks2
Fam168a
Bicd1
Mapk1
Mapk14
Trim37
Thoc2l
Btrc
Memo1
