gene
Nol4l
Senp6
Faf1
Mical3
Arglu1
Rai1
Brd4
Fars2
Ankfy1
Tut4
Akt3
Rabgap1l
Atxn2
Rfx7
Stxbp5
Btaf1
Kifap3
Ppig
Cpeb3
Grb2
Golm2
Hnrnpu
Ube4b
Zmym4
Usp40
Smpd3
Cox16
Ino80
S100pbp
Fam13b
Nbas
Ube2g1
Ttc7b
Zcchc7
Dock7
Aig1
Zfp638
Dync1i2
Fbxw7
Nf1
Rsrp1
Nsd2
Fbxw4
Papola
Rbm5
Cdk13
Dgkz
Nktr
Smg1
Ptpn4
Tcf25
Ap2b1
Bltp1
Nsd1
Ubn2
Atp2c1
Tmcc1
Fam117b
Ranbp9
Dis3l2
Ascc3
Pan3
Abi2
Tnks
Taok1
Ranbp2
Setd5
Gtdc1
Klhl2
Rbfox2
Zbed6
Ncoa2
Bcas3
Dmxl1
Strn3
Plxna2
Uvrag
Kansl1
Kdm4c
Rbm25
Ankrd11
Phlpp1
Sfpq
Ankib1
Zfyve9
Ppp2r5c
Spag9
Zfp612
Mkln1
Slc7a8
Rasa2
Sclt1
Acbd6
Ckap5
Tnrc6b
Ube3c
Hdac8
Snrpn
Huwe1
Ddx17
Rsf1
Ube2k
Ncoa7
Abcc5
Arih1
Mrtfb
Trip12
Itsn1
Rbm26
Gatad2b
Ankrd17
Eml6
Mllt10
Gnb1
Zfp407
Mark3
Exoc4
Ppm1h
Ankrd12
Sdccag8
Mast2
Trpm7
Itsn2
Dip2b
Kmt2e
Zmynd11
Pafah1b1
Ambra1
Ncor1
Lrba
Atp1b1
Ralgapa1
Ssh2
