gene	logFC	AveExpr	t	P.Value	adj.P.Val	B	FC
Rbfox1	1.41102158793904	12.6155025488782	55.1846382465567	0.0	0.0	1212.65410793091	2.6592540081297282
Galntl6	1.31536106687794	9.32904717119542	54.8760547474761	0.0	0.0	1201.51609836053	2.4886460683079816
Thsd7b	1.30108066708462	9.47474874782396	54.7235958557057	0.0	0.0	1196.02047885392	2.46413392302368
Sdk2	0.795656158808482	8.55737920542611	54.0843796398364	0.0	0.0	1173.03222890585	1.7358666923579449
Ano3	1.12924136044214	9.32803076332216	53.0155246280767	0.0	0.0	1134.7928032052	2.187436838845489
Zfp804b	1.29357129426057	9.12816774069441	52.3441338329907	0.0	0.0	1110.90749872859	2.4513411806988454
Iqgap2	0.727210933527891	8.49417669231476	51.340143061418	0.0	0.0	1075.3940680485	1.655435652366326
Grm8	1.49294292615235	10.2077849493779	50.1925346481968	0.0	0.0	1035.11746069936	2.8146254002445694
Garnl3	1.1195325732468	9.59898974423292	48.371528940627	0.0	0.0	971.954404592999	2.1727656446289694
Foxp2	1.40593168824429	9.70637816810697	46.8337759523792	0.0	0.0	919.389789344216	2.6498885586292564
Galnt9	0.729628698919884	8.85217953058831	43.4927254648958	0.0	0.0	807.917039532457	1.658212268755375
Zfpm2	1.19508987803052	9.85949858802494	42.2012937434856	0.0	0.0	765.934868157929	2.2895909553023075
Pde1a	1.29729348986161	10.0398971228523	42.1232678842677	0.0	0.0	763.419576479197	2.4576738787417223
Pex5l	0.989012760148242	9.73545184743231	42.0817435130626	0.0	0.0	762.08197515356	1.9848263044093677
Ano4	0.83480165358541	9.21632488324307	41.9996847700321	0.0	0.0	759.440721742214	1.78361180522074
Dscaml1	0.783866446062	8.99453270681768	41.7634737775282	0.0	0.0	751.853059079198	1.7217389835568988
Large1	0.902594927156656	10.2272248837812	41.6904161045195	0.0	0.0	749.51090894223	1.8694254336965053
Nrp1	0.715726955998406	8.70570684887629	41.6105001858501	0.0	0.0	746.951413920487	1.6423105489203873
Nrg1	0.963527031928802	11.1932596521254	40.0403814033133	1.4244630434747e-309	1.18675577309486e-306	697.212615605162	1.95007151365952
Sdk1	0.730548805404023	8.66143922354894	39.9323110521889	4.20792890497803e-308	3.3655015382014296e-305	693.828434069908	1.6592701628030833
St6gal2	0.582292703629161	8.65496901913454	39.8425184670063	6.983703508523e-307	5.37073660203529e-304	691.020559117601	1.4972267233616017
Atp2b4	0.626398177321597	8.70653859608819	39.6574702345036	2.25644920743248e-304	1.61134649652187e-301	685.245328476473	1.5437061722076466
Pou6f2	0.938590236919964	9.01758728302561	38.3475204692076	8.38176453747488e-287	5.2372931852128204e-284	644.809271028168	1.9166544197444055
Clstn2	0.801890119349313	10.7530211477872	37.6337313892636	2.23923608918127e-277	1.27924358866227e-274	623.114919340331	1.7433836918777244
Sema5a	0.957871959647809	9.15527088496081	37.0878983318928	3.06463425340408e-270	1.61256215517933e-267	606.692176703034	1.9424425900814786
Arhgef28	0.528939113459819	8.62256343105778	37.0390180967638	1.3253600850142101e-269	6.79501920509207e-267	605.228667476011	1.442867791745806
Dlc1	0.797676802028901	9.17353550669286	36.6087781259806	4.98450930866634e-264	2.43086008845813e-261	592.39850475034	1.7382996561278745
Grid2	0.875888293104532	9.33662170287883	35.435492953673	4.93854626505631e-249	2.24423255840457e-246	557.89007269567	1.8351376656605853
Nalf1	0.725485670901122	11.9842283399111	35.1920119287751	5.84187528503645e-246	2.4852829005170997e-243	550.818874666747	1.653457164788807
Khdrbs3	0.802921669531655	9.88207628852982	34.9837527877693	2.421706658333e-243	9.68440492667368e-241	544.795626213789	1.7446306850437285
Mctp1	1.00083661048099	9.26593231271307	34.5993574826109	1.54516352266878e-238	5.94145089149273e-236	533.739405472673	2.00116012473454
Igsf21	0.657824143019246	8.84102532987185	34.5439869000778	7.55502321196337e-238	2.85023941741901e-235	532.153395200516	1.5777013564388571
Tmem178a	0.853420734178792	9.46225747269456	34.2790954515609	1.46421403588939e-234	5.4216591940015595e-232	524.589123450067	1.806779855971021
Nfia	0.84519994843347	9.36350262200837	33.7975530847886	1.2552501394238599e-228	4.4819154531749996e-226	510.93718833528	1.7965137139847551
Wwc1	0.516606046114726	8.80645714292215	33.4914045125539	6.94478678815388e-225	2.31435019715228e-222	502.325001225204	1.4305858194373318
Sorcs1	0.76236395540783	9.36662697560508	33.3114356516653	1.0745801841064399e-222	3.46552109374327e-220	497.287012980185	1.6962678006842735
Dtnb	0.641460636527412	9.30172613161668	33.1793781333141	4.29374840642694e-221	1.36275395851598e-218	493.601939347404	1.5599076669374459
Cdh2	0.673352062001131	9.43420462280072	32.9566121228752	2.1123334215917399e-218	6.49786257918874e-216	487.408218675579	1.594774079567809
Hs3st2	0.574869461391698	8.63047650989853	32.3500512015326	3.90433272807328e-211	1.13140772315689e-208	470.688818298295	1.4895426795267381
Slc35f1	1.17157715856904	10.0611723026719	32.2367966107004	8.670863694644341e-210	2.47677027963448e-207	467.590823022355	2.2525781490730243
Hs3st4	1.32437725221266	10.7162252212855	30.6986454224438	7.87823175292825e-192	1.9447560975284e-189	426.275220013561	2.5042476706959755
